"Candidate identification","Candidate name","Incumbent challenger status","Party affiliation","Total receipts","Total individual contributions","Candidate state","Candidate district","Special election status","Primary election status","Runoff election status","General election status"
"H4GA08067","WESTMORELAND, LYNN A.","I","REP",1033459.52,401099,"GA","03",NA,"W",NA,NA
"H2GA04177","NUNNALLY, LINCOLN GARNETT","C","DEM",0,0,"GA","04",NA,NA,NA,NA
"H4GA04074","STOKES, CONNIE JEAN MS","C","DEM",0,0,"GA","04",NA,NA,NA,NA
"H4GA04116","BROWN, THOMAS","C","DEM",298308.89,272993.57,"GA","04",NA,NA,NA,NA
"H6GA04129","JOHNSON, HENRY C 'HANK'","I","DEM",638258.47,118910.13,"GA","04",NA,"W",NA,NA
"H2GA04144","VAUGHN, JEFFERY CHRIS","C","REP",841.89,0,"GA","04",NA,NA,NA,NA
"H2GA11016","MCKINNEY, CYNTHIA","C","GRE",0,0,"GA","04",NA,NA,NA,NA
"H6GA05217","LEWIS, JOHN R.","I","DEM",723262.78,140263.41,"GA","05",NA,"W",NA,NA
"H2GA06107","MONTIGEL, ROBERT G","C","DEM",18824.18,3165,"GA","06",NA,"W",NA,NA
"H2GA06115","KAZANOW, JEFFREY H","C","DEM",1130,50,"GA","06",NA,NA,NA,NA
"H4GA06087","PRICE, THOMAS EDMUNDS","I","REP",2403022.09,1155443.97,"GA","06",NA,"W",NA,NA
"H2GA07097","REILLY, STEVEN M","C","DEM",0,0,"GA","07",NA,NA,NA,NA
"H4GA04124","WIGHT, THOMAS DEE","C","DEM",19569,7269,"GA","07",NA,"W",NA,NA
"H0GA07133","WOODALL, ROB REP.","I","REP",494448.88,170412.7,"GA","07",NA,"W",NA,NA
"H0GA08032","MARSHALL, JIM","C","DEM",0,0,"GA","08",NA,NA,NA,NA
"H0GA08099","SCOTT, JAMES AUSTIN","I","REP",956177.9,369043,"GA","08",NA,"W",NA,NA
"H2GA09200","COOLEY, JOSEPH DILLARD III (JODY)","C","DEM",0,0,"GA","09",NA,NA,NA,NA
"H4GA09057","VOGEL, DAVID DONALD","C","DEM",28898.36,13686.07,"GA","09",NA,"W",NA,NA
"H0GA09089","HAWKINS, B LEE","C","REP",11089.86,11089.86,"GA","09",NA,NA,NA,NA
"H0GA10228","CATES, CHRISTOPHER U MD","C","REP",0,0,"GA","09",NA,NA,NA,NA
"H2GA09150","COLLINS, DOUGLAS ALLEN","I","REP",848530.66,408511.18,"GA","09",NA,"W",NA,NA
"H4GA09065","FONTAINE, BERNARD ARTHUR","C","REP",17850,8880,"GA","09",NA,NA,NA,NA
"H4GA10089","DIOUS, IVORY KENNETH","O","DEM",31795,31795,"GA","10",NA,"W",NA,NA
"H0GA07125","HICE, JODY","O","REP",952162.29,793001.87,"GA","10",NA,NA,NA,NA
"H2GA10117","SIMPSON, STEPHEN K MR.","O","REP",219128.86,179510.49,"GA","10",NA,NA,NA,NA
"H4GA10055","SHELDON, DONNA HORTMAN","O","REP",555052.92,403194.92,"GA","10",NA,NA,NA,NA
"H4GA10063","GERRARD, GARY","O","REP",254098.52,106260.44,"GA","10",NA,NA,NA,NA
"H4GA10071","COLLINS, MICHAEL A JR","O","REP",647121.64,389570.14,"GA","10",NA,NA,NA,NA
"H4GA10097","SLOWINSKI, BRIAN RICHARD","O","REP",15651,0,"GA","10",NA,NA,NA,NA
"H4GA10105","SWAN, S MITCHELL","O","REP",23347.03,22347.03,"GA","10",NA,NA,NA,NA
"H8GA10031","WHITEHEAD, JAMES LESLIE SR","C","REP",0,0,"GA","10",NA,NA,NA,NA
"H8GA10049","BROUN, PAUL COLLINS","I","REP",1941759,1655116,"GA","10",NA,NA,NA,NA
"H8GA10056","GREENE, WILLIAM LAWRENCE","C","REP",0,0,"GA","10",NA,NA,NA,NA
"H2GA11149","GINGREY, PHIL REP.","I","REP",1988843,1261719,"GA","11",NA,NA,NA,NA
"H2GA11198","LLOP, WILLIAM","C","REP",0,0,"GA","11",NA,NA,NA,NA
"H4GA11053","BARR, BOB","O","REP",944125.58,827428.11,"GA","11",NA,NA,NA,NA
"H4GA11061","LOUDERMILK, BARRY","O","REP",1127064.24,801114.24,"GA","11",NA,NA,NA,NA
"H4GA11079","LINDSEY, EDWARD H JR","O","REP",759886.65,404006.25,"GA","11",NA,NA,NA,NA
"H4GA11087","PRIDEMORE, TRICIA","O","REP",490342.38,306692.74,"GA","11",NA,NA,NA,NA
"H4GA11095","MROZINSKI, LARRY","O","REP",26367.9,11692.79,"GA","11",NA,NA,NA,NA
"H4GA11103","COLLINS, HAYDEN THOMAS JR","O","REP",210,210,"GA","11",NA,NA,NA,NA
"H4GA12010","BARROW, JOHN J.","I","DEM",3550177.63,1322472.07,"GA","12",NA,"W",NA,NA
"H0GA08081","VANN, DIANE ELIZABETH SWANSON","C","REP",23597.71,125,"GA","12",NA,NA,NA,NA
"H2GA12113","MCLEOD, DANIEL WRIGHT","C","REP",9929.18,0,"GA","12",NA,NA,NA,NA
"H2GA12121","ALLEN, RICHARD W","C","REP",2585921.03,1116670,"GA","12",NA,"W",NA,NA
"H4GA12044","DUTTON, DELVIS WILLIAM","C","REP",185531.37,174624.12,"GA","12",NA,NA,NA,NA
"H4GA12051","YU, EUGENE CHIN","C","REP",1580077.98,684374.98,"GA","12",NA,NA,NA,NA
"H8GA12011","STONE, JOHN ERWIN II ERWIN MR. II","C","REP",193325.25,179783.54,"GA","12",NA,NA,NA,NA
"H2GA13012","SCOTT, DAVID ALBERT","I","DEM",1026212.72,110841,"GA","13",NA,"W",NA,NA
"H4GA13034","OWENS, MICHAEL CLAUDE","C","DEM",34330,9230,"GA","13",NA,NA,NA,NA
"H8GA06112","WORLEY, DAVID JAMES","C","DEM",0,0,"GA","13",NA,NA,NA,NA
"H0GA13032","CRANE, MICHAEL ROBERT","C","REP",0,0,"GA","13",NA,NA,NA,NA
"H0GA09030","GRAVES, JOHN THOMAS MR. JR.","I","REP",969539.27,431922.12,"GA","14",NA,"W",NA,NA
"H4GA14016","HERRON, KENNETH LEON SR","C","REP",17250,7348,"GA","14",NA,NA,NA,NA
"H2GU00033","BORDALLO, MADELEINE Z. MS.","I","DEM",138108.7,110395,"GU","00",NA,NA,NA,NA
"H2GU00066","BLAS, FRANK FLORES JR","C","REP",0,0,"GU","00",NA,NA,NA,NA
"H4GU00021","METCALFE, MARGARET MCDONALD GLOVER","C","REP",58178,6275,"GU","00",NA,NA,NA,NA
"H2HI02110","HANABUSA, COLLEEN WAKAKO","C","DEM",3107196,2588412,"HI","01",NA,NA,NA,NA
"H4HI01100","CHANG, STANLEY","O","DEM",799340.51,741974.34,"HI","01",NA,NA,NA,NA
"H4HI01118","ANDERSON, IKAIKA","O","DEM",459074.05,434359.96,"HI","01",NA,NA,NA,NA
"H4HI01126","ESPERO, WILLIAM","O","DEM",122280.85,121525.85,"HI","01",NA,NA,NA,NA
"H4HI01134","TAKAI, KYLE MARK","O","DEM",1884000.15,1282614.58,"HI","01",NA,NA,NA,NA
"H4HI01142","XIAN, KATHRYN","O","DEM",13796.47,13642.47,"HI","01",NA,NA,NA,NA
"H4HI01167","KIM, DONNA MERCADO","O","DEM",839116.79,774065.76,"HI","01",NA,NA,NA,NA
"H4HI01175","MANAHAN, JOEY","O","DEM",92127.72,88804.59,"HI","01",NA,NA,NA,NA
"H0HI01157","DJOU, CHARLES K","O","REP",1065057.79,927178.89,"HI","01",NA,NA,NA,NA
"H0HI01058","MATSUNAGA, MATTHEW","C","DEM",0,0,"HI","02",NA,NA,NA,NA
"H0HI01165","DEL CASTILLO, RAFAEL GOODWIN","O","DEM",89,0,"HI","02",NA,NA,NA,NA
"H2HI00015","KIAAINA, ESTHER PUAKELA","O","DEM",0,0,"HI","02",NA,NA,NA,NA
"H2HI02508","GABBARD, TULSI","I","DEM",1674001.78,1205276.06,"HI","02",NA,NA,NA,NA
"H6HI01113","HANNEMANN, MULIUFI F 'MUFI'","O","DEM",3019.95,3019.95,"HI","02",NA,NA,NA,NA
"H6HI02285","HOGUE, BOB C","O","REP",0,0,"HI","02",NA,NA,NA,NA
"H4IA01069","MURPHY, PATRICK JOSEPH","O","DEM",1418164.97,869729.13,"IA","01",NA,"W",NA,NA
"H4IA01077","VERNON, MONICA W","O","DEM",885346.18,496180.17,"IA","01",NA,NA,NA,NA
"H4IA01085","O'BRIEN, DAVID A","O","DEM",397866.66,369148.74,"IA","01",NA,NA,NA,NA
"H4IA01093","DANDEKAR, SWATI ARVIND","O","DEM",733344.16,628662.24,"IA","01",NA,NA,NA,NA
"H4IA01101","KAJTAZOVIC, ANESA","O","DEM",284930.89,271797.89,"IA","01",NA,NA,NA,NA
"H6IA01098","BRALEY, BRUCE L","I","DEM",216178.16,65455,"IA","01",NA,NA,NA,NA
"H0IA01117","LANGE, BEN","C","REP",0,0,"IA","01",NA,NA,NA,NA
"H0IA02099","RATHJE, STEVEN RICHARD","O","REP",207921.1,197913.36,"IA","01",NA,NA,NA,NA
"H2IA01055","BLUM, RODNEY LELAND","O","REP",1080510.06,632471.86,"IA","01",NA,"W",NA,NA
"H2IA04091","BOLIVER, GAIL ELDRED","O","REP",8651,4651,"IA","01",NA,NA,NA,NA
"H4IA01119","ROGERS, WALT","O","REP",149395.19,148680,"IA","01",NA,NA,NA,NA
"H6IA02146","LOEBSACK, DAVID WAYNE","I","DEM",1733368.07,778473.87,"IA","02",NA,"W",NA,NA
"H4IA02042","LOFGREN, MARK S","C","REP",168240.96,107190.9,"IA","02",NA,NA,NA,NA
"H4IA02059","WALDREN, MATTHEW C","C","REP",1760,260,"IA","02",NA,NA,NA,NA
"H8IA02043","MILLER-MEEKS, MARIANNETTE JANE","C","REP",940287.64,685601.39,"IA","02",NA,"W",NA,NA
"H4IA03057","SHERZAN, MICHAEL THOMAS","O","DEM",225531.14,80230,"IA","03",NA,NA,NA,NA
"H4IA03065","APPEL, STACI","O","DEM",2247806.89,1703415.78,"IA","03",NA,NA,NA,NA
"H6IA03144","BOSWELL, LEONARD L.","C","DEM",4476.5,300,"IA","03",NA,NA,NA,NA
"H0IA03121","GIBBONS, JIM","C","REP",0,0,"IA","03",NA,NA,NA,NA
"H0IA03139","ZAUN, BRAD","O","REP",107037,106037,"IA","03",NA,NA,NA,NA
"H4IA03081","SCHULTZ, MATTHEW DAVID","O","REP",288688.65,260295.71,"IA","03",NA,NA,NA,NA
"H4IA03099","CRAMER, ROBERT JAMES","O","REP",736238,234863,"IA","03",NA,NA,NA,NA
"H4IA03107","SHAW, MONTE","O","REP",385126.52,288778.21,"IA","03",NA,NA,NA,NA
"H4IA03115","YOUNG, DAVID","O","REP",1998189.88,1013116.07,"IA","03",NA,NA,NA,NA
"H4IA05102","LATHAM, THOMAS","I","REP",1136845.16,290657.87,"IA","03",NA,NA,NA,NA
"H8IA03082","SCHMETT, KIM","C","REP",4775,3775,"IA","03",NA,NA,NA,NA
"H4IA03131","WRIGHT, EDWARD BENEDICT","O","LIB",64244.61,1886.94,"IA","03",NA,NA,NA,NA
"H2IA04117","VILSACK, CHRISTIE","C","DEM",2831.42,0,"IA","04",NA,NA,NA,NA
"H4IA04113","MOWRER, JIM","C","DEM",2172730.89,1930682.31,"IA","04",NA,"W",NA,NA
"H2IA05072","KING, STEVE MR.","I","REP",2000377.86,1568488.76,"IA","04",NA,"W",NA,NA
"H0IA05092","CAMPBELL, MATTHEW","C","DEM",168,168,"IA","05",NA,NA,NA,NA
"H2ID01101","FARRIS, JAMES R (JIMMY)","C","DEM",600,0,"ID","01",NA,NA,NA,NA
"H4ID01081","RINGO, SHIRLEY G","C","DEM",225143.94,175880.27,"ID","01",NA,"W",NA,NA
"H0ID01253","LABRADOR, RAUL R. REP.","I","REP",544737.29,321323.9,"ID","01",NA,"W",NA,NA
"H6ID01144","SORENSEN, SHEILA","O","REP",0,0,"ID","01",NA,NA,NA,NA
"H6ID01177","SALI, WILLIAM T.","C","REP",76,0,"ID","01",NA,NA,NA,NA
"H2ID02018","STALLINGS, RICHARD ","C","DEM",116006.05,79870.21,"ID","02",NA,"W",NA,NA
"H2ID02133","LEFAVOUR, NICOLE","C","DEM",0,0,"ID","02",NA,NA,NA,NA
"H4ID02063","SMITH, BRYAN","C","REP",854072.36,758418.37,"ID","02",NA,NA,NA,NA
"H8ID02064","SIMPSON, MICHAEL","I","REP",2466247.46,924472.77,"ID","02",NA,"W",NA,NA
"H2IL01042","RUSH, BOBBY LEE","I","DEM",353071,23071,"IL","01",NA,"W",NA,NA
"H2IL01158","LODATO, RAYMOND M","C","DEM",200,0,"IL","01",NA,NA,NA,NA
"H8IL01098","MEMBERS, ANTOINE","C","REP",0,0,"IL","01",NA,NA,NA,NA
"H0IL01095","TROTTER, DONNE E","O","DEM",0,0,"IL","02",NA,NA,NA,NA
"H2IL02164","HUTCHINSON, TOI","O","DEM",196558.58,155548.19,"IL","02",NA,NA,NA,NA
"H2IL02172","KELLY, ROBIN L.","I","DEM",1345413.51,816800.98,"IL","02","W","W",NA,NA
"H4IL02152","HARRIS, NAPOLEON B III","O","DEM",21557,1135,"IL","02",NA,NA,NA,NA
"H4IL02178","BEALE, ANTHONY A","O","DEM",162653.58,129653.58,"IL","02",NA,NA,NA,NA
"H4IL02186","WASHINGTON, JOYCE","O","DEM",401678.3,61193.3,"IL","02",NA,NA,NA,NA
"H8IL11113","HALVORSON, DEBORAH L","O","DEM",75910,56060,"IL","02",NA,NA,NA,NA
"H0IL02101","HAYES, ISAAC C","C","REP",0,0,"IL","02",NA,NA,NA,NA
"H2IL02149","WOODWORTH, BRIAN","C","REP",0,0,"IL","02",NA,NA,NA,NA
"H4IL02293","MCKINLEY, PAUL","O","REP",23124.39,20344.44,"IL","02",NA,NA,NA,NA
"H4IL02301","WALLACE, ERIC M.","C","REP",22621.25,21942,"IL","02",NA,"W",NA,NA
"H2IL03105","ATKINSON, JOHN M","C","DEM",0,0,"IL","03",NA,NA,NA,NA
"H4IL03077","LIPINSKI, DANIEL WILLIAM WILLIAM","I","DEM",874348.64,267276.35,"IL","03",NA,"W",NA,NA
"H4IL03093","BRANNIGAN, SHARON M","C","REP",32060,17175,"IL","03",NA,"W",NA,NA
"H2IL08039","GUTIERREZ, LUIS V","I","DEM",262850.48,48890.79,"IL","04",NA,"W",NA,NA
"H4IL04083","EIDENBERG, ALEXANDRA CATHERINE","C","DEM",40373.08,37239.5,"IL","04",NA,NA,NA,NA
"H8IL04076","MALDONADO, ROBERTO","C","DEM",0,0,"IL","04",NA,NA,NA,NA
"H8IL04084","FLORES, MANUEL","C","DEM",0,0,"IL","04",NA,NA,NA,NA
"H2IL04145","CONCEPCION, HECTOR L","C","REP",0,0,"IL","04",NA,"W",NA,NA
"H0IL05096","QUIGLEY, MIKE","I","DEM",914483.79,448708.79,"IL","05",NA,"W",NA,NA
"H2IL05092","EMANUEL, RAHM","C","DEM",0,0,"IL","05",NA,NA,NA,NA
"H4IL05031","BLAGOJEVICH, ROD","C","DEM",0,0,"IL","05",NA,NA,NA,NA
"H6IL05150","KOLBER, VINCENT A","C","REP",353433.16,84128.25,"IL","05",NA,NA,NA,NA
"H2IL05183","WADE, NANCY LYNN","C","GRE",12032,10758,"IL","05",NA,"W",NA,NA
"H2IL06058","COOLIDGE, LESLIE ANNE","C","DEM",442.5,50,"IL","06",NA,NA,NA,NA
"H8IL06071","MORGENTHALER, JILL","C","DEM",0,0,"IL","06",NA,NA,NA,NA
"H6IL06117","ROSKAM, PETER","I","REP",3494076.2,1529133.62,"IL","06",NA,"W",NA,NA
"H2IL06033","JAFRI, KHIZAR","C","IND",0,0,"IL","06",NA,NA,NA,NA
"H4IL07037","DAVIS, DANNY K. MR.","I","DEM",517868.54,76640.68,"IL","07",NA,"W",NA,NA
"H6IL06141","DUCKWORTH, L. TAMMY","I","DEM",3241320.92,1600388.58,"IL","08",NA,"W",NA,NA
"H0IL08090","WALSH, JOE","C","REP",355.58,0,"IL","08",NA,NA,NA,NA
"H2IL08104","PALOMO, ANDREW G","C","REP",0,0,"IL","08",NA,NA,NA,NA
"H4IL08118","GOEL, MANJU","C","REP",238499,205914,"IL","08",NA,NA,NA,NA
"H4IL08126","KAIFESH, LAWRENCE JOSEPH","C","REP",336232.87,285263.51,"IL","08",NA,"W",NA,NA
"H8IL08044","MCSWEENEY, DAVID","C","REP",14.07,10,"IL","08",NA,NA,NA,NA
"H8IL08077","GREENBERG, STEVEN MATHEW","C","REP",0,0,"IL","08",NA,NA,NA,NA
"H8IL09067","SCHAKOWSKY, JANICE D","I","DEM",1334600.16,953187.21,"IL","09",NA,"W",NA,NA
"H2IL09110","WOLFE, TIMOTHY C","C","REP",4238.5,4238.5,"IL","09",NA,NA,NA,NA
"H4IL09074","WILLIAMS, DAVID EARL III","C","REP",55435.92,53947,"IL","09",NA,NA,NA,NA
"H0IL10328","SUMPTION, MILTON J","O","DEM",0,0,"IL","10",NA,NA,NA,NA
"H2IL10050","SHEYMAN, ILYA","C","DEM",0,0,"IL","10",NA,NA,NA,NA
"H2IL10068","SCHNEIDER, BRADLEY SCOTT","C","DEM",4843061.39,3703629.33,"IL","10",NA,"W",NA,NA
"H2IL10100","TREE, JOHN N","C","DEM",8854.43,0,"IL","10",NA,NA,NA,NA
"H8IL10099","FOOTLIK, JAY K","C","DEM",0,0,"IL","10",NA,NA,NA,NA
"H0IL10302","DOLD, ROBERT JAMES JR","C","REP",3732448.13,2876311.8,"IL","10",NA,"W",NA,NA
"H0IL10310","HAMANN, PAUL","O","REP",7,0,"IL","10",NA,NA,NA,NA
"H0IL10336","FRIEDMAN, ARIE STEPHEN","O","REP",0,0,"IL","10",NA,NA,NA,NA
"H2IL11116","HICKEY, JIM","C","DEM",0,0,"IL","11",NA,NA,NA,NA
"H8IL14067","FOSTER, G. WILLIAM (BILL)","I","DEM",2871395.85,2036346.75,"IL","11",NA,"W",NA,NA
"H4IL11195","SENGER, DARLENE","C","REP",767591.63,497670,"IL","11",NA,"W",NA,NA
"H4IL11203","BALKEMA, CHRIS","C","REP",170837.21,59869,"IL","11",NA,NA,NA,NA
"H4IL11211","BAYNE, IAN L","C","REP",20302,17617,"IL","11",NA,NA,NA,NA
"H4IL11229","ROBBINS, CRAIG","C","REP",12155,12155,"IL","11",NA,NA,NA,NA
"H4IL11237","MILLER, ALBERT","C","REP",532349.79,403950,"IL","11",NA,NA,NA,NA
"H8IL13069","BIGGERT, JUDY","C","REP",202.58,0,"IL","11",NA,NA,NA,NA
"H2IL12114","HARRIMAN, BRAD J","O","DEM",0,0,"IL","12",NA,NA,NA,NA
"H2IL12122","ENYART, WILLIAM L. JR.","I","DEM",1993361.18,914945.89,"IL","12",NA,"W",NA,NA
"H8IL21021","COSTELLO, JERRY F","C","DEM",18414.47,0,"IL","12",NA,NA,NA,NA
"H2IL12080","COOK, RODGER","O","REP",0,0,"IL","12",NA,NA,NA,NA
"H2IL12098","PLUMMER, JASON","O","REP",43004.68,0,"IL","12",NA,NA,NA,NA
"H4IL12060","BOST, MICHAEL J","C","REP",1319176.85,823948.43,"IL","12",NA,"W",NA,NA
"H2IL12130","BRADSHAW, PAULA","C","GRE",10492.69,5936.69,"IL","12",NA,"W",NA,NA
"H4IL13175","CALLIS, ANN","C","DEM",1936927.07,1543317.15,"IL","13",NA,"W",NA,NA
"H4IL13209","GOLLIN, GEORGE","C","DEM",526160.75,358701.68,"IL","13",NA,NA,NA,NA
"H4IL13217","GREEN, DAVID LEE","C","DEM",200,200,"IL","13",NA,NA,NA,NA
"H4IL15055","GILL, DAVID MICHAEL","C","DEM",7220.4,26.4,"IL","13",NA,NA,NA,NA
"H0IL19048","FIRSCHING, MICHAEL","C","REP",0,1070,"IL","13",NA,NA,NA,NA
"H2IL13120","DAVIS, RODNEY L","I","REP",3491351.2,1417696.73,"IL","13",NA,"W",NA,NA
"H4IL13191","HAROLD, ERIKA NATALI LOUISE","C","REP",279476.99,257362.22,"IL","13",NA,NA,NA,NA
"H2IL14078","ANDERSON, DENNIS","C","DEM",61664.46,41839.98,"IL","14",NA,"W",NA,NA
"H0IL14080","HULTGREN, RANDY","I","REP",1182737.75,369594.46,"IL","14",NA,"W",NA,NA
"H8IL14075","LAUZEN, CHRIS","O","REP",54776.86,49526.86,"IL","14",NA,NA,NA,NA
"H2IL15083","MICHAEL, ANGELA","C","DEM",60,60,"IL","15",NA,NA,NA,NA
"H4IL15071","THORSLAND, ERIC LEE","C","DEM",22263,15113,"IL","15",NA,"W",NA,NA
"H2IL15034","EWING, THOMAS W","C","REP",1000,0,"IL","15",NA,NA,NA,NA
"H2IL20042","SHIMKUS, JOHN M","I","REP",1982069.02,326302.73,"IL","15",NA,"W",NA,NA
"H2IL16057","ROHL, WANDA","C","DEM",10,10,"IL","16",NA,NA,NA,NA
"H4IL00032","OLSEN, RANDALL WAYNE","C","DEM",12112.26,7097,"IL","16",NA,"W",NA,NA
"H0IL11052","KINZINGER, ADAM","I","REP",1944119.16,781163.17,"IL","16",NA,"W",NA,NA
"H0IL16085","MANZULLO, DONALD A.","C","REP",18500,0,"IL","16",NA,NA,NA,NA
"H4IL16020","HALE JR, DAVID JERRY","C","REP",10082.61,10082.61,"IL","16",NA,NA,NA,NA
"H2IL17071","BUSTOS, CHERI","I","DEM",3199627.94,1834954.07,"IL","17",NA,"W",NA,NA
"H6IL17155","HARE, PHILIP G","C","DEM",0,0,"IL","17",NA,NA,NA,NA
"H0IL17059","SCHILLING, ROBERT T.","C","REP",1153678.18,797991.12,"IL","17",NA,"W",NA,NA
"H4IL17077","FAWELL, WILLIAM W","C","LIB",5500,500,"IL","17",NA,NA,NA,NA
"H4IL18117","MILLER, DARREL ERVIN","C","DEM",25570.79,13970.79,"IL","18",NA,"W",NA,NA
"H8IL18043","SCHOCK, AARON JON MR.","I","REP",2726450.13,635391.71,"IL","18",NA,"W",NA,NA
"H0IN03198","STUTZMAN, MARLIN A","I","REP",1377396.66,631245.21,"IN","00",NA,"W",NA,NA
"H4IN01012","VISCLOSKY, PETER J.","I","DEM",937818.3,313166.83,"IN","01",NA,"W",NA,NA
"H2IN01123","PHELPS, JOEL JEFFREY","C","REP",1220,720,"IN","01",NA,NA,NA,NA
"H8IN01096","LEYVA, MARK J","C","REP",13138.75,7385,"IN","01",NA,"W",NA,NA
"H2IN02204","MULLEN, BRENDAN B.","O","DEM",56083.11,0,"IN","02",NA,NA,NA,NA
"H4IN02135","BOCK, JOSEPH","C","DEM",816818.86,599129.92,"IN","02",NA,"W",NA,NA
"H0IN02190","WALORSKI SWIHART, JACKIE","I","REP",2055614.41,1124090.83,"IN","02",NA,"W",NA,NA
"H2IN02220","ANDREWS, GREGORY A MD","O","REP",1700,0,"IN","02",NA,NA,NA,NA
"H2IN03152","KUHNLE, JUSTIN JAMES","C","DEM",816,796,"IN","03",NA,NA,NA,NA
"H6IN00027","BOYD, KEVIN ROBERT","C","DEM",0,0,"IN","03",NA,NA,NA,NA
"H8IN03050","MONTAGANO, MICHAEL ANTHONY","C","DEM",0,0,"IN","03",NA,NA,NA,NA
"H2IN04135","NELSON, TARA E","C","DEM",0,0,"IN","04",NA,NA,NA,NA
"H4IN04149","SANDERS, DAVID AURAM","O","DEM",0,0,"IN","04",NA,NA,NA,NA
"H4IN04172","DALE, JOHN","C","DEM",55522.72,49952.72,"IN","04",NA,NA,NA,NA
"H0IN04170","ROKITA, THEODORE EDWARD","I","REP",1537040.32,1031090.32,"IN","04",NA,"W",NA,NA
"H0IN04287","STEFFEN , PHILLIP J","O","REP",0,0,"IN","04",NA,NA,NA,NA
"H2IN04077","YOUNG, R MICHAEL","O","REP",0,0,"IN","04",NA,NA,NA,NA
"H2IN05025","BUYER, CONGRESSMAN STEVE","C","REP",0.17,0,"IN","04",NA,NA,NA,NA
"H4IN05112","DAVIDSON, ALLEN RAY","C","DEM",5088.58,0,"IN","05",NA,NA,NA,NA
"H4IN05120","DENNEY, SHAWN ALLEN","C","DEM",4098.07,2598.07,"IN","05",NA,"W",NA,NA
"H4IN05138","FORD, DAVID WILLIAM","C","DEM",11787.27,11787.27,"IN","05",NA,NA,NA,NA
"H2IN05082","BROOKS, SUSAN MRS.","I","REP",1689776.81,953853.97,"IN","05",NA,"W",NA,NA
"H2IN05116","SEYBOLD, WAYNE W","O","REP",0,0,"IN","05",NA,NA,NA,NA
"H2IN06023","BURTON, DANNY L","C","REP",1689.62,0,"IN","05",NA,NA,NA,NA
"H4IN05104","STOCKDALE, DAVID S","C","REP",21460,20560,"IN","05",NA,NA,NA,NA
"H8IN05097","MCGOFF, JOHN P","O","REP",0,0,"IN","05",NA,NA,NA,NA
"H4IN05153","KROM, JOHN P","C","LIB",7678,1069,"IN","05",NA,NA,NA,NA
"H2IN06189","SIEKMAN, LANE ARTHUR","C","DEM",2816.2,1445,"IN","06",NA,NA,NA,NA
"H2IN06197","CRONE, JAMES ALAN","O","DEM",174,0,"IN","06",NA,NA,NA,NA
"H2IN06213","BOOKOUT, BRADLEY T","O","DEM",2523,2523,"IN","06",NA,NA,NA,NA
"H2IN06221","BOLLING, DANIEL WADE","O","DEM",11839,7645,"IN","06",NA,NA,NA,NA
"H2IN06239","HEITZMAN, SUSAN HALL","C","DEM",8285.66,1430,"IN","06",NA,"W",NA,NA
"H6IN06149","WELSH, REVI BARRY ALAN","C","DEM",3003.24,3003.24,"IN","06",NA,NA,NA,NA
"H0IN02125","MESSER, ALLEN LUCAS","I","REP",1280876.37,604638.57,"IN","06",NA,"W",NA,NA
"H0IN09088","HANKINS, TRAVIS","C","REP",0,0,"IN","06",NA,NA,NA,NA
"H2IN06171","BATES, DON JR","O","REP",0,0,"IN","06",NA,NA,NA,NA
"H8IN02060","PENCE, MIKE","C","REP",0,0,"IN","06",NA,NA,NA,NA
"H6IN10141","CARSON, JULIA","C","DEM",0,0,"IN","07",NA,NA,NA,NA
"H8IN07184","CARSON, ANDRE","I","DEM",1155654.89,582458.38,"IN","07",NA,"W",NA,NA
"H0IN07157","MAY, CARLOS ANDREW","C","REP",0,0,"IN","07",NA,NA,NA,NA
"H2IN07096","MINIEAR, J D","C","REP",14810,14210,"IN","07",NA,NA,NA,NA
"H4IN07134","FECTEAU, BRIAN","C","REP",465,0,"IN","07",NA,NA,NA,NA
"H4IN07142","SMITH, GORDON E","C","REP",4080,80,"IN","07",NA,NA,NA,NA
"H8IN07150","HARMON, WAYNE EDWARD","C","REP",2414.13,0,"IN","07",NA,NA,NA,NA
"H8IN07259","PING, CATHERINE LOUISE ""CAT""","C","REP",13076,12036,"IN","07",NA,"W",NA,NA
"H4IN08207","SPANGLER, TOM","C","DEM",32778.8,14895.6,"IN","08",NA,"W",NA,NA
"H6IN08210","ELLSWORTH, BRAD","C","DEM",1.4,0,"IN","08",NA,NA,NA,NA
"H0IN08114","BUCSHON, LARRY D.","I","REP",1125592.56,583787.4,"IN","08",NA,"W",NA,NA
"H4IN08199","MCNEIL, ANDREW TOBIAS","C","REP",31849.98,28651,"IN","08",NA,NA,NA,NA
"H2IN07088","HORNING, ANDREW M.","C","LIB",3811,3305,"IN","08",NA,NA,NA,NA
"H2IN09167","YODER, SHELLI","C","DEM",0,0,"IN","09",NA,NA,NA,NA
"H4IN09072","BAILEY, BILL","C","DEM",114584.2,74777.08,"IN","09",NA,"W",NA,NA
"H4IN09080","MILLER, JEFFREY S","C","DEM",3782,2044,"IN","09",NA,NA,NA,NA
"H0IN09070","YOUNG, TODD CHRISTOPHER","I","REP",2156588.92,1367872.08,"IN","09",NA,"W",NA,NA
"H0IN09138","KNOTT, GREG S","C","LIB",90,90,"IN","09",NA,NA,NA,NA
"H4KS01075","SHEROW, JAMES EARL","C","DEM",171851.4,171351.4,"KS","01",NA,NA,NA,NA
"H0KS01123","MANN, TRACEY ROBERT","O","REP",1873.03,605.71,"KS","01",NA,NA,NA,NA
