"","state","year","absenteeexcusereq","pollhours","avgpollhours","maxpollhours","minpollhours","regdeadlines","voteridlaws","novoterid","noallmailvote","noearlyvote","nofelonreg","nofelonsregafterincar","nonstrictid","nonstrictphoto","noonlineregistration","nopermanentabsentee","nopollplacereg","nopr","nosamedayreg","nostateholiday","pr16","pr17","pr175","pr60","pr90","strictid","strictphoto","covi_num"
"192","VA",2006,1,7,13,13,13,29,1,0,1,1,1,1,1,0,1,NA,1,1,1,1,0,0,0,0,0,0,0,0.8216305
"193","WA",2004,1,7,13,13,13,15,0,1,1,1,1,1,0,0,1,NA,1,1,1,1,0,0,0,0,0,0,0,0.1551332
"194","WA",2006,1,7,13,13,13,15,0,1,1,1,1,1,0,0,1,NA,1,1,1,1,0,0,0,0,0,0,0,0.1551332
"195","WV",2004,1,7,13,13,13,20,0,1,1,0,1,1,0,0,1,NA,1,1,1,0,0,0,0,0,0,0,0,-0.1620694
"196","WV",2006,1,7,13,13,13,20,0,1,1,0,1,1,0,0,1,NA,1,1,1,0,0,0,0,0,0,0,0,-0.1620694
"197","WI",2004,0,8,12,13,11,0,0,1,1,1,1,1,0,0,1,NA,0,1,0,1,0,0,0,0,0,0,0,-0.9342498
"198","WI",2006,0,8,12,13,11,0,0,1,1,1,1,1,0,0,1,NA,0,1,0,1,0,0,0,0,0,0,0,-0.9342498
"199","WY",2004,0,8,12,12,12,0,0,1,1,1,1,1,0,0,1,NA,0,1,0,1,0,0,0,0,0,0,0,-0.7468082
"200","WY",2006,0,8,12,12,12,0,0,1,1,1,1,1,0,0,1,NA,0,1,0,1,0,0,0,0,0,0,0,-0.7468082
"201","AL",2008,1,8,12,12,12,10,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.2468962
"202","AL",2010,1,8,12,12,12,10,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.2468962
"203","AK",2008,0,7,13,13,13,30,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0.2913515
"204","AK",2010,0,7,13,13,13,30,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0.2913515
"205","AZ",2008,0,7,13,13,13,29,3,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0.5060157
"206","AZ",2010,0,7,13,13,13,29,3,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0.5060157
"207","AR",2008,1,8,12,12,12,30,2,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.8248289
"208","AR",2010,1,8,12,12,12,30,2,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.8248289
"209","CA",2008,0,7,13,13,13,15,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0.0133687
"210","CA",2010,0,7,13,13,13,15,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0.0133687
"211","CO",2008,0,8,12,12,12,29,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.1803318
"212","CO",2010,0,8,12,12,12,29,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.1803318
"213","CT",2008,1,6,14,14,14,14,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0795051
"214","CT",2010,1,6,14,14,14,14,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0795051
"215","DE",2008,1,7,13,13,13,20,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.5402141
"216","DE",2010,1,7,13,13,13,20,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.5402141
"217","FL",2008,0,8,12,12,12,29,2,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,-0.003197
"218","FL",2010,0,8,12,12,12,29,2,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,-0.003197
"219","GA",2008,0,8,12,12,12,28,4,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0.4453954
"220","GA",2010,0,8,12,12,12,28,4,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0.4453954
"221","HI",2008,0,9,11,11,11,30,2,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,-0.4856467
"222","HI",2010,0,9,11,11,11,30,2,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,-0.4856467
"223","ID",2008,0,7.5,12.5,13,12,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-1.235752
"224","ID",2010,0,7.5,12.5,13,12,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-1.235752
"225","IL",2008,0,7,13,13,13,28,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.2965601
"226","IL",2010,0,7,13,13,13,28,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.2965601
"227","IN",2008,1,8,12,12,12,29,4,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0.7749032
"228","IN",2010,1,8,12,12,12,29,4,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0.7749032
"229","IA",2008,0,6,14,14,14,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.9428906
"230","IA",2010,0,6,14,14,14,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.9428906
"231","KS",2008,0,7,13,14,12,15,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.1233543
"232","KS",2010,0,7,13,14,12,15,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.1233543
"233","KY",2008,1,8,12,12,12,29,1,0,1,1,1,1,1,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0.7717132
"234","KY",2010,1,8,12,12,12,29,1,0,1,1,1,1,1,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0.7717132
"235","LA",2008,1,6,14,14,14,30,2,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.8300822
"236","LA",2010,1,6,14,14,14,30,2,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.8300822
"237","ME",2008,0,8,12,14,10,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-1.635971
"238","ME",2010,0,8,12,14,10,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-1.635971
"239","MD",2008,0,7,13,13,13,21,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.2427762
"240","MD",2010,0,7,13,13,13,21,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.2427762
"241","MA",2008,1,7,13,13,13,20,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0897646
"242","MA",2010,1,7,13,13,13,20,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0897646
"243","MI",2008,1,7,13,13,13,30,2,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.2496137
"244","MI",2010,1,7,13,13,13,30,2,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.2496137
"245","MN",2008,1,8.5,11.5,13,10,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.8944644
"246","MN",2010,1,8.5,11.5,13,10,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.8944644
"247","MS",2008,1,8,12,12,12,30,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.7767357
"248","MS",2010,1,8,12,12,12,30,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.7767357
"249","MO",2008,1,7,13,13,13,28,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0.2384003
"250","MO",2010,1,7,13,13,13,28,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0.2384003
"251","MT",2008,0,9.5,10.5,13,8,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.5016345
"252","MT",2010,0,9.5,10.5,13,8,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.5016345
"253","NE",2008,0,8,12,12,12,12,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.0214726
"254","NE",2010,0,8,12,12,12,12,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.0214726
"255","NV",2008,0,8,12,12,12,30,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.157858
"256","NV",2010,0,8,12,12,12,30,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.157858
"257","NH",2008,1,10,10,12,8,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,-0.7884189
"258","NH",2010,1,10,10,12,8,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,-0.7884189
"259","NJ",2008,0,6,14,14,14,29,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.2990206
"260","NJ",2010,0,6,14,14,14,29,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.2990206
"261","NM",2008,0,8,12,12,12,28,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.4436334
"262","NM",2010,0,8,12,12,12,28,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.4436334
"263","NY",2008,1,5,15,15,15,25,0,1,1,1,1,1,0,0,1,1,1,1,1,0.75,0,0,0,0,0,0,0,0.5155363
"264","NY",2010,1,5,15,15,15,25,0,1,1,1,1,1,0,0,1,1,1,1,1,0.75,0,0,0,0,0,0,0,0.5155363
"265","NC",2008,0,6,14,14,14,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,-0.9428906
"266","NC",2010,0,6,14,14,14,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,-0.9428906
"267","ND",2008,0,8,12,14,10,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-2.727299
"268","ND",2010,0,8,12,14,10,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-2.727299
"269","OH",2008,0,7,13,13,13,30,3,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0.6450705
"270","OH",2010,0,7,13,13,13,30,3,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0.6450705
"271","OK",2008,0,8,12,12,12,25,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.4114189
"272","OK",2010,0,8,12,12,12,25,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.4114189
"273","OR",2008,0,0,20,20,20,21,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,-0.8868946
"274","OR",2010,0,0,20,20,20,21,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,-0.8868946
"275","PA",2008,1,7,13,13,13,30,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.091535
"276","PA",2010,1,7,13,13,13,30,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.091535
"277","RI",2008,1,6,14,14,14,30,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.3830826
"278","RI",2010,1,6,14,14,14,30,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.3830826
"279","SC",2008,1,8,12,12,12,30,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.8832715
"280","SC",2010,1,8,12,12,12,30,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.8832715
"281","SD",2008,0,8,12,12,12,15,2,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.3337992
"282","SD",2010,0,8,12,12,12,15,2,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.3337992
"283","TN",2008,0,8.5,11.5,13,10,30,2,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.7135299
"284","TN",2010,0,8.5,11.5,13,10,30,2,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.7135299
"285","TX",2008,0,8,12,12,12,30,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.6083075
"286","TX",2010,0,8,12,12,12,30,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.6083075
"287","UT",2008,0,7,13,13,13,20,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.1302066
"288","UT",2010,0,7,13,13,13,20,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.1302066
"289","VT",2008,0,7.5,12.5,14,9,8,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,-1.058191
"290","VT",2010,0,7.5,12.5,14,9,8,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,-1.058191
"291","VA",2008,1,7,13,13,13,29,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.8568291
"292","VA",2010,1,7,13,13,13,29,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.8568291
"293","WA",2008,0,7,13,13,13,30,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.3770061
"294","WA",2010,0,7,13,13,13,30,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.3770061
"295","WV",2008,0,7,13,13,13,20,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.1587143
"296","WV",2010,0,7,13,13,13,20,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.1587143
"297","WI",2008,0,8,12,13,11,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.8931512
"298","WI",2010,0,8,12,13,11,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.8931512
"299","WY",2008,0,8,12,12,12,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.6592231
"300","WY",2010,0,8,12,12,12,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.6592231
"301","AL",2012,1,8,12,12,12,11,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.2218194
"302","AL",2014,1,8,12,12,12,11,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.2218194
"303","AK",2012,0,7,13,13,13,30,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0.1811309
"304","AK",2014,0,7,13,13,13,30,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0.1811309
"305","AZ",2012,0,7,13,13,13,29,3,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0.4532583
"306","AZ",2014,0,7,13,13,13,29,3,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0.4532583
"307","AR",2012,1,8,12,12,12,30,2,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.8177376
"308","AR",2014,1,8,12,12,12,30,2,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.8177376
"309","CA",2012,0,7,13,13,13,15,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-0.5480034
"310","CA",2014,0,7,13,13,13,15,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-0.5480034
"311","CO",2012,0,8,12,12,12,29,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.3951582
"312","CO",2014,0,8,12,12,12,29,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.3951582
"313","CT",2012,1,6,14,14,14,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,-0.7181417
"314","CT",2014,1,6,14,14,14,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,-0.7181417
"315","DE",2012,1,7,13,13,13,20,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.1930905
"316","DE",2014,1,7,13,13,13,20,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.1930905
"317","FL",2012,0,8,12,12,12,29,2,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0.6398593
"318","FL",2014,0,8,12,12,12,29,2,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0.6398593
"319","GA",2012,0,8,12,12,12,30,4,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0.9971432
"320","GA",2014,0,8,12,12,12,30,4,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0.9971432
"321","HI",2012,0,9,11,11,11,30,2,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0.2986086
"322","HI",2014,0,9,11,11,11,30,2,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0.2986086
"323","ID",2012,0,8,12,12,12,0,2,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.4444646
"324","ID",2014,0,8,12,12,12,0,2,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.4444646
"325","IL",2012,0,7,13,13,13,28,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.1773344
"326","IL",2014,0,7,13,13,13,28,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.1773344
"327","IN",2012,0,8,12,12,12,29,4,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0.8385264
"328","IN",2014,0,8,12,12,12,29,4,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0.8385264
"329","IA",2012,0,6,14,14,14,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,-1.126585
"330","IA",2014,0,6,14,14,14,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,-1.126585
"331","KS",2012,0,8,12,12,12,21,4,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0.7196352
"332","KS",2014,0,8,12,12,12,21,4,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0.7196352
"333","KY",2012,1,8,12,12,12,29,1,0,1,1,1,1,1,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0.6711527
"334","KY",2014,1,8,12,12,12,29,1,0,1,1,1,1,1,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0.6711527
"335","LA",2012,1,6,14,14,14,30,2,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0.3550181
"336","LA",2014,1,6,14,14,14,30,2,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0.3550181
"337","ME",2012,0,8,12,14,10,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,-1.218786
"338","ME",2014,0,8,12,14,10,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,-1.218786
"339","MD",2012,0,7,13,13,13,21,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,-0.536153
"340","MD",2014,0,7,13,13,13,21,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,-0.536153
"341","MA",2012,1,6.375,13.625,14.25,13,20,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.1867121
"342","MA",2014,1,6.375,13.625,14.25,13,20,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.1867121
"343","MI",2012,1,7,13,13,13,30,2,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.4488139
"344","MI",2014,1,7,13,13,13,30,2,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.4488139
"345","MN",2012,1,8.5,11.5,13,10,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.492749
"346","MN",2014,1,8.5,11.5,13,10,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.492749
"347","MS",2012,1,8,12,12,12,30,2,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0.6835465
"348","MS",2014,1,8,12,12,12,30,2,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0.6835465
"349","MO",2012,1,7,13,13,13,28,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0.4188392
"350","MO",2014,1,7,13,13,13,28,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0.4188392
"351","MT",2012,0,9.5,10.5,13,8,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-0.1852761
"352","MT",2014,0,9.5,10.5,13,8,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-0.1852761
"353","NE",2012,0,8,12,12,12,12,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,-0.2182858
"354","NE",2014,0,8,12,12,12,12,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,-0.2182858
"355","NV",2012,0,8,12,12,12,21,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,-0.0179299
"356","NV",2014,0,8,12,12,12,21,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,-0.0179299
"357","NH",2012,1,9,11,14,8,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0.0808088
"358","NH",2014,1,9,11,14,8,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0.0808088
"359","NJ",2012,0,6,14,14,14,21,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,-0.3087107
"360","NJ",2014,0,6,14,14,14,21,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,-0.3087107
"361","NM",2012,0,8,12,12,12,28,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.4805512
"362","NM",2014,0,8,12,12,12,28,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.4805512
"363","NY",2012,1,5,15,15,15,20,0,1,1,1,1,1,0,0,0,1,1,1,1,0.75,0,0,0,0,0,0,0,-0.4556556
"364","NY",2014,1,5,15,15,15,20,0,1,1,1,1,1,0,0,0,1,1,1,1,0.75,0,0,0,0,0,0,0,-0.4556556
"365","NC",2012,0,7,13,13,13,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,-0.9869918
"366","NC",2014,0,7,13,13,13,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,-0.9869918
"367","ND",2012,0,9.5,10.5,14,7,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1.034431
"368","ND",2014,0,9.5,10.5,14,7,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1.034431
"369","OH",2012,0,7,13,13,13,30,3,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0.6597663
"370","OH",2014,0,7,13,13,13,30,3,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0.6597663
"371","OK",2012,0,8,12,12,12,25,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.3826191
"372","OK",2014,0,8,12,12,12,25,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.3826191
"373","OR",2012,0,0,20,20,20,21,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,-1.674354
"374","OR",2014,0,0,20,20,20,21,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,-1.674354
"375","PA",2012,1,7,13,13,13,30,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.1132089
"376","PA",2014,1,7,13,13,13,30,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.1132089
"377","RI",2012,1,7,13,13,13,30,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,-0.1029906
"378","RI",2014,1,7,13,13,13,30,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,-0.1029906
"379","SC",2012,1,8,12,12,12,30,2,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0.69254
"380","SC",2014,1,8,12,12,12,30,2,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0.69254
"381","SD",2012,0,8,12,12,12,15,2,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.4284215
"382","SD",2014,0,8,12,12,12,15,2,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.4284215
"383","TN",2012,0,8.5,11.5,13,10,30,4,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1.08774
"384","TN",2014,0,8.5,11.5,13,10,30,4,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1.08774
"385","TX",2012,0,8,12,12,12,30,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0.7607667
"386","TX",2014,0,8,12,12,12,30,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0.7607667
"387","UT",2012,0,7,13,13,13,15,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,-0.3984637
"388","UT",2014,0,7,13,13,13,15,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,-0.3984637
