,year,state,district,office_type,poll_id,pollster_rating_id,pollster,question_id,methodology,sample_size,population,partisan,days_before_election,pred_margin,actual_margin,bias,error
2895,2006,Colorado,7,House,64231,275.0,RT Strategies,118190,Live Phone,983.0,lv,NO,13.0,5.0,12.869999999999997,-7.869999999999997,7.869999999999997
2896,2006,Connecticut,2,House,64075,129.0,Grove Insight,117903,Live Phone,400.0,lv,D,13.0,4.0,0.04000000000000625,3.9599999999999937,3.9599999999999937
2897,2006,Connecticut,2,House,64232,275.0,RT Strategies,118191,Live Phone,947.0,lv,NO,13.0,6.0,0.04000000000000625,5.959999999999994,5.959999999999994
2898,2006,Connecticut,4,House,64232,275.0,RT Strategies,118192,Live Phone,976.0,lv,NO,13.0,-9.0,-3.3800000000000026,-5.619999999999997,5.619999999999997
2899,2006,Connecticut,5,House,64232,275.0,RT Strategies,118193,Live Phone,994.0,lv,NO,13.0,8.0,12.920000000000002,-4.920000000000002,4.920000000000002
2900,2006,Florida,13,House,64233,275.0,RT Strategies,118194,Live Phone,1005.0,lv,NO,13.0,2.0,-0.1599999999999966,2.1599999999999966,2.1599999999999966
2901,2006,Florida,22,House,64233,275.0,RT Strategies,118195,Live Phone,961.0,lv,NO,13.0,2.0,3.75,-1.75,1.75
2902,2006,Illinois,6,House,64234,275.0,RT Strategies,118197,Live Phone,990.0,lv,NO,13.0,1.0,-2.700000000000003,3.700000000000003,3.700000000000003
2903,2006,Illinois,8,House,64234,275.0,RT Strategies,118198,Live Phone,1013.0,lv,NO,13.0,5.0,7.260000000000005,-2.260000000000005,2.260000000000005
2904,2006,Illinois,10,House,64234,275.0,RT Strategies,118196,Live Phone,1008.0,lv,NO,13.0,2.0,-6.760000000000005,8.760000000000005,8.760000000000005
2905,2006,Indiana,2,House,64235,275.0,RT Strategies,118199,Live Phone,977.0,lv,NO,13.0,3.0,7.959999999999994,-4.959999999999994,4.959999999999994
2906,2006,Indiana,3,House,64206,281.0,Research 2000,118135,Live Phone,400.0,lv,NO,13.0,-12.0,-8.560000000000002,-3.4399999999999977,3.4399999999999977
2907,2006,Indiana,8,House,64235,275.0,RT Strategies,118200,Live Phone,1065.0,lv,NO,13.0,10.0,22.040000000000006,-12.040000000000006,12.040000000000006
2908,2006,Indiana,9,House,64235,275.0,RT Strategies,118201,Live Phone,1023.0,lv,NO,13.0,8.0,4.519999999999996,3.480000000000004,3.480000000000004
2909,2006,Iowa,2,House,74059,275.0,RT Strategies,138931,Live Phone,600.0,lv,NO,13.0,-2.0,2.8599999999999994,-4.859999999999999,4.859999999999999
2910,2006,Kentucky,3,House,64236,275.0,RT Strategies,118202,Live Phone,1010.0,lv,NO,13.0,6.0,2.4399999999999977,3.5600000000000023,3.5600000000000023
2911,2006,Kentucky,4,House,64236,275.0,RT Strategies,118203,Live Phone,996.0,lv,NO,13.0,4.0,-8.309999999999995,12.309999999999995,12.309999999999995
2912,2006,Minnesota,1,House,64237,275.0,RT Strategies,118204,Live Phone,1042.0,lv,NO,13.0,-3.0,5.6200000000000045,-8.620000000000005,8.620000000000005
2913,2006,Minnesota,6,House,64237,275.0,RT Strategies,118205,Live Phone,1056.0,lv,NO,13.0,-1.0,-7.980000000000004,6.980000000000004,6.980000000000004
2914,2006,Nevada,3,House,64238,275.0,RT Strategies,118206,Live Phone,1031.0,lv,NO,13.0,-7.0,-1.8900000000000006,-5.109999999999999,5.109999999999999
2915,2006,New Hampshire,2,House,64239,275.0,RT Strategies,118207,Live Phone,988.0,lv,NO,13.0,3.0,7.109999999999999,-4.109999999999999,4.109999999999999
2916,2006,New Jersey,7,House,64240,275.0,RT Strategies,118208,Live Phone,1013.0,lv,NO,13.0,-3.0,-1.4799999999999969,-1.5200000000000031,1.5200000000000031
2917,2006,New York,3,House,64241,275.0,RT Strategies,118213,Live Phone,982.0,lv,NO,13.0,-7.0,-12.079999999999998,5.079999999999998,5.079999999999998
2918,2006,New York,19,House,64241,275.0,RT Strategies,118209,Live Phone,944.0,lv,NO,13.0,2.0,2.4399999999999977,-0.4399999999999977,0.4399999999999977
2919,2006,New York,20,House,64241,275.0,RT Strategies,118210,Live Phone,1040.0,lv,NO,13.0,11.0,6.200000000000003,4.799999999999997,4.799999999999997
2920,2006,New York,25,House,64241,275.0,RT Strategies,118211,Live Phone,1020.0,lv,NO,13.0,9.0,-1.5799999999999983,10.579999999999998,10.579999999999998
2921,2006,New York,29,House,64241,275.0,RT Strategies,118212,Live Phone,1004.0,lv,NO,13.0,11.0,-2.9200000000000017,13.920000000000002,13.920000000000002
2922,2006,North Carolina,8,House,64242,275.0,RT Strategies,118215,Live Phone,999.0,lv,NO,13.0,4.0,-0.28000000000000114,4.280000000000001,4.280000000000001
2923,2006,North Carolina,11,House,64242,275.0,RT Strategies,118214,Live Phone,1002.0,lv,NO,13.0,9.0,7.579999999999998,1.4200000000000017,1.4200000000000017
2924,2006,Ohio,1,House,64243,275.0,RT Strategies,118216,Live Phone,999.0,lv,NO,13.0,2.0,-4.5,6.5,6.5
2925,2006,Ohio,2,House,64243,275.0,RT Strategies,118218,Live Phone,972.0,lv,NO,13.0,-5.0,-1.0600000000000023,-3.9399999999999977,3.9399999999999977
2926,2006,Ohio,12,House,64243,275.0,RT Strategies,118217,Live Phone,1002.0,lv,NO,13.0,-5.0,-14.599999999999994,9.599999999999994,9.599999999999994
2927,2006,Pennsylvania,4,House,64244,275.0,RT Strategies,118219,Live Phone,1008.0,lv,NO,13.0,-4.0,3.8599999999999994,-7.859999999999999,7.859999999999999
2928,2006,Pennsylvania,6,House,64244,275.0,RT Strategies,118220,Live Phone,1006.0,lv,NO,13.0,5.0,-1.3199999999999932,6.319999999999993,6.319999999999993
2929,2006,Pennsylvania,7,House,64244,275.0,RT Strategies,139060,Live Phone,600.0,lv,NO,13.0,7.0,12.760000000000005,-5.760000000000005,5.760000000000005
2930,2006,Pennsylvania,8,House,64244,275.0,RT Strategies,118221,Live Phone,994.0,lv,NO,13.0,3.0,0.5999999999999943,2.4000000000000057,2.4000000000000057
2931,2006,Pennsylvania,10,House,64244,275.0,RT Strategies,139064,Live Phone,600.0,lv,NO,13.0,7.0,5.900000000000006,1.0999999999999943,1.0999999999999943
2932,2006,South Dakota,1,House,64710,197.0,Mason-Dixon Polling & Strategy,119664,Live Phone,800.0,lv,NO,13.0,40.0,39.75,0.25,0.25
2933,2006,Virginia,2,House,64245,275.0,RT Strategies,118222,Live Phone,989.0,lv,NO,13.0,5.0,-2.819999999999993,7.819999999999993,7.819999999999993
2934,2006,Washington,5,House,64246,275.0,RT Strategies,119665,Live Phone,991.0,lv,NO,13.0,-5.0,-12.799999999999997,7.799999999999997,7.799999999999997
2935,2006,Washington,8,House,64246,275.0,RT Strategies,118223,Live Phone,1004.0,lv,NO,13.0,2.0,-2.9200000000000017,4.920000000000002,4.920000000000002
2936,2006,Wisconsin,8,House,64247,275.0,RT Strategies,118224,Live Phone,984.0,lv,NO,13.0,6.0,2.1400000000000006,3.8599999999999994,3.8599999999999994
2938,2006,Florida,0,Governor,55284,277.0,Rasmussen Reports,88824,IVR,500.0,lv,NO,12.0,-11.0,-7.07,-3.9299999999999997,3.9299999999999997
2939,2006,Georgia,0,Governor,55313,197.0,Mason-Dixon Polling & Strategy,88853,Live Phone,625.0,lv,NO,12.0,-17.0,-19.730000000000004,2.730000000000004,2.730000000000004
2940,2006,Maryland,0,Governor,55438,260.0,Public Opinion Strategies,88978,Live Phone,600.0,lv,R,12.0,-1.0,6.539999999999999,-7.539999999999999,7.539999999999999
2941,2006,Maryland,0,Governor,24490,277.0,Rasmussen Reports,88979,IVR,500.0,lv,NO,12.0,3.0,6.539999999999999,-3.539999999999999,3.539999999999999
2942,2006,Minnesota,0,Governor,55534,143.0,University of Minnesota Hubert H. Humphrey School of Public Affairs,89080,Live Phone,663.0,lv,NO,12.0,6.0,-0.9600000000000009,6.960000000000001,6.960000000000001
2943,2006,Pennsylvania,0,Governor,24449,267.0,Quinnipiac University,89260,Live Phone,933.0,lv,NO,12.0,23.0,20.72,2.280000000000001,2.280000000000001
2944,2006,Maryland,0,Senate,24490,277.0,Rasmussen Reports,29728,IVR,500.0,lv,NO,12.0,5.0,10.009999999999998,-5.009999999999998,5.009999999999998
2945,2006,Minnesota,0,Senate,55534,143.0,University of Minnesota Hubert H. Humphrey School of Public Affairs,136979,Live Phone,663.0,lv,NO,12.0,22.0,20.129999999999995,1.8700000000000045,1.8700000000000045
2946,2006,Montana,0,Senate,24540,277.0,Rasmussen Reports,29778,IVR,500.0,lv,NO,12.0,3.0,0.8699999999999974,2.1300000000000026,2.1300000000000026
2947,2006,New Jersey,0,Senate,24431,267.0,Quinnipiac University,29669,Live Phone,887.0,lv,NO,12.0,5.0,16.010000000000005,-11.010000000000005,11.010000000000005
2948,2006,Pennsylvania,0,Senate,24449,267.0,Quinnipiac University,29687,Live Phone,933.0,lv,NO,12.0,10.0,17.36,-7.359999999999999,7.359999999999999
2949,2006,Virginia,0,Senate,24700,292.0,Roanoke College Institute for Policy and Opinion Research,29938,Live Phone,453.0,lv,NO,12.0,-3.0,0.3999999999999986,-3.3999999999999986,3.3999999999999986
2950,2006,Washington,0,Senate,24655,277.0,Rasmussen Reports,29893,IVR,500.0,lv,NO,12.0,12.0,16.92,-4.920000000000002,4.920000000000002
2951,2006,Connecticut,5,House,64386,347.0,University of Connecticut,118452,Live Phone,762.0,lv,NO,12.0,4.0,12.920000000000002,-8.920000000000002,8.920000000000002
2952,2006,New York,25,House,63853,30.0,Benenson Strategy Group,117556,Live Phone,400.0,lv,D,12.0,-2.0,-1.5799999999999983,-0.4200000000000017,0.4200000000000017
2953,2006,New York,26,House,64305,325.0,SurveyUSA,118291,IVR,411.0,lv,NO,12.0,-5.0,-3.9599999999999937,-1.0400000000000063,1.0400000000000063
2954,2006,Ohio,1,House,64079,129.0,Grove Insight,117907,Live Phone,400.0,lv,D,12.0,9.0,-4.5,13.5,13.5
2955,2006,Pennsylvania,8,House,64158,219.0,Muhlenberg College,118060,Live Phone,421.0,lv,NO,12.0,-5.0,0.5999999999999943,-5.599999999999994,5.599999999999994
2956,2006,California,0,Governor,24258,94.0,Field Research Corp. (Field Poll),88739,Live Phone,795.0,lv,NO,11.0,-16.0,-16.970000000000006,0.970000000000006,0.970000000000006
2957,2006,Connecticut,0,Governor,24414,267.0,Quinnipiac University,88784,Live Phone,926.0,lv,NO,11.0,-24.0,-27.75,3.75,3.75
2958,2006,Pennsylvania,0,Governor,24264,106.0,Franklin & Marshall College,89261,Live Phone,626.0,lv,NO,11.0,25.0,20.72,4.280000000000001,4.280000000000001
2959,2006,California,0,Senate,24258,94.0,Field Research Corp. (Field Poll),29496,Live Phone,795.0,lv,NO,11.0,22.0,24.409999999999997,-2.4099999999999966,2.4099999999999966
2962,2006,Maryland,0,Senate,24999,395.0,Zogby Analytics,30237,Online,600.0,lv,NO,11.0,5.0,10.009999999999998,-5.009999999999998,5.009999999999998
2963,2006,Missouri,0,Senate,25011,395.0,Zogby Analytics,30249,Online,600.0,lv,NO,11.0,3.0,2.269999999999996,0.730000000000004,0.730000000000004
2964,2006,Montana,0,Senate,25016,395.0,Zogby Analytics,30254,Online,600.0,lv,NO,11.0,1.0,0.8699999999999974,0.13000000000000256,0.13000000000000256
2965,2006,New Jersey,0,Senate,25018,395.0,Zogby Analytics,30256,Online,600.0,lv,NO,11.0,12.0,16.010000000000005,-4.010000000000005,4.010000000000005
2966,2006,Ohio,0,Senate,25034,395.0,Zogby Analytics,30272,Online,600.0,lv,NO,11.0,7.0,12.339999999999996,-5.339999999999996,5.339999999999996
2967,2006,Pennsylvania,0,Senate,24264,106.0,Franklin & Marshall College,29502,Live Phone,626.0,lv,NO,11.0,15.0,17.36,-2.3599999999999994,2.3599999999999994
2968,2006,Pennsylvania,0,Senate,25039,395.0,Zogby Analytics,30277,Online,600.0,lv,NO,11.0,8.0,17.36,-9.36,9.36
2969,2006,Rhode Island,0,Senate,25044,395.0,Zogby Analytics,30282,Online,600.0,lv,NO,11.0,14.0,7.040000000000006,6.959999999999994,6.959999999999994
2970,2006,Tennessee,0,Senate,24211,30.0,Benenson Strategy Group,29449,Live Phone,560.0,lv,D,11.0,5.0,-2.719999999999999,7.719999999999999,7.719999999999999
2971,2006,Tennessee,0,Senate,24299,130.0,EMC Research,29537,Live Phone,600.0,lv,D,11.0,6.0,-2.719999999999999,8.719999999999999,8.719999999999999
2972,2006,Tennessee,0,Senate,25046,395.0,Zogby Analytics,30284,Online,600.0,lv,NO,11.0,-10.0,-2.719999999999999,-7.280000000000001,7.280000000000001
2973,2006,Virginia,0,Senate,25057,395.0,Zogby Analytics,30295,Online,600.0,lv,NO,11.0,1.0,0.3999999999999986,0.6000000000000014,0.6000000000000014
2974,2006,Arizona,8,House,64391,381.0,Wick Communications,118459,Live Phone,400.0,lv,R,11.0,15.0,12.169999999999995,2.8300000000000054,2.8300000000000054
2975,2006,Arizona,8,House,64411,395.0,Zogby Analytics,118492,Online,500.0,lv,NO,11.0,12.0,12.169999999999995,-0.1699999999999946,0.1699999999999946
2976,2006,Colorado,7,House,64412,395.0,Zogby Analytics,118493,Online,500.0,lv,NO,11.0,14.0,12.869999999999997,1.1300000000000026,1.1300000000000026
2977,2006,Connecticut,2,House,64413,395.0,Zogby Analytics,118494,Online,500.0,lv,NO,11.0,-5.0,0.04000000000000625,-5.040000000000006,5.040000000000006
2978,2006,Connecticut,4,House,64207,281.0,Research 2000,118136,Live Phone,600.0,lv,NO,11.0,4.0,-3.3800000000000026,7.380000000000003,7.380000000000003
2979,2006,Connecticut,4,House,64413,395.0,Zogby Analytics,118495,Online,500.0,lv,NO,11.0,7.0,-3.3800000000000026,10.380000000000003,10.380000000000003
2980,2006,Connecticut,5,House,64207,281.0,Research 2000,118137,Live Phone,600.0,lv,NO,11.0,3.0,12.920000000000002,-9.920000000000002,9.920000000000002
2981,2006,Illinois,6,House,64414,395.0,Zogby Analytics,118496,Online,500.0,lv,NO,11.0,14.0,-2.700000000000003,16.700000000000003,16.700000000000003
2982,2006,Indiana,2,House,64415,395.0,Zogby Analytics,118497,Online,500.0,lv,NO,11.0,13.0,7.959999999999994,5.040000000000006,5.040000000000006
2983,2006,Indiana,9,House,64415,395.0,Zogby Analytics,118498,Online,500.0,lv,NO,11.0,2.0,4.519999999999996,-2.519999999999996,2.519999999999996
2984,2006,Iowa,1,House,64416,395.0,Zogby Analytics,118499,Online,500.0,lv,NO,11.0,7.0,11.850000000000001,-4.850000000000001,4.850000000000001
2985,2006,Kentucky,4,House,64417,395.0,Zogby Analytics,118500,Online,500.0,lv,NO,11.0,3.0,-8.309999999999995,11.309999999999995,11.309999999999995
2986,2006,Minnesota,6,House,64418,395.0,Zogby Analytics,118501,Online,500.0,lv,NO,11.0,-10.0,-7.980000000000004,-2.019999999999996,2.019999999999996
2987,2006,New Mexico,1,House,64419,395.0,Zogby Analytics,118502,Online,500.0,lv,NO,11.0,9.0,-0.4000000000000057,9.400000000000006,9.400000000000006
2988,2006,North Carolina,11,House,64420,395.0,Zogby Analytics,118503,Online,500.0,lv,NO,11.0,5.0,7.579999999999998,-2.5799999999999983,2.5799999999999983
2989,2006,Ohio,18,House,64421,395.0,Zogby Analytics,118504,Online,500.0,lv,NO,11.0,20.0,24.120000000000005,-4.1200000000000045,4.1200000000000045
2990,2006,Pennsylvania,6,House,64410,395.0,Zogby Analytics,118491,Online,500.0,lv,NO,11.0,5.0,-1.3199999999999932,6.319999999999993,6.319999999999993
2991,2006,Virginia,2,House,64422,395.0,Zogby Analytics,118505,Online,500.0,lv,NO,11.0,-8.0,-2.819999999999993,-5.180000000000007,5.180000000000007
2993,2006,California,0,Governor,55202,277.0,Rasmussen Reports,88740,IVR,500.0,lv,NO,10.0,-13.0,-16.970000000000006,3.970000000000006,3.970000000000006
2994,2006,Connecticut,0,Governor,24472,277.0,Rasmussen Reports,88785,IVR,500.0,lv,NO,10.0,-22.0,-27.75,5.75,5.75
2995,2006,Iowa,0,Governor,73567,118.0,Global Strategy Group,138069,Live Phone,600.0,lv,D,10.0,7.0,9.660000000000004,-2.6600000000000037,2.6600000000000037
2996,2006,Iowa,0,Governor,55332,118.0,Global Strategy Group,88872,Live Phone,600.0,lv,D,10.0,7.0,9.660000000000004,-2.6600000000000037,2.6600000000000037
2997,2006,Illinois,0,Governor,55362,187.0,Market Shares Corp.,88902,Live Phone,600.0,lv,NO,10.0,15.0,10.54,4.460000000000001,4.460000000000001
2998,2006,Michigan,0,Governor,24242,84.0,EPIC-MRA,89055,Live Phone,600.0,lv,NO,10.0,10.0,14.060000000000002,-4.060000000000002,4.060000000000002
2999,2006,Minnesota,0,Governor,24335,197.0,Mason-Dixon Polling & Strategy,89081,Live Phone,625.0,lv,NO,10.0,2.0,-0.9600000000000009,2.960000000000001,2.960000000000001
3000,2006,Nevada,0,Governor,24349,197.0,Mason-Dixon Polling & Strategy,89115,Live Phone,625.0,lv,NO,10.0,-4.0,-4.149999999999999,0.14999999999999858,0.14999999999999858
3001,2006,Ohio,0,Governor,24398,37.0,Big Village,89180,Live Phone,542.0,lv,NO,10.0,23.0,23.89,-0.8900000000000006,0.8900000000000006
3002,2006,Pennsylvania,0,Governor,24595,277.0,Rasmussen Reports,89262,IVR,500.0,lv,NO,10.0,18.0,20.72,-2.719999999999999,2.719999999999999
3003,2006,Tennessee,0,Governor,24399,37.0,Big Village,89308,Live Phone,541.0,lv,NO,10.0,22.0,38.86,-16.86,16.86
3004,2006,Wisconsin,0,Governor,55820,320.0,Strategic Vision LLC,89372,Live Phone,800.0,lv,NO,10.0,2.0,7.399999999999999,-5.399999999999999,5.399999999999999
3005,2006,Oregon,0,Governor,55655,277.0,Rasmussen Reports,89205,IVR,500.0,lv,NO,10.0,7.0,7.989999999999995,-0.9899999999999949,0.9899999999999949
3006,2006,Arizona,0,Senate,24900,394.0,Zimmerman & Associates/Marketing Intelligence,30138,Live Phone,400.0,lv,NO,10.0,-4.5,-9.840000000000003,5.340000000000003,5.340000000000003
3008,2006,Michigan,0,Senate,24242,84.0,EPIC-MRA,29480,Live Phone,600.0,lv,NO,10.0,14.0,15.649999999999999,-1.6499999999999986,1.6499999999999986
3009,2006,Minnesota,0,Senate,24335,197.0,Mason-Dixon Polling & Strategy,29573,Live Phone,625.0,lv,NO,10.0,10.0,20.129999999999995,-10.129999999999995,10.129999999999995
3010,2006,Missouri,0,Senate,24396,37.0,Big Village,29634,Live Phone,565.0,lv,NO,10.0,0.0,2.269999999999996,-2.269999999999996,2.269999999999996
3011,2006,Nevada,0,Senate,24349,197.0,Mason-Dixon Polling & Strategy,29587,Live Phone,625.0,lv,NO,10.0,-17.0,-14.57,-2.4299999999999997,2.4299999999999997
3012,2006,New Jersey,0,Senate,24397,37.0,Big Village,29635,Live Phone,577.0,lv,NO,10.0,7.0,16.010000000000005,-9.010000000000005,9.010000000000005
3013,2006,New Jersey,0,Senate,24251,92.0,Fairleigh Dickinson University,29489,Live Phone,577.0,lv,NO,10.0,10.0,16.010000000000005,-6.010000000000005,6.010000000000005
3014,2006,New Jersey,0,Senate,4086,320.0,Strategic Vision LLC,29990,Live Phone,800.0,lv,NO,10.0,1.0,16.010000000000005,-15.010000000000005,15.010000000000005
3015,2006,Ohio,0,Senate,24398,37.0,Big Village,29636,Live Phone,542.0,lv,NO,10.0,11.0,12.339999999999996,-1.3399999999999963,1.3399999999999963
3016,2006,Pennsylvania,0,Senate,24595,277.0,Rasmussen Reports,29833,IVR,500.0,lv,NO,10.0,13.0,17.36,-4.359999999999999,4.359999999999999
3017,2006,Tennessee,0,Senate,24399,37.0,Big Village,29637,Live Phone,541.0,lv,NO,10.0,-8.0,-2.719999999999999,-5.280000000000001,5.280000000000001
3018,2006,Virginia,0,Senate,24400,37.0,Big Village,29638,Live Phone,597.0,lv,NO,10.0,4.0,0.3999999999999986,3.6000000000000014,3.6000000000000014
3019,2006,Virginia,0,Senate,24290,113.0,Garin-Hart-Yang Research Group,29528,Live Phone,811.0,lv,D,10.0,4.0,0.3999999999999986,3.6000000000000014,3.6000000000000014
3020,2006,Washington,0,Senate,4085,320.0,Strategic Vision LLC,30021,Live Phone,800.0,lv,NO,10.0,8.0,16.92,-8.920000000000002,8.920000000000002
3021,2006,Washington,0,Senate,24855,325.0,SurveyUSA,137593,IVR,774.0,lv,NO,10.0,13.0,16.92,-3.9200000000000017,3.9200000000000017
3022,2006,Washington,0,Senate,24871,364.0,University of Washington Center for Survey Research,30109,Live Phone,700.0,lv,NO,10.0,12.0,16.92,-4.920000000000002,4.920000000000002
3023,2006,Arkansas,2,House,74004,325.0,SurveyUSA,138843,IVR,469.0,lv,NO,10.0,21.0,21.060000000000002,-0.060000000000002274,0.060000000000002274
3024,2006,Colorado,3,House,64306,325.0,SurveyUSA,118292,IVR,611.0,lv,NO,10.0,19.0,25.040000000000006,-6.040000000000006,6.040000000000006
3025,2006,Florida,5,House,74027,325.0,SurveyUSA,138869,IVR,495.0,lv,NO,10.0,-14.0,-19.700000000000003,5.700000000000003,5.700000000000003
3026,2006,Kansas,2,House,63839,5.0,ASA Marketing Group,117542,Live Phone,1002.0,lv,D,10.0,9.0,3.460000000000001,5.539999999999999,5.539999999999999
3027,2006,Kentucky,2,House,64107,167.0,Lauer Johnson Research,117950,Live Phone,400.0,lv,D,10.0,3.0,-10.819999999999993,13.819999999999993,13.819999999999993
3028,2006,Nevada,2,House,24349,197.0,Mason-Dixon Polling & Strategy,117987,Live Phone,400.0,lv,NO,10.0,-8.0,-5.410000000000004,-2.5899999999999963,2.5899999999999963
3029,2006,Nevada,3,House,24349,197.0,Mason-Dixon Polling & Strategy,117988,Live Phone,400.0,lv,NO,10.0,-7.0,-1.8900000000000006,-5.109999999999999,5.109999999999999
3030,2006,New York,25,House,74120,395.0,Zogby Analytics,139034,Online,500.0,lv,NO,10.0,4.0,-1.5799999999999983,5.579999999999998,5.579999999999998
3033,2006,Alaska,0,Governor,55099,277.0,Rasmussen Reports,88637,IVR,500.0,lv,NO,9.0,-1.0,-7.369999999999997,6.369999999999997,6.369999999999997
3034,2006,Arkansas,0,Governor,55140,277.0,Rasmussen Reports,88678,IVR,500.0,lv,NO,9.0,12.0,14.939999999999998,-2.9399999999999977,2.9399999999999977
3035,2006,Georgia,0,Governor,55314,320.0,Strategic Vision LLC,88854,Live Phone,800.0,lv,NO,9.0,-16.0,-19.730000000000004,3.730000000000004,3.730000000000004
3036,2006,Idaho,0,Governor,55338,128.0,Greg Smith & Associates,88878,Live Phone,525.0,lv,NO,9.0,5.0,-8.560000000000002,13.560000000000002,13.560000000000002
3037,2006,Maryland,0,Governor,55439,113.0,Garin-Hart-Yang Research Group,88980,Live Phone,905.0,lv,D,9.0,6.0,6.539999999999999,-0.5399999999999991,0.5399999999999991
3038,2006,Maryland,0,Governor,24402,256.0,Potomac Incorporated,88981,Live Phone,800.0,lv,NO,9.0,1.0,6.539999999999999,-5.539999999999999,5.539999999999999
3039,2006,Ohio,0,Governor,24228,57.0,Columbus Dispatch,89181,Mail,1541.0,lv,NO,9.0,36.0,23.89,12.11,12.11
3040,2006,Pennsylvania,0,Governor,24767,320.0,Strategic Vision LLC,89263,Live Phone,1200.0,lv,NO,9.0,21.0,20.72,0.28000000000000114,0.28000000000000114
3041,2006,Rhode Island,0,Governor,73568,96.0,Fleming & Associates,138070,Live Phone,401.0,lv,NO,9.0,-9.0,-2.019999999999996,-6.980000000000004,6.980000000000004
3042,2006,Maryland,0,Senate,24402,256.0,Potomac Incorporated,29640,Live Phone,800.0,lv,NO,9.0,6.0,10.009999999999998,-4.009999999999998,4.009999999999998
3043,2006,Missouri,0,Senate,24833,325.0,SurveyUSA,30071,IVR,525.0,lv,NO,9.0,3.0,2.269999999999996,0.730000000000004,0.730000000000004
3044,2006,New Jersey,0,Senate,24562,277.0,Rasmussen Reports,29800,IVR,500.0,lv,NO,9.0,5.0,16.010000000000005,-11.010000000000005,11.010000000000005
3045,2006,Ohio,0,Senate,24228,57.0,Columbus Dispatch,29466,Mail,1541.0,lv,NO,9.0,24.0,12.339999999999996,11.660000000000004,11.660000000000004
3046,2006,Pennsylvania,0,Senate,24767,320.0,Strategic Vision LLC,30005,Live Phone,1200.0,lv,NO,9.0,10.0,17.36,-7.359999999999999,7.359999999999999
3047,2006,Virginia,0,Senate,24639,277.0,Rasmussen Reports,29877,IVR,500.0,lv,NO,9.0,5.0,0.3999999999999986,4.600000000000001,4.600000000000001
3048,2006,Idaho,1,House,55338,128.0,Greg Smith & Associates,117899,Live Phone,287.0,lv,NO,9.0,4.0,-5.200000000000003,9.200000000000003,9.200000000000003
3049,2006,Nebraska,3,House,64169,250.0,PSB Research,118076,Live Phone,404.0,lv,D,9.0,6.0,-9.980000000000004,15.980000000000004,15.980000000000004
3050,2006,New York,25,House,64105,158.0,Jeffrey Stonecash,117948,Live Phone,750.0,lv,R,9.0,-13.0,-1.5799999999999983,-11.420000000000002,11.420000000000002
3051,2006,Washington,8,House,64307,325.0,SurveyUSA,118293,IVR,498.0,lv,NO,9.0,-6.0,-2.9200000000000017,-3.0799999999999983,3.0799999999999983
3054,2006,Alabama,0,Governor,55116,325.0,SurveyUSA,88654,IVR,602.0,lv,NO,8.0,-15.0,-16.040000000000006,1.0400000000000063,1.0400000000000063
3055,2006,Colorado,0,Governor,55225,260.0,Public Opinion Strategies,88763,Live Phone,500.0,lv,NO,8.0,22.0,16.82,5.18,5.18
3056,2006,Florida,0,Governor,4083,320.0,Strategic Vision LLC,88825,Live Phone,1200.0,lv,NO,8.0,-6.0,-7.07,1.0700000000000003,1.0700000000000003
3057,2006,Georgia,0,Governor,73572,243.0,InsiderAdvantage,138074,Live Phone,500.0,lv,NO,8.0,-10.0,-19.730000000000004,9.730000000000004,9.730000000000004
3058,2006,Maine,0,Governor,55459,277.0,Rasmussen Reports,89002,IVR,500.0,lv,NO,8.0,14.0,7.899999999999999,6.100000000000001,6.100000000000001
3059,2006,Michigan,0,Governor,4084,320.0,Strategic Vision LLC,89056,Live Phone,1200.0,lv,NO,8.0,8.0,14.060000000000002,-6.060000000000002,6.060000000000002
3060,2006,Oregon,0,Governor,55656,76.0,DHM Research,89206,Live Phone,600.0,lv,NO,8.0,7.0,7.989999999999995,-0.9899999999999949,0.9899999999999949
3061,2006,Florida,0,Senate,4083,320.0,Strategic Vision LLC,29962,Live Phone,1200.0,lv,NO,8.0,26.0,22.199999999999996,3.8000000000000043,3.8000000000000043
3062,2006,Michigan,0,Senate,4084,320.0,Strategic Vision LLC,29977,Live Phone,1200.0,lv,NO,8.0,7.0,15.649999999999999,-8.649999999999999,8.649999999999999
3063,2006,Missouri,0,Senate,24523,277.0,Rasmussen Reports,29761,IVR,500.0,lv,NO,8.0,1.0,2.269999999999996,-1.269999999999996,1.269999999999996
3064,2006,New Jersey,0,Senate,24701,295.0,Rutgers University Eagleton Center for Public Interest Polling,29939,Live Phone,500.0,lv,NO,8.0,4.0,16.010000000000005,-12.010000000000005,12.010000000000005
3065,2006,Tennessee,0,Senate,24621,277.0,Rasmussen Reports,29859,IVR,500.0,lv,NO,8.0,-2.0,-2.719999999999999,0.7199999999999989,0.7199999999999989
3066,2006,Arizona,5,House,64308,325.0,SurveyUSA,118294,IVR,643.0,lv,NO,8.0,2.0,3.969999999999999,-1.9699999999999989,1.9699999999999989
3067,2006,Colorado,7,House,64309,325.0,SurveyUSA,118295,IVR,589.0,lv,NO,8.0,16.0,12.869999999999997,3.1300000000000026,3.1300000000000026
3068,2006,Kentucky,2,House,64390,371.0,Voter/Consumer Research,118457,Live Phone,450.0,lv,R,8.0,-14.0,-10.819999999999993,-3.180000000000007,3.180000000000007
