state,district,office_type,avg_margin,margins,dem_name,rep_name,ind_name,Past Elections,Voting Regulations,Polls,Demographics,Campaign Finance,Consumer Confidence Index,Gas Prices,Unemployment & Inflation,Expert Ratings,Composition of Congress/Presidency,Other,weird
FL,13,House,-1.214909506,"[-2.65846770589858, -4.44492171052874, 3.45866089749828]",Biden,Trump,n/a,44.87882839,-45.48332436,39.31300665,0.2978833788,-0.03399391611,0.3371823423,-0.1439791509,-0.4972330371,0.458759765,-0.05934387381,-0.02066894269,
FL,14,House,-0.03924453468,"[-2.36986830798967, 1.01074896748361, 1.24138573646772]",Biden,Trump,n/a,-21.29801698,-28.35497135,20.49235295,0.3501132315,0.4437698824,-0.3098154938,0.2392431379,-0.05496633135,0.4963576778,0.3112317257,-0.006007505173,
FL,15,House,1.245009758,"[-4.05128314917901, 4.95868438410383, 2.82762803839158]",Biden,Trump,Alexander Peterson,24.57203778,-36.57578819,8.891410805,0.3682214709,-0.05753573075,0.125740457,-0.05210989747,-0.4588555792,0.1415476403,0.1222590159,0.3663830021,
FL,16,House,-3.661692384,"[-3.43709463124082, -2.87816125018709, -4.66982127116186]",Biden,Trump,n/a,15.60208065,-11.92127793,42.71880044,0.1660734259,-0.4723630877,0.3282933379,-0.4032007515,-0.314301581,-0.2522948952,0.1732966726,-0.1293507101,
FL,17,House,0.01066204189,"[-0.365407984328574, 3.70729294818011, -3.30989883819177]",Biden,Trump,n/a,21.53126844,-42.5094384,28.49637567,-0.2421724794,0.4752819252,0.3133465199,-0.09118765409,0.1645699374,-0.001558836212,-0.2852116786,0.2210986219,
FL,18,House,1.836594871,"[2.08328180382176, 0.576198731134708, 2.85030407951849]",Biden,Trump,John Richardson,-15.94096291,-46.46276044,-3.798523274,-0.2121905029,-0.2351472582,-0.3829584633,0.1818826421,-0.3783193724,-0.2516364688,0.04897427995,-0.4292066257,
FL,19,House,1.513598818,"[2.54870786782903, 2.19615029642434, -0.204061711431133]",Biden,Trump,n/a,-34.23413985,1.901859565,-44.98661189,0.0207682469,0.2067587368,0.3305407751,-0.3127815188,-0.0002923420545,0.2669756092,-0.1142312576,-0.3096097096,
FL,20,House,0.7967757437,"[-2.63768846713873, 2.32076203201043, 2.70725366634495]",Biden,Trump,Unopposed,39.19290176,20.73003125,0.58565958,-0.4616549275,0.05555304244,0.4213733138,-0.04152950903,0.4965052051,-0.3815916727,-0.2477059596,-0.1338769911,
FL,21,House,-3.071401572,"[-3.02577076971083, -1.27628443475431, -4.91214951232314]",Biden,Trump,Unopposed,32.50918296,36.36638033,-43.66231504,-0.4561407321,0.2116023043,0.2059242472,-0.2218328159,0.1348657956,-0.05447788592,0.4789247773,0.06775100792,
FL,22,House,-0.03364365214,"[-3.94241877511997, 0.82186815169705, 3.01961966700528]",Biden,Trump,n/a,37.13657394,-22.85134048,-8.429484503,-0.1387690272,-0.1952031214,-0.2564846006,0.002216533479,-0.3984288207,0.1649566827,-0.1027656284,0.4360063264,
FL,23,House,-1.796945604,"[-3.99005667549255, -4.2542048342907, 2.85342469709721]",Biden,Trump,n/a,9.083336677,8.983946683,-13.27911138,-0.2100800742,-0.1817326145,0.09537795647,0.07611100669,-0.08945861737,0.4283542276,-0.2317815961,0.1648641122,
FL,24,House,0.2904656873,"[3.12299548218768, -0.528523402277208, -1.72307501788526]",Biden,Trump,n/a,-28.51784083,17.80855625,-0.7806799947,-0.1105495954,-0.2264744599,-0.2375958234,0.4792748417,-0.3771797775,0.06690855149,-0.1719504254,0.3149520107,
FL,25,House,2.829478266,"[4.12146493656543, 1.7931108078642, 2.57385905354321]",Biden,Trump,n/a,33.68442377,-39.05969356,30.16030089,0.396873234,-0.431865727,-0.3027431332,-0.03097393067,0.00821007939,-0.2553033532,-0.1290501217,0.100314215,
FL,26,House,2.956174123,"[4.22475142139291, 4.22883634412766, 0.414934604124922]",Biden,Trump,Unopposed,-0.1123732098,-11.64872711,-18.24252734,0.06044748955,0.4905680039,0.2141743132,0.07818464438,-0.4705281601,-0.1090914093,0.1713913486,0.1332617171,
FL,27,House,-2.338381306,"[-2.11990320475381, -4.44033032925398, -0.454910385196856]",Biden,Trump,n/a,8.130693353,18.81195587,15.66907862,0.1642988465,0.333461288,-0.4349600856,-0.1900326451,-0.385150649,-0.02967173357,0.2120487043,-0.1136353939,
FL,28,House,-1.139031659,"[-2.56350285911585, -1.36008586235559, 0.506493745138177]",Biden,Trump,n/a,-46.38045446,-18.10336893,-6.13384066,-0.4877572119,-0.4842814468,0.211968885,-0.0002015504959,0.01032676708,-0.3163373384,-0.4705861272,-0.07615478011,
GA,1,House,1.132607959,"[0.416172165531838, 1.41211428035506, 1.5695374301951]",Biden,Trump,Nicholas Brookins,-17.79811724,-22.76375598,10.321354,0.1055809343,0.01072482912,-0.3192260237,0.04217592024,0.32598597,0.09288616684,0.1785581339,0.3079755138,
GA,2,House,0.005712919892,"[1.22377363548874, 2.9534998326278, -4.16013470844003]",Biden,Trump,"Uloma Ekpete /
David Gregors /
Colleen Massey",-40.46546402,-18.74247196,47.02756101,-0.4913809821,0.3297089614,0.3001888566,-0.1185668386,0.2969612049,-0.1045337224,0.2569600322,-0.03044687964,
GA,3,House,-1.086024833,"[1.49800147768222, -2.77278246361584, -1.98329351393412]",Biden,Trump,n/a,-15.98418221,-30.08958153,26.5193504,-0.05907520968,-0.1426833386,-0.2222399016,-0.002739374481,0.08127407397,-0.4744207629,-0.1812413455,-0.2499087853,
GA,4,House,-0.3481525645,"[-3.15271143384941, -0.0686124505129921, 2.17686619085938]",Biden,Trump,Unopposed,23.18119111,-30.37382524,43.368534,0.4984349673,0.4899546938,-0.04188187919,0.1837869132,0.3988221329,0.03459656606,-0.07939204777,-0.4942667331,
GA,5,House,2.619680447,"[3.49092994693576, 1.63156529946775, 2.73654609320562]",Biden,Trump,Unopposed,-16.66781247,-36.14890865,49.6244498,0.01069181938,-0.4157046109,-0.2817594736,0.4329021265,0.2851789924,-0.1587323914,0.1683311283,-0.335081824,
GA,6,House,1.314371674,"[-1.54729112778227, 4.67923056973246, 0.811175580988886]",Biden,Trump,n/a,-15.23843397,-47.83990331,1.359646803,-0.4579867712,-0.1107237834,-0.1001010966,-0.3768003938,-0.1354526352,-0.184907132,0.03707175986,0.2175531202,
GA,7,House,0.5698154774,"[-3.43203027217503, 1.02119262952949, 4.1202840749119]",Biden,Trump,Charles King,22.45067987,-1.595470391,-43.1119915,0.4092917326,-0.1531919579,0.1134260654,-0.1197007415,0.2858393325,0.355614945,0.02349737006,0.05877102985,
GA,8,House,-1.050247972,"[0.789032740815927, 0.234644338639932, -4.17442099606343]",Biden,Trump,n/a,-14.13492692,10.40254601,-32.85673145,0.2411310215,-0.4754818378,-0.07052763788,0.2861754999,-0.1933435446,-0.1974649839,-0.2744221645,-0.3954166697,
GA,9,House,-0.6241889674,"[3.77967648504331, -0.662307580568323, -4.98993580670607]",Biden,Trump,Unopposed,2.500513557,-25.20731455,-15.22019343,-0.3100309046,0.08085453639,0.3942480346,-0.3113557017,0.205297081,0.3432216876,-0.07160822367,-0.3004758341,
GA,10,House,-3.014081923,"[-0.992919610469318, -3.64876898524298, -4.40055717370454]",Biden,Trump,n/a,-23.77129064,-43.65923419,27.48934827,0.3214303139,0.4873667759,0.1958488708,-0.4555104714,-0.458904359,0.1729827403,-0.4961102431,-0.02203206132,
GA,11,House,2.715696335,"[4.32337868232117, -0.339411310811849, 4.1631216340313]",Biden,Trump,n/a,36.73329174,-22.53295324,30.92472443,0.2360493867,0.4673313167,-0.2699489023,-0.4061567539,0.3248458086,-0.2036313999,-0.045670145,0.1353436215,
GA,12,House,0.6892413305,"[1.91426468504305, 0.803982839320221, -0.650523532945389]",Biden,Trump,n/a,-43.85099341,26.12529414,25.52337829,0.04818748826,-0.1269163793,-0.07043404653,-0.1974520923,0.3351072699,0.2466446147,0.2092601915,0.2380929139,
GA,13,House,1.188177898,"[-2.51129277079136, 4.96420971503214, 1.11161674951353]",Biden,Trump,Uloma Ekpete,-37.42489245,38.9916164,-9.184208807,0.003512295667,-0.3880425434,-0.2194945076,-0.2858129252,-0.375806038,0.3074356781,-0.1214024834,0.210882129,
GA,14,House,2.111301235,"[4.76292592171232, 1.28683335015131, 0.284144432310271]",Biden,Trump,n/a,34.24900554,0.8447712794,-22.63603218,0.447599785,-0.2651611424,-0.07281584436,0.286977105,0.2907882106,-0.1643884009,-0.1394923441,-0.3889808095,
HI,1,House,0.3200300188,"[-1.762898170261, 1.63292733300138, 1.09006089368999]",Biden,Trump,Unopposed,-28.37555838,4.669870843,15.48134937,-0.06479288187,-0.2839234989,-0.06211975726,0.05254721833,-0.100455667,0.4015340344,0.4294549117,-0.3406783513,
HI,2,House,0.1280869009,"[-1.23030176627698, 0.532027777994579, 1.08253469088109]",Biden,Trump,Unopposed,-17.42412717,16.88683579,3.385474135,0.1734415101,-0.05952847729,-0.4329515646,0.4428032952,-0.2401164716,0.1277476396,-0.2994695922,0.2361984058,
ID,1,House,1.269023887,"[0.668259747348784, -1.18541797403284, 4.32422988816441]",Biden,Trump,n/a,-27.23131479,-8.937231705,-8.134740686,-0.2461864619,0.1848855097,-0.1398202901,0.03186272409,0.09374942219,0.1968409389,-0.1350716969,-0.168516007,
ID,2,House,-2.054279599,"[-3.47354322462513, -2.61018004201824, -0.0791155302323388]",Biden,Trump,n/a,-25.22733529,17.74267268,11.53529221,-0.05137794993,-0.008411747577,0.1943094983,0.2703191372,0.1583440529,0.1183391319,0.002888258605,0.2603986632,
IL,1,House,-2.171158066,"[-2.76167954030313, -3.26729622508435, -0.484498433454657]",Biden,Trump,n/a,44.71654487,-11.37726479,45.66366708,-0.1629008421,-0.1640599111,0.05132251884,-0.06972589478,-0.0352687157,-0.188867381,-0.2385272911,0.4437767176,
IL,2,House,-2.415935059,"[-2.02554824189493, -4.71665650225959, -0.505600433134478]",Biden,Trump,n/a,-10.55593389,46.86846499,-0.6513775075,0.04647554544,0.2968151026,-0.4075081964,-0.06080600966,-0.02441459948,0.3772472699,-0.09726196646,-0.1542830876,
IL,3,House,-0.8178472313,"[-1.44386550964567, -0.48057446251001, -0.529101721647382]",Biden,Trump,n/a,-22.59960642,27.91192674,19.89475996,0.446579918,-0.105484761,-0.4435190857,-0.3605624617,0.1028049339,0.3517598412,0.1736718192,-0.1648114888,
IL,4,House,0.3948534034,"[4.1585885779749, -4.5038312864429, 1.52980291872028]",Biden,Trump,Unopposed,-26.25313683,14.4526369,6.192026182,-0.1907153576,-0.3652503146,-0.4230324301,-0.1029199831,-0.1700141884,-0.0899101054,0.260657169,0.01354990215,
IL,5,House,2.67354907,"[1.95970224520598, 1.84974363450698, 4.21120133155357]",Biden,Trump,n/a,9.098869945,1.613526652,10.01576184,0.1539198803,-0.4906122624,-0.4940287966,0.2226423521,0.1429814741,0.4636293106,0.4098702296,0.02322002223,
IL,6,House,2.704328423,"[2.32605447742245, 3.23914574606529, 2.54778504676058]",Biden,Trump,n/a,-26.58064469,24.51631786,35.81872329,-0.138527815,0.2588551743,-0.3050655551,0.1725288891,-0.1361707988,-0.1764625642,-0.29488347,0.370072792,
IL,7,House,3.093584725,"[2.46050228109034, 2.06220833947583, 4.7580435547531]",Biden,Trump,n/a,-29.71447451,21.42727948,26.71406138,0.02600992747,-0.4882091702,-0.04011568474,-0.2202003734,0.0674486641,0.3095835272,0.3762025696,0.4459753997,
IL,8,House,-2.613521368,"[-1.36856691315392, -2.76004158017019, -3.71195561150276]",Biden,Trump,Jorge Briseno,9.471053081,-9.628207973,-47.66557558,0.4200916741,0.2754500084,-0.3825957683,-0.2917770669,-0.3193520675,-0.4486041047,-0.3289262376,-0.3311118957,
IL,9,House,-1.648537488,"[-0.334112604214731, -2.01932525825898, -2.59217460079697]",Biden,Trump,Unopposed,-26.04445835,45.92171281,-5.331401232,0.08045809847,-0.05625239242,-0.06870554065,0.0687410854,-0.0279460982,0.01698430395,-0.4487866535,-0.2677816829,
IL,10,House,0.0476924919,"[4.58917906161565, -0.154061581869282, -4.29204000403923]",Biden,Trump,"Austin Mink /
Joseph Severino",-9.052280317,21.56821772,8.765726708,-0.02815566224,0.1344631286,0.159925901,-0.01977929809,-0.4331206956,0.2321533243,-0.3180120536,-0.3820568424,
IL,11,House,0.9377404334,"[1.10725237852109, 0.277119018743094, 1.42884990291378]",Biden,Trump,n/a,-6.335247075,-31.23475226,-16.0018895,0.002156807611,-0.4250901493,0.4548240816,-0.1757391242,-0.002310653549,0.2434953769,0.1465976082,-0.08429101224,
IL,12,House,-0.539115554,"[2.08517519496294, 1.25199384063415, -4.95451569748159]",Biden,Trump,n/a,2.74324018,42.36609848,8.019469457,-0.06189792955,-0.2937510886,0.397044166,0.32013066,0.3971785784,-0.02940772736,-0.1377400985,-0.08642217879,
IL,13,House,2.241674672,"[0.203672876508612, 3.93867447834663, 2.58267665970708]",Biden,Trump,n/a,38.18967422,28.05841038,-39.50839513,-0.1342698316,0.2377357646,0.429148952,0.3487668562,0.1750758777,-0.2526523924,0.3211040997,-0.07959500409,
IL,14,House,1.131912935,"[4.11462197885652, 3.66599563988004, -4.38487881508371]",Biden,Trump,n/a,-39.66308744,16.61559318,-9.640710345,-0.2702899695,-0.04987545732,0.04571899185,-0.2040122925,0.466012105,-0.2354484055,-0.1534349753,-0.1542106629,
IL,15,House,0.7903950431,"[4.5979370204527, 2.75618094078915, -4.98293283187186]",Biden,Trump,Unopposed,29.35413893,28.63457745,-48.92703223,0.08820726873,-0.4292228913,-0.2906090932,-0.4847690879,0.274753384,0.04920235899,-0.4179736472,-0.1919241341,
IL,16,House,-0.2668784276,"[-4.87241944576827, 4.99003866102483, -0.918254498013016]",Biden,Trump,Unopposed,25.39360554,-44.40606704,41.65572384,-0.4278193206,0.4131593547,0.01810939904,0.08837654113,0.4127947755,-0.2402852616,-0.17022557,-0.04525441781,
IL,17,House,-0.6165578815,"[3.56624478714622, -1.69889716451322, -3.7170212670706]",Biden,Trump,n/a,-23.75091776,47.39369971,-32.38213316,0.4445313596,0.353584721,-0.4759107743,0.07140680344,-0.07856825167,0.2536743941,-0.1772174099,-0.4283822938,
IN,1,House,-0.1343840784,"[4.89113211434223, -3.80482425513783, -1.48946009444606]",Biden,Trump,"Jason Brown /
Tiffany Ford /
Samuel Kravitz",-19.01211934,-19.37701512,-17.54822502,-0.4920875348,0.1109990815,-0.3046109059,-0.03659641032,0.3874694103,-0.2847080707,-0.4877130771,-0.3033756885,
IN,2,House,-1.997990974,"[-3.09242385704838, 1.69838242125735, -4.59993148583719]",Biden,Trump,Cameron Beamon,-5.808262672,-25.49788291,-49.13811944,0.3219491488,0.4319768816,-0.08948989694,0.0142166325,-0.04531461049,0.3713297723,0.09979786203,0.2510560136,
IN,3,House,0.2623168708,"[2.85471300606524, -2.95162437324978, 0.883861979725268]",Biden,Trump,n/a,-40.77246955,-9.310577936,22.00276112,0.2320235679,-0.055851375,0.2908696576,-0.03602526044,-0.06019078484,0.4546562624,-0.4951204809,0.29251248,
IN,4,House,1.071129378,"[-0.521744811825133, -1.23841273093791, 4.97354567717801]",Biden,Trump,n/a,-34.96404098,-16.53624382,-32.32918522,-0.4725042881,-0.390033275,0.1235162006,-0.2818871558,0.4808525156,-0.4876412675,-0.00567738861,-0.1267871598,
IN,5,House,0.7812799573,"[-0.849734933669609, 4.54363659904487, -1.35006179345132]",Biden,Trump,n/a,41.49534651,44.19086901,-5.614228582,-0.352829716,-0.02069517819,0.4700427026,0.1641220402,-0.3112578371,0.04852460675,0.3070068833,0.3609984605,
IN,6,House,0.4699162201,"[-2.80272000985614, 1.3918055783278, 2.82066309184881]",Biden,Trump,n/a,-28.12388024,-6.211680009,-29.34290322,-0.3416026936,0.3684590742,0.2022724938,-0.4424540185,0.1516271116,-0.2199178613,-0.3148563671,0.4017322909,
IN,7,House,1.807925422,"[2.3702637185027, 1.4057380456036, 1.64777450140168]",Biden,Trump,Rusty Johnson,39.45089772,33.50726886,-31.16914724,-0.1866728598,0.2902785612,-0.1772772528,-0.06540393608,0.3456538149,0.2733971066,0.03335240647,0.374989471,
IN,8,House,-0.3574359129,"[0.785495841479529, -2.75742342808196, 0.899619847956688]",Biden,Trump,n/a,-43.88491808,9.70744879,-44.39789602,0.01407492562,-0.1420258115,0.3540282532,-0.4790179098,-0.2359770123,-0.301945945,0.07969126673,0.2161788259,
IN,9,House,-0.6217490893,"[0.22452087406413, -4.23239965101369, 2.14263150906273]",Biden,Trump,n/a,48.20024956,-0.6641262384,-15.28343695,-0.01792543769,-0.2008419425,-0.4380895386,-0.09351508358,-0.08594264563,-0.177928838,0.4839835075,-0.1839305235,
IA,1,House,0.4818845628,"[1.1248633276154, -3.25956497785306, 3.58035533868821]",Biden,Trump,n/a,48.93669818,-24.11003214,-3.722368514,0.1894915967,0.003330202644,0.01653522844,0.03490977695,0.3480955939,0.3839666201,0.1202598065,0.00493880364,
IA,2,House,2.959963312,"[4.94222852697368, 0.744486797902737, 3.19317461007398]",Biden,Trump,n/a,9.326365034,-30.56832752,-22.87759155,-0.3692720169,-0.2938490646,0.007059676554,-0.223755884,-0.01851603014,-0.03836891144,0.1104545216,0.3333862135,
IA,3,House,-1.743723319,"[-4.62762218270344, -0.123663851867182, -0.479883922932553]",Biden,Trump,n/a,-21.6080362,-29.53594298,10.25754841,0.2149167426,0.4057388817,0.3249086982,0.1167785731,-0.009906689836,0.2151689266,-0.2414878338,-0.3025106777,
IA,4,House,-2.160151243,"[2.00159840544089, -4.40460939357275, -4.07744273958547]",Biden,Trump,n/a,-43.7350834,-7.824293849,-36.82167857,0.4170327212,-0.2553672946,-0.3739971789,0.4313563776,-0.3496755413,0.06101860528,-0.3214904375,-0.465245506,
KS,1,House,1.846766885,"[0.807313484164668, 2.53053030283351, 2.20245686773287]",Biden,Trump,n/a,-26.15475545,-38.7378216,-4.307302757,0.4719770132,-0.1114146026,-0.127394459,0.4747611348,-0.07022384388,0.3958217154,-0.1621722837,-0.2788066614,
KS,2,House,-0.6334126315,"[-4.64050931703414, 0.710233358981533, 2.03003806349736]",Biden,Trump,n/a,46.10999763,-19.32234578,-32.75260705,0.1556486894,0.07308234299,0.1178782832,-0.4198566648,0.3431543225,0.1968683624,-0.449323235,-0.1403583845,
KS,3,House,0.1008802724,"[-4.16762906656155, 3.27680702971955, 1.19346285409452]",Biden,Trump,n/a,3.014560752,32.77083449,-44.38004266,-0.3515561122,0.3168430516,-0.2894961402,0.1417025809,0.1248024434,0.06909679295,-0.044807115,0.4432088431,
KS,4,House,0.739535065,"[0.0226776805899265, 2.30854825760871, -0.112620743115533]",Biden,Trump,n/a,26.45521471,-42.85559196,-3.414005523,-0.2531081807,0.1226859308,-0.2448610644,-0.2905922825,0.06343030427,0.02263010031,0.1701457225,0.4993456015,
KY,1,House,-2.1263343,"[-3.87780879945479, 0.977153502542895, -3.47834760421485]",Biden,Trump,n/a,25.17251727,-31.18872096,-8.66496595,-0.07397939692,-0.2606872817,0.2667652988,0.2458070392,-0.1512084148,-0.4429108974,0.2111771258,-0.1504450239,
KY,2,House,0.9145530231,"[-0.462798209417179, 0.779940427984745, 2.42651685085166]",Biden,Trump,n/a,-7.756484939,42.06393439,-6.279239302,0.2679424135,-0.008559775213,-0.1696342528,-0.3349001776,-0.378884612,0.2101026893,-0.4898612333,-0.4405073459,
KY,3,House,2.023468477,"[2.18101736018302, 2.40170823745804, 1.48767983429199]",Biden,Trump,n/a,14.45907754,-35.16891566,43.13474624,0.1110051793,-0.07650497711,-0.459683886,0.1098329438,-0.2075091872,0.0470590307,-0.02985260396,-0.02581745755,
KY,4,House,0.7645241713,"[1.04022620326683, -1.3810952770529, 2.63444158763337]",Biden,Trump,Unopposed,-37.44787208,28.22681425,0.3532307967,-0.4531432056,-0.07627052555,0.01554247523,0.4277105103,0.3496540666,0.08050768061,-0.4720912428,-0.2973973511,
KY,5,House,-0.830765818,"[0.630735658981818, -1.50036042470384, -1.62267268825029]",Biden,Trump,Unopposed,-42.78650012,-20.50531272,-0.9021185367,-0.09518449531,0.143847033,0.4725899826,-0.234728215,0.08210407873,-0.1307887134,0.4184516207,0.1774931064,
KY,6,House,0.9127412904,"[-1.03132520001858, 0.267857004615989, 3.50169206654658]",Biden,Trump,n/a,40.3281472,8.41226457,-34.04926575,-0.3117633138,0.2778299462,0.008179033226,0.03735184751,0.2787879324,-0.1016108065,0.4250266573,-0.2093447774,
LA,1,House,-0.3299691179,"[0.528085900570541, 0.743712648087577, -2.2617059023286]",Biden,Trump,n/a,9.592464646,-1.019404025,-10.39373619,0.3107901466,0.2675126559,-0.261043123,0.3527391834,0.0811002872,0.1755106428,-0.1458355901,0.3957131859,
LA,2,House,0.6277955225,"[3.68089009305912, 0.525072665597439, -2.32257619113443]",Biden,Trump,Unopposed,6.678554048,38.18940695,25.91989184,0.4924518893,-0.01999088224,0.3588306968,-0.006621445457,-0.001893157268,-0.3516740914,0.2393970018,-0.4257798742,
LA,3,House,0.1934433018,"[2.56365601899108, 2.64550734275894, -4.62883345641688]",Biden,Trump,Unopposed,-10.35080862,30.29340367,-33.59601116,-0.1706322712,0.08254505723,0.4294603693,-0.3576921349,0.4706513333,-0.2187660598,0.4995812778,-0.04745099702,
LA,4,House,-0.08055981774,"[-2.76716215883469, -0.0775273475395295, 2.60301005316133]",Biden,Trump,Unopposed,-24.41813224,45.02890085,-4.187494068,0.1221351375,0.4383302988,-0.4750901027,-0.4820635344,0.288229474,-0.2778133792,-0.2187874509,0.07879915988,
LA,5,House,1.566165235,"[-0.185118684467316, 0.591477244276179, 4.29213714568223]",Biden,Trump,Rivule Sykes,-10.03872937,8.562131365,4.859731292,-0.3972308712,-0.2895218635,-0.232325663,-0.1114201936,0.03132970201,-0.4256215582,-0.1184569898,0.4084479999,
LA,6,House,0.8778800809,"[2.75162597276021, 2.33689312706926, -2.45487885699575]",Biden,Trump,n/a,-17.18463379,-17.10198254,-26.37898843,-0.0873435461,-0.03441255618,0.2311061959,-0.3818679335,0.327483395,-0.3379122202,-0.4452812711,-0.06830246603,
ME,1,House,-3.285988108,"[-4.96871134015569, -3.38449263214487, -1.50476035168922]",Biden,Trump,Elias Bassile,21.58252659,-35.38264919,11.75438045,-0.2671434746,0.3192993919,0.4093613605,0.4788746566,-0.3999854819,-0.1608639466,-0.1374372254,0.3895173024,
ME,2,House,1.173729149,"[-0.559880400508045, 0.554008916297249, 3.5270589305149]",Biden,Trump,Kevin Ball,-24.71741843,-48.35031421,-11.06726649,-0.08205681408,-0.009267136911,0.2202285446,0.02185502636,0.04741601247,0.1080751359,0.2882059076,-0.3067428988,
MD,1,House,-1.869172222,"[-0.525317449479815, -0.33423097162242, -4.74796824472082]",Biden,Trump,Christen Johnson,21.63847701,-34.67512766,8.695841363,0.2652414175,0.1389978991,0.1849915897,-0.1639260713,-0.3705658041,0.1379718376,-0.4315628694,0.00976855098,
MD,2,House,0.9167009491,"[3.68228945279063, 1.32395232123174, -2.25613892661201]",Biden,Trump,n/a,-17.60595389,-15.44891739,-29.60762972,-0.2720209855,0.3516077937,-0.3890069352,0.4900399747,0.2340459191,0.1447369151,0.3122212736,0.1220258462,
MD,3,House,-0.6045990618,"[-0.0969925401491478, 1.93820787747424, -3.65501252261653]",Biden,Trump,n/a,-20.31956577,-7.276777161,-46.19064727,-0.3345957149,-0.3823960017,-0.1789931066,0.0006007608937,-0.3851399189,-0.1848925994,0.2894924471,-0.2979311249,
MD,4,House,1.306807702,"[0.235969548370518, 0.180785794979234, 3.50366776346291]",Biden,Trump,n/a,1.12561137,-30.21900096,39.24601773,-0.2836581183,0.2167481499,-0.1695414446,0.2438293259,-0.1947813703,-0.08953027763,-0.1051540925,-0.1400856055,
MD,5,House,1.742808943,"[3.18873322841752, 0.562873687101235, 1.47681991427741]",Biden,Trump,n/a,11.66705557,46.79761022,-32.37804553,0.3181437946,0.03182194577,0.06606073393,0.3920532761,-0.1922725186,0.4382264885,-0.07007886928,0.2832973092,
MD,6,House,2.199164879,"[1.61549204478601, 3.77436529888087, 1.20763729224337]",Biden,Trump,n/a,-19.90846418,35.02052809,-47.80392464,0.1801162016,0.2166503577,-0.4741572931,-0.1126705297,0.4676430798,0.2880934414,-0.04459743008,-0.005765234823,
MD,7,House,-1.583523884,"[-3.35352390486856, -0.49927759913019, -0.897770147110606]",Biden,Trump,"Michael Scott /
Michael Sigmon",-44.82634523,38.86911967,19.32352566,-0.3272120306,-0.2230705548,0.335525881,-0.2034086765,0.247093285,-0.4960627289,0.4429933276,0.3791831576,
MD,8,House,-0.8795606826,"[-0.21995866343989, 0.294136123199156, -2.71285950760722]",Biden,Trump,Unopposed,-2.525396773,43.54459265,-30.3147463,-0.3465582208,0.0393998456,-0.1211573647,0.1821974077,-0.3718363819,-0.2747942888,0.3546502308,0.3904859178,
MA,1,House,-0.9975885335,"[-2.21283779630585, 1.12693048481609, -1.90685828905091]",Biden,Trump,"Anthony Celata /
Nadia Milleron",-9.529077868,31.54162465,-21.57401395,0.09909223163,0.152646788,-0.001340992456,0.4508724245,0.2976661486,-0.1319883815,-0.4273917406,-0.141295183,
MA,2,House,-1.685892738,"[1.73460113903223, -3.35740509721171, -3.43487425505306]",Biden,Trump,n/a,-47.18384599,38.48050397,-17.83712507,-0.07902371975,-0.4956260863,0.3189665371,-0.1559657149,0.03869999627,0.3044630874,0.2990185755,0.2227294611,
MA,3,House,0.2316450325,"[0.825529942961842, -4.63711269800176, 4.5065178525435]",Biden,Trump,n/a,45.11040606,-9.300272145,36.15142233,0.4815683345,-0.3146388637,0.4993887137,-0.290163333,-0.1183934256,-0.3011257169,-0.01987795678,0.3144521379,
MA,4,House,0.06017652839,"[-0.0195995255713317, 0.0153665448951132, 0.184762565853951]",Biden,Trump,Unopposed,26.16075322,24.93515005,-14.20636389,0.1679065367,0.2413353798,0.06251738595,-0.4844945982,-0.4426782115,0.493382013,-0.2745048071,0.2153923566,
MA,5,House,-0.4172392188,"[1.78366432139724, -2.875210317818, -0.160171659893882]",Biden,Trump,Unopposed,-4.438892277,-45.7288961,-12.13396889,-0.3147995061,-0.2142527724,-0.1916766587,-0.3402249387,0.1774652975,0.32055214,-0.2207748819,0.4648212936,
MA,6,House,-0.2320575497,"[3.56334749600023, -4.57984150219286, 0.320321356979734]",Biden,Trump,Unopposed,-49.63820242,1.117633403,17.18616621,0.09622946837,-0.08073052458,0.07063639164,-0.3616133963,-0.4485022948,0.02390234001,-0.1427165057,0.2874767786,
MA,7,House,0.3734802605,"[-3.07381303063885, 0.565397951548477, 3.62885586073553]",Biden,Trump,Unopposed,-10.47040625,20.75036189,-49.94047508,-0.4016905618,-0.05910082462,0.1379500698,-0.1611758067,0.1837011414,0.3407621324,-0.3564625275,0.4402644428,
MA,8,House,1.24735795,"[-4.81406253711113, 4.15459060096965, 4.40154578576893]",Biden,Trump,Unopposed,26.78606636,-24.1748713,-26.40326231,0.3583436383,0.1665400443,-0.3687774774,-0.1643891695,-0.3758190579,-0.1143955559,0.2713084113,0.4217073804,
MA,9,House,0.8796301384,"[-4.96527433395796, 3.41144234549056, 4.19272240360588]",Biden,Trump,Unopposed,23.4468769,-7.463885658,-34.41917553,-0.2229615904,0.2411514844,0.2559399207,0.0763841852,-0.3904845855,-0.3644133002,-0.04263528862,0.4961274996,
NA,1,House,1.809946645,"[2.1755734000659, -0.619350171545393, 3.87361670696231]",Biden,Trump,n/a,32.32085258,34.95455197,8.066009391,0.03218043419,0.1562355277,-0.3882740804,-0.05776052026,0.3576937025,-0.1569948667,-0.2918075888,0.1094851287,
