"","year","office_type","state","district","receipts_DEM","receipts_REP","individual_contributions_DEM","individual_contributions_REP"
"1562",2008,"House","FL",2,1450650.02,50779.6,402081.72,20620.2
"1563",2008,"House","FL",3,559629.65,NA,229284.91,NA
"1564",2008,"House","FL",4,170559.31,681607.47,128664.91,411955
"1565",2008,"House","FL",5,36219.04,781965.85,24576.04,402854.77
"1566",2008,"House","FL",6,251954.38,806449.2,102103.58,211884.83
"1567",2008,"House","FL",7,65576,1125807.06,40110,469080.87
"1568",2008,"House","FL",8,4557882.89,1999649.78,1417642.55,829412.11
"1569",2008,"House","FL",9,909397.13,1494929,270414.35,1100650.77
"1570",2008,"House","FL",10,771566.8,944433.76,108273.26,557428
"1571",2008,"House","FL",11,631098.72,57642.46,321860.17,46105.8
"1572",2008,"House","FL",12,129299.93,1843692.41,86757.43,847883.73
"1573",2008,"House","FL",13,2242699.06,4437808.35,1408426.47,2305785.03
"1574",2008,"House","FL",14,88100.03,1307192.82,52142.78,978676.22
"1575",2008,"House","FL",15,201103.93,1313730.99,135246,789858.19
"1576",2008,"House","FL",16,3069431.96,4308733.14,1816473.55,2386961.73
"1577",2008,"House","FL",17,1552018.23,NA,544200.93,NA
"1578",2008,"House","FL",18,1181063.12,1834655.62,575485,1275994
"1579",2008,"House","FL",19,3333890.35,136707.14,2318049.11,56020
"1580",2008,"House","FL",20,1729998.92,3460,731089.75,3300
"1581",2008,"House","FL",21,1893440.35,2284226.09,1606044.35,1080000.4
"1582",2008,"House","FL",22,4017486.81,712028.3,2694572.93,589221.79
"1583",2008,"House","FL",23,844508.24,51636.4,337943.76,29227.63
"1584",2008,"House","FL",24,2190879.67,2169639.1,1570423.66,921193.09
"1585",2008,"House","FL",25,1788453.26,1982915.58,1445069.26,755815.72
"1586",2008,"House","GA",1,136563.48,968552.11,95801.15,509374.56
"1587",2008,"House","GA",2,1062315.69,9581,404028,492
"1588",2008,"House","GA",3,56248.36,762005.81,49496.39,400794
"1589",2008,"House","GA",4,418622.13,2556.88,164271.91,2212.9
"1590",2008,"House","GA",5,1300701.73,NA,421363.93,NA
"1591",2008,"House","GA",6,642646.78,1676893.93,89446.78,808081.33
"1592",2008,"House","GA",7,174473.02,581981.99,77823.02,307272.29
"1593",2008,"House","GA",8,1836987.44,1373662.56,757128.57,738756.6
"1594",2008,"House","GA",9,25378,912801,20601,220777
"1595",2008,"House","GA",10,469157.87,4140767.8,362283.02,2692162.75
"1596",2008,"House","GA",11,0,1630867.8,0,1154223.5
"1597",2008,"House","GA",12,2400680.56,559545.25,1012125.14,330917.82
"1598",2008,"House","GA",13,1452333.97,5280376.4,246472,5238102.09
"1599",2008,"House","HI",1,1444075.45,146971.04,689437.68,146971.04
"1600",2008,"House","HI",2,1252943.24,11750.2,746199.18,3211.2
"1601",2008,"House","IA",1,1168941.23,80312.9,602951.49,44977.3
"1602",2008,"House","IA",2,887188.13,517840.75,320807.91,327312.79
"1603",2008,"House","IA",3,1863191.5,179674.3,815105.66,118600.55
"1604",2008,"House","IA",4,974776.22,1573143.03,645167.11,697151.16
"1605",2008,"House","IA",5,305589.62,1023907.16,195851.92,668097.11
"1606",2008,"House","ID",1,2844757.18,1262922.63,1295215.78,561257.73
"1607",2008,"House","ID",2,17934.1,707483.67,13786.39,287183.67
"1608",2008,"House","IL",1,467833.19,469471.68,201273.26,465471.68
"1609",2008,"House","IL",2,1189930.76,NA,705806.94,NA
"1610",2008,"House","IL",3,1771666.19,NA,928485.86,NA
"1611",2008,"House","IL",4,1445660.68,NA,1133138.75,NA
"1612",2008,"House","IL",5,3766234.7,4000,2392034.29,4000
"1613",2008,"House","IL",6,843146.9,2659885.26,658951.92,1554752.93
"1614",2008,"House","IL",7,531846.11,NA,175397.8,NA
"1615",2008,"House","IL",8,3107770.59,1207740.85,1377349.08,854989.11
"1616",2008,"House","IL",9,1436207.7,13721,1025641.51,11721
"1617",2008,"House","IL",10,4215246.72,5456608.94,3562732.83,4108213.02
"1618",2008,"House","IL",11,2364985.16,2835377.76,1261892.78,1626933.11
"1619",2008,"House","IL",12,1475772.41,NA,641976.65,NA
"1620",2008,"House","IL",13,1097589.45,1654707.98,781742.1,704493.35
"1621",2008,"House","IL",14,5462927.61,6994488.98,2324533.55,1934770.55
"1622",2008,"House","IL",15,867.73,324741.02,15,108624.67
"1623",2008,"House","IL",16,517337.84,1352580.65,242163.18,895672.91
"1624",2008,"House","IL",17,896351.16,0,304717.59,0
"1625",2008,"House","IL",18,1026066.11,3740683.88,526953.68,2582797.59
"1626",2008,"House","IL",19,201569.37,1333114.94,182638.57,396432.24
"1627",2008,"House","IN",1,1906524.26,11732,1129642.91,3183
"1628",2008,"House","IN",2,1846898.45,1020064.82,698325.81,131432
"1629",2008,"House","IN",3,854429.38,1077173.99,486812.32,555783.85
"1630",2008,"House","IN",4,871530.71,870921.45,542969.85,291510.84
"1631",2008,"House","IN",5,31128,1891424.31,13193,1384257.77
"1632",2008,"House","IN",6,23627.41,1612803.35,15767.24,1066180.98
"1633",2008,"House","IN",7,4961916.04,238548.99,1340541.39,190311.22
"1634",2008,"House","IN",8,1571819.66,230564.58,552680.64,187787.49
"1635",2008,"House","IN",9,2163837.35,1007293.04,771639.07,754323.76
"1636",2008,"House","KS",1,8033.04,1792576.98,3903.49,1032557.58
"1637",2008,"House","KS",2,1726196.82,3808188.12,1099971.59,2576629.63
"1638",2008,"House","KS",3,1859757.86,1154803.91,697866.61,583823.03
"1639",2008,"House","KS",4,215501.22,1334561.39,190707.14,664433.33
"1640",2008,"House","KY",1,27939,1020198.72,18839,341585.16
"1641",2008,"House","KY",2,1235886.91,1880035.93,779483.99,876655.25
"1642",2008,"House","KY",3,2136765.38,2189014.78,1453848.61,1684922.49
"1643",2008,"House","KY",4,NA,2104297.21,NA,1090503.9
"1644",2008,"House","KY",5,NA,611930.57,NA,208275
"1645",2008,"House","KY",6,1034158.31,NA,457168.56,NA
"1646",2008,"House","LA",1,2314301.75,2713173.98,276188.93,2140511.6
"1647",2008,"House","LA",2,2079935.51,242530.99,1321677.37,149452.3
"1648",2008,"House","LA",3,1544918.58,12126.37,570342.71,6291.89
"1649",2008,"House","LA",4,2133256.47,5586229.84,1060913.03,1618820.21
"1650",2008,"House","LA",5,0,911239.33,0,564870.87
"1651",2008,"House","LA",6,3472739.17,3834849.35,1698911.36,2640467.99
"1652",2008,"House","LA",7,627736.15,1569144.19,357734.53,868959.34
"1653",2008,"House","MA",1,827242.93,161390.03,390977.94,57229.08
"1654",2008,"House","MA",2,1621927.54,NA,471891.89,NA
"1655",2008,"House","MA",3,1088773.75,NA,753362.71,NA
"1656",2008,"House","MA",4,2297981.08,137644.11,1168071.44,130742.63
"1657",2008,"House","MA",5,6083029.79,757483.92,4269750.36,637083.92
"1658",2008,"House","MA",6,735819.12,46202.63,393432.39,42343.23
"1659",2008,"House","MA",7,1454665.36,23219.82,684583.94,2819.62
"1660",2008,"House","MA",8,1346704.89,NA,524776.5,NA
"1661",2008,"House","MA",9,1066689.28,1027.51,621882.9,0
"1662",2008,"House","MA",10,117099.51,0,33555.25,0
"1663",2008,"House","MD",1,2163740.4,4964021.11,1475999.59,2968531.65
"1664",2008,"House","MD",2,1030874.19,11045.5,500458.5,9123.5
"1665",2008,"House","MD",3,1013437.74,95726.43,842087.99,63030
"1666",2008,"House","MD",4,2980105.93,29174,1791174.49,16126
"1667",2008,"House","MD",5,3677194.29,22710,1219019,21260
"1668",2008,"House","MD",6,286572.9,416087.06,225572.43,201224.51
"1669",2008,"House","MD",7,951859.81,23704.82,373852.93,21056.87
"1670",2008,"House","MD",8,2375322.11,81258.16,1255771.68,61308.16
"1671",2008,"House","ME",1,4393808.98,1044545.03,3956072.61,854926.7
"1672",2008,"House","ME",2,792505.04,293611,216924.67,34911
"1673",2008,"House","MI",1,1326901.81,237067.79,505736.27,183565.7
"1674",2008,"House","MI",2,116102.15,742943.85,86545.75,404237.87
"1675",2008,"House","MI",3,4210,413368.4,3960,197141.38
"1676",2008,"House","MI",4,122508.22,2237730.57,83584.66,523212.85
"1677",2008,"House","MI",5,606572.41,NA,230562.31,NA
"1678",2008,"House","MI",6,82761.19,1413949.79,65587.19,521059.6
"1679",2008,"House","MI",7,2574200.71,2174206.05,1721072.59,1195910.83
"1680",2008,"House","MI",8,218546.61,1384979.25,164013.64,553310.36
"1681",2008,"House","MI",9,2579857.09,3790745.87,1767325.31,2377697.27
"1682",2008,"House","MI",10,0,835530.7,0,366715.43
"1683",2008,"House","MI",11,41916,1133909.38,23588,463243.65
"1684",2008,"House","MI",12,725442.68,NA,168293.02,NA
"1685",2008,"House","MI",13,1101370.53,NA,478089.33,NA
"1686",2008,"House","MI",14,1111765.26,0,415304.66,0
"1687",2008,"House","MI",15,2736895.69,20096,642731.05,17758
"1688",2008,"House","MN",1,2732742.5,1645211.11,1598781.88,1030799.53
"1689",2008,"House","MN",2,8241.68,1464912.25,2309.14,856022.55
"1690",2008,"House","MN",3,250,3324920.51,91.61,2273856.02
"1691",2008,"House","MN",4,722258.67,87558.85,335247.08,69061
"1692",2008,"House","MN",5,1529450.42,62347.99,1184057.61,52874.32
"1693",2008,"House","MN",6,271894.58,3497131.46,89081.65,2446019.67
"1694",2008,"House","MN",7,NA,12875,NA,561
"1695",2008,"House","MN",8,NA,37930.33,NA,23399
"1696",2008,"House","MO",1,675912.16,0,215076.99,0
"1697",2008,"House","MO",2,412974.96,966372.9,130226.47,663064.01
"1698",2008,"House","MO",3,962396.69,36148.44,335490.24,24072.24
"1699",2008,"House","MO",4,1127905.17,3910,334725.56,2910
"1700",2008,"House","MO",5,554127.67,57055.71,217949.64,57055.71
"1701",2008,"House","MO",6,2814968,2670494.35,1853229.7,1148970.31
"1702",2008,"House","MO",7,79964.92,2583064.2,40658,987402.44
"1703",2008,"House","MO",8,63370.51,1246272.97,41013.57,596819.16
"1704",2008,"House","MO",9,2323727.92,4211722.98,1527216.46,1006852.79
"1705",2008,"House","MS",1,2200756.99,2849182.07,783541.18,1923210.69
"1706",2008,"House","MS",2,2147398,683.6,889395.96,103.6
"1707",2008,"House","MS",3,93264.56,4244887.21,30892.61,3120731.28
"1708",2008,"House","MS",4,528402.28,17686,135823.43,9812
"1709",2008,"House","NC",1,792331.46,NA,221624.12,NA
"1710",2008,"House","NC",2,1270861.34,22008.98,536256.89,6330
"1711",2008,"House","NC",3,34496.45,814258.46,31510.98,399994.07
"1712",2008,"House","NC",4,1152757.3,589091.81,543404.09,520658.57
"1713",2008,"House","NC",5,249811.25,1096763.78,222346.95,693984.83
"1714",2008,"House","NC",6,128325.26,569688.97,92725.26,139310.97
"1715",2008,"House","NC",7,895681.15,86405.27,455526.31,70862.82
"1716",2008,"House","NC",8,1516597.55,3768684.47,891145.03,2069929.39
"1717",2008,"House","NC",9,281668.01,1198845.82,219399.32,620325.56
"1718",2008,"House","NC",10,724484.8,1685898.57,579128.38,705957.89
"1719",2008,"House","NC",11,1670732.59,1700864.39,824246.5,147310.75
"1720",2008,"House","NC",12,680473,25306,219687.76,19606
"1721",2008,"House","NC",13,948620.5,64676.78,491879.54,46168.78
"1722",2008,"House","NE",1,35825.08,725533.83,28490,531045.78
"1723",2008,"House","NE",2,863478.41,1746230.6,652557.77,812985.13
"1724",2008,"House","NE",3,0,806794.48,0,392168.82
"1725",2008,"House","NH",1,1545592.95,2113128.76,943535.36,1240362.62
"1726",2008,"House","NH",2,2031783.28,1070806.13,1147122.57,374780.67
"1727",2008,"House","NJ",1,1697071.39,26709,827973.58,25048
"1728",2008,"House","NJ",2,192129.52,1365491.15,174218,700776.23
"1729",2008,"House","NJ",3,2883256.31,1958905.95,1648272.05,1562689.71
"1730",2008,"House","NJ",4,485298.93,928735.9,439735.93,675363.8
"1731",2008,"House","NJ",5,1514607.57,1550011.63,1099113.69,951638.97
"1732",2008,"House","NJ",6,2609512.59,12389,1193063.5,6404
"1733",2008,"House","NJ",7,2632500.74,3536343.45,1648165.82,2306643.59
"1734",2008,"House","NJ",8,1450974.56,94077.72,761954.93,32155
"1735",2008,"House","NJ",9,1554102.11,33890.62,893267.25,32455.62
"1736",2008,"House","NJ",10,804188.18,NA,302537.5,NA
"1737",2008,"House","NJ",11,139027.37,1084236.44,93145.64,678876
"1738",2008,"House","NJ",12,1181470.09,37681.88,763292.69,27631.88
"1739",2008,"House","NJ",13,994630.01,NA,675519.12,NA
"1740",2008,"House","NM",1,3052932.05,1888635.35,2190650.83,1269214.21
"1741",2008,"House","NM",2,4363973.75,2368588.59,1979184.54,956754.8
"1742",2008,"House","NM",3,3592134.77,222142.47,1569700.47,193552.47
"1743",2008,"House","NV",1,2164791.88,21638,1235672.37,8782
"1744",2008,"House","NV",2,1119173.77,1728119.71,735920.38,915558.61
"1745",2008,"House","NV",3,2856865.73,3120010.16,1727608.47,1368399.3
"1746",2008,"House","NY",1,1391806.92,873029.61,861405.99,764144.26
"1747",2008,"House","NY",2,2144801.95,10000,1570318.88,10000
"1748",2008,"House","NY",3,45593.54,1794632.97,41792.31,1131182.4
"1749",2008,"House","NY",4,1336624.93,503789.81,798644.53,453589.81
"1750",2008,"House","NY",5,1313445.46,46120,907833.78,36478
"1751",2008,"House","NY",6,1308855.36,NA,277621.52,NA
"1752",2008,"House","NY",7,2058428.34,NA,758126,NA
"1753",2008,"House","NY",8,1381999.07,0,916982.19,0
"1754",2008,"House","NY",9,380159.1,0,155040.7,0
"1755",2008,"House","NY",10,1678938.62,NA,787530.99,NA
"1756",2008,"House","NY",11,551536.17,NA,297587.02,NA
"1757",2008,"House","NY",12,1125255.11,NA,248681,NA
"1758",2008,"House","NY",13,2054643.77,1508169.42,1330057.99,759601.42
"1759",2008,"House","NY",14,1692323.47,1.87,946452.92,0
"1760",2008,"House","NY",15,5093242.47,NA,2390175.93,NA
"1761",2008,"House","NY",16,410513.31,NA,129135.63,NA
"1762",2008,"House","NY",17,1000779.22,NA,532502.63,NA
"1763",2008,"House","NY",18,1394487.01,18605,1080294.5,4957
"1764",2008,"House","NY",19,2240325.49,2195265.96,1512350.98,1443401.52
"1765",2008,"House","NY",20,4651538.23,7874259.41,3261155.55,1351147.04
"1766",2008,"House","NY",21,2562233.54,530473.64,1666867.1,298929.51
"1767",2008,"House","NY",22,698172.35,171814.03,424737.94,153780.03
"1768",2008,"House","NY",23,109480.4,708608.26,96685.18,183771.56
"1769",2008,"House","NY",24,1612043.45,1113778.81,655025.11,398912.02
"1770",2008,"House","NY",25,2366304.48,1364925.9,1308825.72,886965.32
"1771",2008,"House","NY",26,6353877.56,3561710.55,1580314.21,1448267.37
"1772",2008,"House","NY",27,1088829.13,192960.84,671290.03,166324.84
"1773",2008,"House","NY",28,822548.74,NA,226112.64,NA
"1774",2008,"House","NY",29,2405865.78,1501074.39,1491056.51,574418.42
"1775",2008,"House","OH",1,1497865.46,2349750.68,839816.53,935064.89
"1776",2008,"House","OH",2,2584701.71,1924457.18,1855554.86,1219228.65
"1777",2008,"House","OH",3,471283.38,1211640.64,172074.93,874883.86
"1778",2008,"House","OH",4,30796.95,957810.66,11108,583265.76
"1779",2008,"House","OH",5,553035.03,2696271.51,221881.6,1249199.25
"1780",2008,"House","OH",6,793061.41,0,206909,0
"1781",2008,"House","OH",7,884656.05,1996389.24,593922.72,1071460.25
"1782",2008,"House","OH",8,28163.13,5161991.51,8976.12,1659889.81
"1783",2008,"House","OH",9,640881.92,NA,259206.76,NA
"1784",2008,"House","OH",10,3321934.44,394757.58,2961394.58,343984.53
"1785",2008,"House","OH",11,1311607.01,NA,473826.9,NA
"1786",2008,"House","OH",12,209643.61,2070760.69,174023.77,892148.15
"1787",2008,"House","OH",13,745583.36,62251.5,272376.22,33723
"1788",2008,"House","OH",14,556178.53,1476189.67,465577.24,608046.54
"1789",2008,"House","OH",15,2592759.81,3099579.92,1803365.36,1216695.65
"1790",2008,"House","OH",16,1794140.27,1360336.58,880499.4,1109046.69
"1791",2008,"House","OH",17,1360625.72,850,699549.04,100
"1792",2008,"House","OH",18,2292533.09,661046.41,1079215.43,477436.07
"1793",2008,"House","OK",1,566309.76,1093528.44,96496.19,482727.33
"1794",2008,"House","OK",2,1757852.65,NA,736722.1,NA
"1795",2008,"House","OK",3,27104.5,543190.88,14709.5,175804.59
"1796",2008,"House","OK",4,10033.43,1127361.62,5591,601733.01
"1797",2008,"House","OK",5,0,1239504.03,0,905039.29
"1798",2008,"House","OR",1,1055601.78,17325,564083.87,5542
"1799",2008,"House","OR",2,2027,1582990.39,50,767278.34
"1800",2008,"House","OR",3,1194356.82,NA,406118.59,NA
"1801",2008,"House","OR",4,729426.9,0,242253.78,0
"1802",2008,"House","OR",5,2189430.41,3114586.75,855770.45,711510.52
"1803",2008,"House","PA",1,764051.41,NA,260370,NA
"1804",2008,"House","PA",2,274081.32,17819.25,69700,14049.25
"1805",2008,"House","PA",3,1921653.39,2660471.48,1155281.29,811260.42
"1806",2008,"House","PA",4,2945374.2,1521669.71,1395297.67,1110590.24
"1807",2008,"House","PA",5,278467.72,4119398.13,211335.5,734365.42
"1808",2008,"House","PA",6,693574.59,2370629.41,505890.01,1109801.45
"1809",2008,"House","PA",7,3889079.44,841222.39,2769013.11,546120.83
"1810",2008,"House","PA",8,3964707.7,1152412.14,2709555.66,890248.39
"1811",2008,"House","PA",9,43866.06,988778.11,22010.34,490532.47
"1812",2008,"House","PA",10,2348311.12,5582380.7,1175752.65,1670904.48
"1813",2008,"House","PA",11,2517290.07,1324953.94,881518.99,980064.28
"1814",2008,"House","PA",12,3523109.62,3662723.2,2205742.75,3596933.15
"1815",2008,"House","PA",13,3161120.75,501246.8,1980044.08,160620.58
"1816",2008,"House","PA",14,915675.82,NA,334204,NA
"1817",2008,"House","PA",15,956167.64,1881017.76,700167.53,1115531.87
"1818",2008,"House","PA",16,98521.71,625294.42,71534.78,193611
"1819",2008,"House","PA",17,1038663.93,124303.39,310351.05,66155.98
"1820",2008,"House","PA",18,853603.33,1825280.02,371876.53,842708.41
"1821",2008,"House","PA",19,64704.52,214289.84,51900.93,211311.98
"1822",2008,"House","RI",1,1496422.16,8166,1000207.94,100
"1823",2008,"House","RI",2,808866.17,53499.23,429146.53,38147.3
"1824",2008,"House","SC",1,2265886.79,1020201.14,1046062.06,588851.05
"1825",2008,"House","SC",2,753905.85,1171188.69,428945.07,528022.37
"1826",2008,"House","SC",3,84411,1182189.76,40999,548936.09
"1827",2008,"House","SC",4,77897.02,483456.04,76775.25,330274.23
"1828",2008,"House","SC",5,1225282.71,30016.76,308947.16,2000
"1829",2008,"House","SC",6,3207170.91,NA,908315.55,NA
"1830",2008,"House","TN",1,10361,1552818.87,7011,870330.62
"1831",2008,"House","TN",2,NA,658172.48,NA,161666.96
"1832",2008,"House","TN",3,180,1239750.65,90,827399.85
"1833",2008,"House","TN",4,1062422.68,537793.44,369336.48,358950.2
"1834",2008,"House","TN",5,637408.12,18258,338120.19,8610
"1835",2008,"House","TN",6,1704000.82,NA,408659.41,NA
"1836",2008,"House","TN",7,2085,1447431.77,2085,823659.08
"1837",2008,"House","TN",8,1462301.95,25957,174611.41,269
"1838",2008,"House","TN",9,1711211.31,4342.34,1151625.67,0
"1839",2008,"House","TX",1,NA,888651.96,NA,704792.5
"1840",2008,"House","TX",2,80476.69,800697.2,0,504463
"1841",2008,"House","TX",3,67614.58,1232070.06,19699,509759.23
"1842",2008,"House","TX",4,83761.79,1483207.17,62320.49,628158.87
"1843",2008,"House","TX",5,NA,1607838.01,NA,934595.08
"1844",2008,"House","TX",6,38938,1517025.9,10409,668870.88
"1845",2008,"House","TX",7,3083683.56,1747991.38,1990657.11,1166492.89
"1846",2008,"House","TX",8,1775,621913.21,1275,79875
"1847",2008,"House","TX",9,369156.11,1000,93575,0
"1848",2008,"House","TX",10,1434772.77,1723169.71,1196997.21,858710.32
"1849",2008,"House","TX",11,NA,1137072.59,NA,642483.7
"1850",2008,"House","TX",12,17172,1380783.33,9803,806356.51
"1851",2008,"House","TX",13,13149,778209.53,8128,594255.51
"1852",2008,"House","TX",14,783.03,5282616.14,750,1552309.65
"1853",2008,"House","TX",15,616108.93,22446.5,272532,16387.5
"1854",2008,"House","TX",16,1033754.57,NA,585264.36,NA
"1855",2008,"House","TX",17,2267337.11,111648.99,1073279.27,91937.44
"1856",2008,"House","TX",18,930271.6,65270.99,659808.87,60940.99
"1857",2008,"House","TX",19,78204,1286213.78,13075,656933.3
"1858",2008,"House","TX",20,870833.2,0,267855.7,0
"1859",2008,"House","TX",21,153.83,1242143.92,0,717749.13
"1860",2008,"House","TX",22,2300048.29,5212200.77,1194896.35,3350761.91
"1861",2008,"House","TX",23,2367137.12,2761411.14,990208.11,1154352.83
"1862",2008,"House","TX",24,23227.19,651069.4,16779.2,182844.4
"1863",2008,"House","TX",25,1180664.96,87271.43,498833.83,13981
"1864",2008,"House","TX",26,7421,1049113.11,7321,339705.48
"1865",2008,"House","TX",27,797438.71,87082.38,417849,43845
"1866",2008,"House","TX",28,1426018.35,7454.67,844233.55,1450
"1867",2008,"House","TX",29,1077281.59,14010,219907.29,11535
"1868",2008,"House","TX",30,527856.68,0,194660.63,0
"1869",2008,"House","TX",31,23938.25,947704.35,21489.83,578709.76
"1870",2008,"House","TX",32,155164.15,1808591.32,98679.02,1003198.09
"1871",2008,"House","UT",1,24750.1,309556.69,17578,140745
"1872",2008,"House","UT",2,1789770.28,723009.36,394588.99,98261.99
"1873",2008,"House","UT",3,44238.27,1844171.14,17891.11,621165.45
"1874",2008,"House","VA",1,389252.75,1504464.48,213005.6,775450.84
"1875",2008,"House","VA",2,1383507.74,2046098.88,974655.4,1064836.68
"1876",2008,"House","VA",3,525141.81,0,280282.23,0
"1877",2008,"House","VA",4,51884,729044.66,29895,460003.36
"1878",2008,"House","VA",5,1888727.73,1797230.83,1606378.94,1240571.51
"1879",2008,"House","VA",6,402150.37,1407772.32,340413.1,666096.11
"1880",2008,"House","VA",7,73694.06,3990898.86,58904.74,1870006.13
"1881",2008,"House","VA",8,1299739.15,128092.26,762918.03,101853.14
"1882",2008,"House","VA",9,1750970.3,1000,429793.02,0
"1883",2008,"House","VA",10,2319980.24,2087391.74,2001990.97,1596141.45
"1884",2008,"House","VA",11,2835931.3,3544221.01,2069870.49,2479944.24
"1885",2008,"House","WA",1,1033933.37,51730,449882.86,32230
"1886",2008,"House","WA",2,1336441.92,193034.69,566568.75,180281.33
"1887",2008,"House","WA",3,767794.75,104072.99,310576.41,100616.78
"1888",2008,"House","WA",4,369866.93,615275.02,272980.24,320354.16
"1889",2008,"House","WA",5,107371.29,1443237,86863.74,797529
"1890",2008,"House","WA",6,1397117.03,17950.5,723776.19,4468.42
"1891",2008,"House","WA",7,624487.23,34059.5,274241.92,32071.81
"1892",2008,"House","WA",8,4463610.02,2855904.06,3684073.01,1649654.29
"1893",2008,"House","WA",9,648479.04,10040.61,233876.91,1515
"1894",2008,"House","WI",1,184316.64,1988141.34,105262.67,1013089.28
"1895",2008,"House","WI",2,1471571.39,55343.4,1017391.16,20000
"1896",2008,"House","WI",3,1301642.04,59943.5,391012.47,41557.5
"1897",2008,"House","WI",4,546190.88,NA,145061.8,NA
"1898",2008,"House","WI",5,NA,560348.27,NA,306567.24
"1899",2008,"House","WI",6,18202,771343.07,12577,170887
"1900",2008,"House","WI",7,1749168.38,93683.77,667156.07,48362.73
"1901",2008,"House","WI",8,2178478.95,1605496.1,868439.23,1056976.96
"1902",2008,"House","WV",1,794864.86,25608.44,404413,0
"1903",2008,"House","WV",2,1584797.03,2217693.52,1043623.31,1257081.15
"1904",2008,"House","WV",3,794936.72,0,296554.17,0
"1905",2008,"Senate","00",0,1161013865.05,673142146.62,968796741.79,417113106.26
"1906",2008,"Senate","AK",0,6686454.19,8848072.04,5413610.27,4343434.94
"1907",2008,"Senate","AL",0,403032,7372223,305378,3507531
"1908",2008,"Senate","AR",0,6294341,326,3078914,0
"1909",2008,"Senate","AS",0,119020,100939.77,101520,92589.77
"1910",2008,"Senate","AZ",0,17723,2960202,300,91602
"1911",2008,"Senate","CA",0,5347208.76,62675,4109403.01,45318
"1912",2008,"Senate","CO",0,14711432,7412732,10743732,5439066
"1913",2008,"Senate","CT",0,1678431,4150,186557,4100
"1914",2008,"Senate","DC",0,446983.35,NA,267814.69,NA
"1915",2008,"Senate","DE",0,2052774.52,1624372.51,924131.78,822584.97
"1916",2008,"Senate","FL",0,1345717,1779642,633962,1354424
"1917",2008,"Senate","GA",0,8885371,15966530,7812087,9357462
"1918",2008,"Senate","GU",0,262275,NA,216175,NA
"1919",2008,"Senate","HI",0,2242776,527,1152279,0
"1920",2008,"Senate","IA",0,6358882,1528603,4334495,598781
"1921",2008,"Senate","ID",0,1430484,5509460,836289,2806205
"1922",2008,"Senate","IL",0,8270088,2282469,5564407,955795
"1923",2008,"Senate","IN",0,916297,756869,21668,545635
"1924",2008,"Senate","KS",0,2266096,8356444,1908851,2724454
"1925",2008,"Senate","KY",0,12781435,19006823,2776790,9880520
"1926",2008,"Senate","LA",0,9230092,7030156,6076085,5376158
"1927",2008,"Senate","MA",0,17539162,2744576,2648647,2592186
"1928",2008,"Senate","MD",0,1470292,225726,868814,106321
"1929",2008,"Senate","ME",0,6052891,7718716,4997715,4411921
"1930",2008,"Senate","MI",0,9478439,616429,6933139,547211
"1931",2008,"Senate","MN",0,2260545,19398940,1306055,12142988
"1932",2008,"Senate","MO",0,1070395,1564290,323214,1055749
"1933",2008,"Senate","MP",0,10756,54565,756,23142
"1934",2008,"Senate","MS",0,2737166,8459590,2151046,4674539
"1935",2008,"Senate","MT",0,9237364.42,1324720.97,4969390.77,781973.9
"1936",2008,"Senate","NC",0,9391205,18359130,7542748,11963833
"1937",2008,"Senate","ND",0,3975356.7,1963456.98,1235508.63,1940764.78
"1938",2008,"Senate","NE",0,3508774.21,6240995,1973575.01,3458468
"1939",2008,"Senate","NH",0,10186950,7715631,8226106,4837343
"1940",2008,"Senate","NJ",0,14221757,4714149,8425497,1586456
"1941",2008,"Senate","NM",0,8617063.24,9350985.49,6181563,6210325.28
"1942",2008,"Senate","NV",0,5238981,284683,3549228,143624
"1943",2008,"Senate","NY",0,8012932,493954,264026,357417
"1944",2008,"Senate","OH",0,1826358,2501564,1115840,1859135
"1945",2008,"Senate","OK",0,2869433,5689503,2609723,3744399
"1946",2008,"Senate","OR",0,8761900,9268623,6910571,5574787
"1947",2008,"Senate","PA",0,897990,7379488,405687,5735263
"1948",2008,"Senate","PR",0,2279945.97,62648,2208595.97,62550
"1949",2008,"Senate","RI",0,4395783,86070,2311689,500
"1950",2008,"Senate","SC",0,28959,7186184,16665,4423760
"1951",2008,"Senate","SD",0,5931663.44,4734795.64,2738285,3788109
"1952",2008,"Senate","TN",0,1553657,8827507,1029260,5464925
"1953",2008,"Senate","TX",0,14362259,16894949,5957727,12207516
"1954",2008,"Senate","UT",0,0,1245714,0,442435
"1955",2008,"Senate","VA",0,14146163,2937431,11072570,2330419
"1956",2008,"Senate","VI",0,233099.06,NA,111799.06,NA
"1957",2008,"Senate","VT",0,1790089.6,58720.23,981558.39,1050
"1958",2008,"Senate","WA",0,3867062,153318,2880111,3400
"1959",2008,"Senate","WI",0,3761785,NA,3265214,NA
"1960",2008,"Senate","WV",0,5256774,191759,3261648,142175
"1961",2008,"Senate","WY",0,1922420.03,7418214,1386881.13,2527154.19
"1962",2010,"House","AL",1,0,964394.13,0,536959.63
"1963",2010,"House","AL",2,1413031.76,1500280.76,493648.73,990287.78
"1964",2010,"House","AL",3,441239.47,1141732.43,386306.42,651809.92
"1965",2010,"House","AL",4,NA,828588.47,NA,389321.44
"1966",2010,"House","AL",5,1441004.36,3391945.54,848734,2039068.29
"1967",2010,"House","AL",6,NA,1454599.8,NA,615705.95
