poll_id,pollster_rating_id,methodology,state,seat_number,question_id,sample_size,population_full,cycle,office_type,party,pct,answer
87845,292,Live Phone/Online Panel,Virginia,0,206471,691,lv,2024,U.S. President,REP,44,Trump
87934,391,Online Panel,Missouri,0,207316,900,lv,2024,U.S. President,DEM,41,Harris
87934,391,Online Panel,Missouri,0,207316,900,lv,2024,U.S. President,REP,54,Trump
87812,837,,Pennsylvania,0,206257,719,lv,2024,U.S. President,DEM,50.2,Harris
87812,837,,Pennsylvania,0,206257,719,lv,2024,U.S. President,REP,49.8,Trump
87813,837,,Michigan,0,206258,702,lv,2024,U.S. President,DEM,53.1,Harris
87813,837,,Michigan,0,206258,702,lv,2024,U.S. President,REP,46.9,Trump
87814,837,,Georgia,0,206259,651,lv,2024,U.S. President,DEM,48,Harris
87814,837,,Georgia,0,206259,651,lv,2024,U.S. President,REP,52,Trump
87815,837,,Arizona,0,206260,702,lv,2024,U.S. President,DEM,48.6,Harris
87815,837,,Arizona,0,206260,702,lv,2024,U.S. President,REP,51.4,Trump
87816,837,,North Carolina,0,206261,702,lv,2024,U.S. President,DEM,49.8,Harris
87816,837,,North Carolina,0,206261,702,lv,2024,U.S. President,REP,50.2,Trump
87817,837,,Wisconsin,0,206262,700,lv,2024,U.S. President,DEM,52.5,Harris
87817,837,,Wisconsin,0,206262,700,lv,2024,U.S. President,REP,47.5,Trump
87818,837,,Nevada,0,206263,678,lv,2024,U.S. President,DEM,53.7,Harris
87818,837,,Nevada,0,206263,678,lv,2024,U.S. President,REP,46.3,Trump
87800,67,,Pennsylvania,0,206186,800,lv,2024,U.S. President,DEM,47.8,Harris
87800,67,,Pennsylvania,0,206186,800,lv,2024,U.S. President,REP,47.1,Trump
87807,448,Live Phone,Nevada,0,206206,677,lv,2024,U.S. President,DEM,47,Harris
87807,448,Live Phone,Nevada,0,206206,677,lv,2024,U.S. President,REP,48,Trump
87788,862,Online Panel,,0,206079,1858,lv,2024,U.S. President,DEM,53,Harris
87788,862,Online Panel,,0,206079,1858,lv,2024,U.S. President,REP,47,Trump
87806,448,Live Phone,Arizona,0,206203,677,lv,2024,U.S. President,DEM,50,Harris
87806,448,Live Phone,Arizona,0,206203,677,lv,2024,U.S. President,REP,45,Trump
87872,48,,,0,206673,2696,lv,2024,U.S. President,DEM,47,Harris
87872,48,,,0,206673,2696,lv,2024,U.S. President,REP,43,Trump
87787,721,App Panel,Florida,0,206077,400,lv,2024,U.S. President,DEM,45.9,Harris
87787,721,App Panel,Florida,0,206077,400,lv,2024,U.S. President,REP,54.1,Trump
87871,522,,,0,206684,6067,lv,2024,U.S. President,DEM,49,Harris
87871,522,,,0,206684,6067,lv,2024,U.S. President,REP,46,Trump
87797,88,IVR/Online Panel/Text-to-Web,Pennsylvania,0,206163,1000,lv,2024,U.S. President,DEM,49.3,Harris
87797,88,IVR/Online Panel/Text-to-Web,Pennsylvania,0,206163,1000,lv,2024,U.S. President,REP,50.7,Trump
87781,88,IVR/Online Panel/Text-to-Web,,0,206012,1000,lv,2024,U.S. President,DEM,52.3,Harris
87781,88,IVR/Online Panel/Text-to-Web,,0,206012,1000,lv,2024,U.S. President,REP,47.7,Trump
87790,144,Online Panel,Wisconsin,0,206116,976,lv,2024,U.S. President,DEM,47.2,Harris
87790,144,Online Panel,Wisconsin,0,206116,976,lv,2024,U.S. President,REP,47,Trump
87796,555,Online Panel,,0,206143,2708,lv,2024,U.S. President,DEM,47,Harris
87796,555,Online Panel,,0,206143,2708,lv,2024,U.S. President,REP,49,Trump
87808,448,Live Phone,North Carolina,0,206205,655,lv,2024,U.S. President,DEM,49,Harris
87808,448,Live Phone,North Carolina,0,206205,655,lv,2024,U.S. President,REP,47,Trump
87809,448,Live Phone,Georgia,0,206204,661,lv,2024,U.S. President,DEM,46,Harris
87809,448,Live Phone,Georgia,0,206204,661,lv,2024,U.S. President,REP,50,Trump
87776,721,App Panel,,0,205883,1000,lv,2024,U.S. President,DEM,52.4,Harris
87776,721,App Panel,,0,205883,1000,lv,2024,U.S. President,REP,47.6,Trump
87794,154,Probability Panel,,0,206223,1505,lv,2024,U.S. President,DEM,51,Harris
87794,154,Probability Panel,,0,206223,1505,lv,2024,U.S. President,REP,45,Trump
87747,721,App Panel,Texas,0,205745,400,lv,2024,U.S. President,DEM,46.7,Harris
87747,721,App Panel,Texas,0,205745,400,lv,2024,U.S. President,REP,53.3,Trump
87777,267,Live Phone,Pennsylvania,0,205901,1738,lv,2024,U.S. President,DEM,50,Harris
87777,267,Live Phone,Pennsylvania,0,205901,1738,lv,2024,U.S. President,REP,47,Trump
87761,770,IVR/Online Panel/Text-to-Web,Florida,0,205812,1040,lv,2024,U.S. President,DEM,47,Harris
87761,770,IVR/Online Panel/Text-to-Web,Florida,0,205812,1040,lv,2024,U.S. President,REP,50,Trump
87785,694,Live Phone/Text-to-Web,Michigan,0,206075,600,lv,2024,U.S. President,DEM,48,Harris
87785,694,Live Phone/Text-to-Web,Michigan,0,206075,600,lv,2024,U.S. President,REP,48,Trump
87773,457,,California,0,205866,3765,lv,2024,U.S. President,DEM,59,Harris
87773,457,,California,0,205866,3765,lv,2024,U.S. President,REP,34,Trump
87721,448,Live Phone,Pennsylvania,0,205628,693,lv,2024,U.S. President,DEM,50,Harris
87721,448,Live Phone,Pennsylvania,0,205628,693,lv,2024,U.S. President,REP,46,Trump
87713,243,,Michigan,0,205617,800,lv,2024,U.S. President,DEM,49,Harris
87713,243,,Michigan,0,205617,800,lv,2024,U.S. President,REP,47,Trump
87791,67,,,0,206119,1500,lv,2024,U.S. President,DEM,47.6,Harris
87791,67,,,0,206119,1500,lv,2024,U.S. President,REP,47,Trump
87719,448,Live Phone,Michigan,0,205626,619,lv,2024,U.S. President,DEM,50,Harris
87719,448,Live Phone,Michigan,0,205626,619,lv,2024,U.S. President,REP,46,Trump
87720,448,Live Phone,Wisconsin,0,205627,661,lv,2024,U.S. President,DEM,50,Harris
87720,448,Live Phone,Wisconsin,0,205627,661,lv,2024,U.S. President,REP,46,Trump
87848,413,Text-to-Web,Arizona,0,206482,600,lv,2024,U.S. President,DEM,46,Harris
87848,413,Text-to-Web,Arizona,0,206482,600,lv,2024,U.S. President,REP,49,Trump
87849,413,Text-to-Web,Michigan,0,206483,600,lv,2024,U.S. President,DEM,47,Harris
87849,413,Text-to-Web,Michigan,0,206483,600,lv,2024,U.S. President,REP,46,Trump
87850,413,Text-to-Web,North Carolina,0,206484,600,lv,2024,U.S. President,DEM,46,Harris
87850,413,Text-to-Web,North Carolina,0,206484,600,lv,2024,U.S. President,REP,48,Trump
87851,413,Text-to-Web,Pennsylvania,0,206485,600,lv,2024,U.S. President,DEM,46,Harris
87851,413,Text-to-Web,Pennsylvania,0,206485,600,lv,2024,U.S. President,REP,48,Trump
87852,413,Text-to-Web,Wisconsin,0,206486,600,lv,2024,U.S. President,DEM,48,Harris
87852,413,Text-to-Web,Wisconsin,0,206486,600,lv,2024,U.S. President,REP,48,Trump
87714,243,,Wisconsin,0,205618,800,lv,2024,U.S. President,DEM,48.3,Harris
87714,243,,Wisconsin,0,205618,800,lv,2024,U.S. President,REP,48.6,Trump
87710,555,Online Panel,,0,205606,NA,lv,2024,U.S. President,DEM,49,Harris
87710,555,Online Panel,,0,205606,NA,lv,2024,U.S. President,REP,49,Trump
87700,88,Online Panel/Text-to-Web,Montana,0,205437,1000,lv,2024,U.S. President,DEM,42.5,Harris
87700,88,Online Panel/Text-to-Web,Montana,0,205437,1000,lv,2024,U.S. President,REP,57.5,Trump
87694,721,App Panel,,0,205341,1000,lv,2024,U.S. President,DEM,50,Harris
87694,721,App Panel,,0,205341,1000,lv,2024,U.S. President,REP,50,Trump
87677,325,Online Panel,,0,205228,1510,lv,2024,U.S. President,DEM,48,Harris
87677,325,Online Panel,,0,205228,1510,lv,2024,U.S. President,REP,45,Trump
87706,416,Live Phone,Arizona,0,205574,500,lv,2024,U.S. President,DEM,44.4,Harris
87706,416,Live Phone,Arizona,0,205574,500,lv,2024,U.S. President,REP,41.6,Trump
87663,391,Online Panel,,0,205200,3092,lv,2024,U.S. President,DEM,50,Harris
87663,391,Online Panel,,0,205200,3092,lv,2024,U.S. President,REP,49,Trump
87763,606,Online Panel/Text-to-Web,Arizona,0,205823,435,lv,2024,U.S. President,DEM,48,Harris
87763,606,Online Panel/Text-to-Web,Arizona,0,205823,435,lv,2024,U.S. President,REP,46,Trump
87764,606,Online Panel/Text-to-Web,Georgia,0,205824,405,lv,2024,U.S. President,DEM,48,Harris
87764,606,Online Panel/Text-to-Web,Georgia,0,205824,405,lv,2024,U.S. President,REP,48,Trump
87765,606,Online Panel/Text-to-Web,Michigan,0,205825,406,lv,2024,U.S. President,DEM,49,Harris
87765,606,Online Panel/Text-to-Web,Michigan,0,205825,406,lv,2024,U.S. President,REP,46,Trump
87766,606,Online Panel/Text-to-Web,Nevada,0,205826,403,lv,2024,U.S. President,DEM,45,Harris
87766,606,Online Panel/Text-to-Web,Nevada,0,205826,403,lv,2024,U.S. President,REP,48,Trump
87767,606,Online Panel/Text-to-Web,North Carolina,0,205827,403,lv,2024,U.S. President,DEM,48,Harris
87767,606,Online Panel/Text-to-Web,North Carolina,0,205827,403,lv,2024,U.S. President,REP,47,Trump
87768,606,Online Panel/Text-to-Web,Pennsylvania,0,205828,411,lv,2024,U.S. President,DEM,49,Harris
87768,606,Online Panel/Text-to-Web,Pennsylvania,0,205828,411,lv,2024,U.S. President,REP,48,Trump
87769,606,Online Panel/Text-to-Web,Wisconsin,0,205829,404,lv,2024,U.S. President,DEM,49,Harris
87769,606,Online Panel/Text-to-Web,Wisconsin,0,205829,404,lv,2024,U.S. President,REP,46,Trump
87667,90,Live Phone/Text-to-Web,Pennsylvania,0,205210,600,lv,2024,U.S. President,DEM,48,Harris
87667,90,Live Phone/Text-to-Web,Pennsylvania,0,205210,600,lv,2024,U.S. President,REP,48,Trump
87678,305,Live Phone,New York,0,205260,1199,lv,2024,U.S. President,DEM,53,Harris
87678,305,Live Phone,New York,0,205260,1199,lv,2024,U.S. President,REP,39,Trump
87698,195,Live Phone/Email,Wisconsin,0,205426,801,lv,2024,U.S. President,DEM,50,Harris
87698,195,Live Phone/Email,Wisconsin,0,205426,801,lv,2024,U.S. President,REP,49,Trump
87699,195,Probability Panel,,0,205434,683,lv,2024,U.S. President,DEM,53,Harris
87699,195,Probability Panel,,0,205434,683,lv,2024,U.S. President,REP,47,Trump
87704,694,Live Phone,Georgia,0,205572,600,lv,2024,U.S. President,DEM,48,Harris
87704,694,Live Phone,Georgia,0,205572,600,lv,2024,U.S. President,REP,48,Trump
87658,671,IVR/Live Phone/Text/Online Panel/Email,Georgia,0,205167,NA,lv,2024,U.S. President,DEM,47,Harris
87658,671,IVR/Live Phone/Text/Online Panel/Email,Georgia,0,205167,NA,lv,2024,U.S. President,REP,49,Trump
87668,126,Live Phone,Pennsylvania,0,205212,500,lv,2024,U.S. President,DEM,50,Harris
87668,126,Live Phone,Pennsylvania,0,205212,500,lv,2024,U.S. President,REP,46,Trump
87668,126,Live Phone,Pennsylvania,0,205212,500,lv,2024,U.S. President,LIB,2,Oliver
87643,836,IVR/Live Phone/Online Panel/Text-to-Web,,0,204992,1035,lv,2024,U.S. President,DEM,49.5,Harris
87643,836,IVR/Live Phone/Online Panel/Text-to-Web,,0,204992,1035,lv,2024,U.S. President,REP,48.3,Trump
87639,721,App Panel,,0,204876,1000,lv,2024,U.S. President,DEM,48.7,Harris
87639,721,App Panel,,0,204876,1000,lv,2024,U.S. President,REP,51.3,Trump
87640,203,Online Panel,,0,204924,1000,lv,2024,U.S. President,DEM,45,Harris
87640,203,Online Panel,,0,204924,1000,lv,2024,U.S. President,REP,47,Trump
87644,260,Online Panel/Text-to-Web,Arizona,0,204993,400,lv,2024,U.S. President,DEM,43,Harris
87644,260,Online Panel/Text-to-Web,Arizona,0,204993,400,lv,2024,U.S. President,REP,48,Trump
87645,260,Online Panel/Text-to-Web,Michigan,0,204994,400,lv,2024,U.S. President,DEM,45,Harris
87645,260,Online Panel/Text-to-Web,Michigan,0,204994,400,lv,2024,U.S. President,REP,45,Trump
87646,260,Online Panel/Text-to-Web,Nevada,0,204995,400,lv,2024,U.S. President,DEM,45,Harris
87646,260,Online Panel/Text-to-Web,Nevada,0,204995,400,lv,2024,U.S. President,REP,46,Trump
87647,260,Online Panel/Text-to-Web,Pennsylvania,0,204996,400,lv,2024,U.S. President,DEM,48,Harris
87647,260,Online Panel/Text-to-Web,Pennsylvania,0,204996,400,lv,2024,U.S. President,REP,45,Trump
87648,260,Online Panel/Text-to-Web,Wisconsin,0,204997,400,lv,2024,U.S. President,DEM,48,Harris
87648,260,Online Panel/Text-to-Web,Wisconsin,0,204997,400,lv,2024,U.S. President,REP,46,Trump
87651,251,Live Phone/Online Panel/Text-to-Web,,0,205035,2919,lv,2024,U.S. President,DEM,49.5,Harris
87651,251,Live Phone/Online Panel/Text-to-Web,,0,205035,2919,lv,2024,U.S. President,REP,50.5,Trump
87651,251,Live Phone/Online Panel/Text-to-Web,,0,205037,2919,lv,2024,U.S. President,DEM,47.2,Harris
87651,251,Live Phone/Online Panel/Text-to-Web,,0,205037,2919,lv,2024,U.S. President,REP,47.9,Trump
87650,694,Live Phone,Ohio,0,205030,600,lv,2024,U.S. President,DEM,42,Harris
87650,694,Live Phone,Ohio,0,205030,600,lv,2024,U.S. President,REP,52,Trump
87617,770,IVR/Online Panel,,0,204773,952,lv,2024,U.S. President,DEM,48,Harris
87617,770,IVR/Online Panel,,0,204773,952,lv,2024,U.S. President,REP,46,Trump
87612,360,Live Phone/Text-to-Web,Florida,0,204676,774,lv,2024,U.S. President,DEM,42,Harris
87612,360,Live Phone/Text-to-Web,Florida,0,204676,774,lv,2024,U.S. President,REP,49,Trump
87634,141,Live Phone,Oregon,0,204850,700,lv,2024,U.S. President,DEM,49,Harris
87634,141,Live Phone,Oregon,0,204850,700,lv,2024,U.S. President,REP,44,Trump
87659,52,Online Panel,,0,205198,995,lv,2024,U.S. President,DEM,48,Harris
87659,52,Online Panel,,0,205198,995,lv,2024,U.S. President,REP,47,Trump
87558,357,Online Panel/Text-to-Web,Maine,0,204334,1445,lv,2024,U.S. President,DEM,54,Harris
87558,357,Online Panel/Text-to-Web,Maine,0,204334,1445,lv,2024,U.S. President,REP,45,Trump
87559,357,Online Panel/Text-to-Web,New Hampshire,0,204336,2875,lv,2024,U.S. President,DEM,53,Harris
87559,357,Online Panel/Text-to-Web,New Hampshire,0,204336,2875,lv,2024,U.S. President,REP,46,Trump
87581,325,Online Panel,Minnesota,0,204502,656,lv,2024,U.S. President,DEM,50,Harris
87581,325,Online Panel,Minnesota,0,204502,656,lv,2024,U.S. President,REP,40,Trump
87724,357,Online Panel/Text-to-Web,Maine,1,205674,732,lv,2024,U.S. President,DEM,60,Harris
87724,357,Online Panel/Text-to-Web,Maine,1,205674,732,lv,2024,U.S. President,REP,39,Trump
87725,357,Online Panel/Text-to-Web,Maine,2,205675,701,lv,2024,U.S. President,DEM,49,Harris
87725,357,Online Panel/Text-to-Web,Maine,2,205675,701,lv,2024,U.S. President,REP,51,Trump
87579,133,Online Panel,,0,204441,2472,lv,2024,U.S. President,DEM,49,Harris
87579,133,Online Panel,,0,204441,2472,lv,2024,U.S. President,REP,51,Trump
87557,448,Live Phone,,0,204204,1142,lv,2024,U.S. President,DEM,47,Harris
87557,448,Live Phone,,0,204204,1142,lv,2024,U.S. President,REP,48,Trump
87534,166,,Georgia,0,204025,400,lv,2024,U.S. President,DEM,46.7,Harris
87534,166,,Georgia,0,204025,400,lv,2024,U.S. President,REP,48,Trump
88063,88,Online Panel/Text-to-Web,California,0,207952,815,lv,2024,U.S. Senate,DEM,54.7,Schiff
88063,88,Online Panel/Text-to-Web,California,0,207952,815,lv,2024,U.S. Senate,REP,32.5,Garvey
88064,88,Online Panel/Text-to-Web,Florida,0,207953,815,lv,2024,U.S. Senate,DEM,44.8,Mucarsel-Powell
88064,88,Online Panel/Text-to-Web,Florida,0,207953,815,lv,2024,U.S. Senate,REP,45.8,Scott
88065,88,Online Panel/Text-to-Web,Texas,0,207954,845,lv,2024,U.S. Senate,DEM,44.3,Allred
88065,88,Online Panel/Text-to-Web,Texas,0,207954,845,lv,2024,U.S. Senate,REP,48,Cruz
88066,88,Online Panel/Text-to-Web,Ohio,0,207955,945,lv,2024,U.S. Senate,DEM,45.6,Brown
88066,88,Online Panel/Text-to-Web,Ohio,0,207955,945,lv,2024,U.S. Senate,REP,44.2,Moreno
88041,721,App Panel,Michigan,0,207901,400,lv,2024,U.S. Senate,DEM,53.2,Slotkin
88041,721,App Panel,Michigan,0,207901,400,lv,2024,U.S. Senate,REP,46.8,Rogers
88009,721,App Panel,Tennessee,0,207663,400,lv,2024,U.S. Senate,DEM,40.2,Johnson
88009,721,App Panel,Tennessee,0,207663,400,lv,2024,U.S. Senate,REP,59.8,Blackburn
88002,851,Online Panel,Ohio,0,207611,600,lv,2024,U.S. Senate,DEM,50,Brown
88002,851,Online Panel,Ohio,0,207611,600,lv,2024,U.S. Senate,REP,45,Moreno
88003,721,App Panel,Virginia,0,207612,400,lv,2024,U.S. Senate,DEM,55.3,Kaine
88003,721,App Panel,Virginia,0,207612,400,lv,2024,U.S. Senate,REP,44.7,Cao
87989,243,,Nevada,0,207578,800,lv,2024,U.S. Senate,DEM,48.6,Rosen
87989,243,,Nevada,0,207578,800,lv,2024,U.S. Senate,REP,39.3,Brown
87990,243,,Arizona,0,207579,800,lv,2024,U.S. Senate,DEM,49.4,Gallego
87990,243,,Arizona,0,207579,800,lv,2024,U.S. Senate,REP,44.9,Lake
87986,284,IVR/Text-to-Web,Pennsylvania,0,207571,1607,lv,2024,U.S. Senate,DEM,48,Casey
87986,284,IVR/Text-to-Web,Pennsylvania,0,207571,1607,lv,2024,U.S. Senate,REP,46,McCormick
87988,325,Online Panel,Minnesota,0,207688,635,lv,2024,U.S. Senate,DEM,50,Klobuchar
87988,325,Online Panel,Minnesota,0,207688,635,lv,2024,U.S. Senate,REP,36,White
88024,117,Live Phone,Michigan,0,207752,600,lv,2024,U.S. Senate,DEM,43.5,Slotkin
88024,117,Live Phone,Michigan,0,207752,600,lv,2024,U.S. Senate,REP,35,Rogers
88024,117,Live Phone,Michigan,0,207752,600,lv,2024,U.S. Senate,LIB,3,Solis-Mullen
88024,117,Live Phone,Michigan,0,207752,600,lv,2024,U.S. Senate,GRE,1.5,Marsh
88024,117,Live Phone,Michigan,0,207752,600,lv,2024,U.S. Senate,UST,1,Stein
88024,117,Live Phone,Michigan,0,207752,600,lv,2024,U.S. Senate,NLP,0.3,Dern
88036,864,Live Phone/Text-to-Web,Montana,0,207858,600,lv,2024,U.S. Senate,DEM,41,Tester
88036,864,Live Phone/Text-to-Web,Montana,0,207858,600,lv,2024,U.S. Senate,REP,49,Sheehy
88036,864,Live Phone/Text-to-Web,Montana,0,207858,600,lv,2024,U.S. Senate,LIB,4,Daoud
88036,864,Live Phone/Text-to-Web,Montana,0,207858,600,lv,2024,U.S. Senate,GRE,1,Downey
88036,864,Live Phone/Text-to-Web,Montana,0,207859,600,lv,2024,U.S. Senate,DEM,45,Tester
88036,864,Live Phone/Text-to-Web,Montana,0,207859,600,lv,2024,U.S. Senate,REP,51,Sheehy
88015,844,Probability Panel,Arizona,0,207744,682,lv,2024,U.S. Senate,DEM,47,Gallego
88015,844,Probability Panel,Arizona,0,207744,682,lv,2024,U.S. Senate,REP,44,Lake
88017,844,Probability Panel,Michigan,0,207745,708,lv,2024,U.S. Senate,DEM,47,Slotkin
88017,844,Probability Panel,Michigan,0,207745,708,lv,2024,U.S. Senate,REP,41,Rogers
88018,844,Probability Panel,Nevada,0,207746,626,lv,2024,U.S. Senate,DEM,50,Rosen
88018,844,Probability Panel,Nevada,0,207746,626,lv,2024,U.S. Senate,REP,40,Brown
88019,844,Probability Panel,Pennsylvania,0,207747,789,lv,2024,U.S. Senate,DEM,46,Casey
88019,844,Probability Panel,Pennsylvania,0,207747,789,lv,2024,U.S. Senate,REP,46,McCormick
88020,844,Probability Panel,Wisconsin,0,207748,976,lv,2024,U.S. Senate,DEM,51,Baldwin
88020,844,Probability Panel,Wisconsin,0,207748,976,lv,2024,U.S. Senate,REP,45,Hovde
87965,721,App Panel,Texas,0,207478,400,lv,2024,U.S. Senate,DEM,44.8,Allred
87965,721,App Panel,Texas,0,207478,400,lv,2024,U.S. Senate,REP,55.2,Cruz
87935,88,IVR/Online Panel/Text-to-Web,Arizona,0,207302,720,lv,2024,U.S. Senate,DEM,49,Gallego
87935,88,IVR/Online Panel/Text-to-Web,Arizona,0,207302,720,lv,2024,U.S. Senate,REP,42.2,Lake
87936,88,IVR/Online Panel/Text-to-Web,Michigan,0,207303,800,lv,2024,U.S. Senate,DEM,47.3,Slotkin
87936,88,IVR/Online Panel/Text-to-Web,Michigan,0,207303,800,lv,2024,U.S. Senate,REP,40.9,Rogers
87937,88,IVR/Online Panel/Text-to-Web,Nevada,0,207304,1168,lv,2024,U.S. Senate,DEM,50.4,Rosen
87937,88,IVR/Online Panel/Text-to-Web,Nevada,0,207304,1168,lv,2024,U.S. Senate,REP,39.5,Brown
87938,88,IVR/Online Panel/Text-to-Web,Pennsylvania,0,207305,950,lv,2024,U.S. Senate,DEM,48.1,Casey
87938,88,IVR/Online Panel/Text-to-Web,Pennsylvania,0,207305,950,lv,2024,U.S. Senate,REP,43.8,McCormick
87939,88,IVR/Online Panel/Text-to-Web,Wisconsin,0,207306,850,lv,2024,U.S. Senate,DEM,48.9,Baldwin
87939,88,IVR/Online Panel/Text-to-Web,Wisconsin,0,207306,850,lv,2024,U.S. Senate,REP,47.7,Hovde
87972,562,Online Panel,Arizona,0,207523,530,lv,2024,U.S. Senate,DEM,42,Gallego
87972,562,Online Panel,Arizona,0,207523,530,lv,2024,U.S. Senate,REP,37,Lake
87972,562,Online Panel,Arizona,0,207523,530,lv,2024,U.S. Senate,GRE,2,Quintana
87973,562,Online Panel,Florida,0,207524,850,lv,2024,U.S. Senate,DEM,40,Mucarsel-Powell
87973,562,Online Panel,Florida,0,207524,850,lv,2024,U.S. Senate,REP,43,Scott
87973,562,Online Panel,Florida,0,207524,850,lv,2024,U.S. Senate,LIB,1,Bonoan
87975,562,Online Panel,Michigan,0,207525,761,lv,2024,U.S. Senate,DEM,42,Slotkin
87975,562,Online Panel,Michigan,0,207525,761,lv,2024,U.S. Senate,REP,35,Rogers
87975,562,Online Panel,Michigan,0,207525,761,lv,2024,U.S. Senate,GRE,2,Marsh
87975,562,Online Panel,Michigan,0,207525,761,lv,2024,U.S. Senate,LIB,1,Solis-Mullen
87975,562,Online Panel,Michigan,0,207525,761,lv,2024,U.S. Senate,NLP,1,Dern
87975,562,Online Panel,Michigan,0,207525,761,lv,2024,U.S. Senate,UST,0,Stein
87976,562,Online Panel,Minnesota,0,207526,426,lv,2024,U.S. Senate,DEM,41,Klobuchar
87976,562,Online Panel,Minnesota,0,207526,426,lv,2024,U.S. Senate,REP,34,White
87976,562,Online Panel,Minnesota,0,207526,426,lv,2024,U.S. Senate,IDP,3,Lacey
87976,562,Online Panel,Minnesota,0,207526,426,lv,2024,U.S. Senate,LIB,0,Whiting
87977,562,Online Panel,Nevada,0,207527,490,lv,2024,U.S. Senate,DEM,43,Rosen
87977,562,Online Panel,Nevada,0,207527,490,lv,2024,U.S. Senate,REP,39,Brown
87977,562,Online Panel,Nevada,0,207527,490,lv,2024,U.S. Senate,LIB,1,Cunningham
87977,562,Online Panel,Nevada,0,207527,490,lv,2024,U.S. Senate,IAP,2,Hansen
87978,562,Online Panel,New Mexico,0,207528,488,lv,2024,U.S. Senate,DEM,43,Heinrich
87978,562,Online Panel,New Mexico,0,207528,488,lv,2024,U.S. Senate,REP,33,Domenici
87979,562,Online Panel,Pennsylvania,0,207529,1071,lv,2024,U.S. Senate,DEM,44,Casey
87979,562,Online Panel,Pennsylvania,0,207529,1071,lv,2024,U.S. Senate,REP,38,McCormick
87979,562,Online Panel,Pennsylvania,0,207529,1071,lv,2024,U.S. Senate,LIB,1,Thomas
87979,562,Online Panel,Pennsylvania,0,207529,1071,lv,2024,U.S. Senate,CON,0,Selker
87979,562,Online Panel,Pennsylvania,0,207529,1071,lv,2024,U.S. Senate,GRE,1,Hazou
87980,562,Online Panel,Wisconsin,0,207530,672,lv,2024,U.S. Senate,DEM,46,Baldwin
87980,562,Online Panel,Wisconsin,0,207530,672,lv,2024,U.S. Senate,REP,41,Hovde
87980,562,Online Panel,Wisconsin,0,207530,672,lv,2024,U.S. Senate,OTH,1,Leager
87980,562,Online Panel,Wisconsin,0,207530,672,lv,2024,U.S. Senate,OTH,1,Anderson
87970,84,Live Phone,Michigan,0,207508,600,lv,2024,U.S. Senate,DEM,46,Slotkin
87970,84,Live Phone,Michigan,0,207508,600,lv,2024,U.S. Senate,REP,42,Rogers
87964,49,Live Phone,Florida,0,207477,600,lv,2024,U.S. Senate,DEM,44,Mucarsel-Powell
87964,49,Live Phone,Florida,0,207477,600,lv,2024,U.S. Senate,REP,51,Scott
87894,851,Online Panel,Pennsylvania,0,206864,713,lv,2024,U.S. Senate,DEM,47,Casey
87894,851,Online Panel,Pennsylvania,0,206864,713,lv,2024,U.S. Senate,REP,41,McCormick
87896,721,App Panel,Pennsylvania,0,206867,400,lv,2024,U.S. Senate,DEM,54.9,Casey
87896,721,App Panel,Pennsylvania,0,206867,400,lv,2024,U.S. Senate,REP,45.1,McCormick
87893,144,Online Panel,Michigan,0,206866,741,lv,2024,U.S. Senate,DEM,49,Slotkin
87893,144,Online Panel,Michigan,0,206866,741,lv,2024,U.S. Senate,REP,39,Rogers
87940,90,Online Panel/Text-to-Web,Michigan,0,207308,400,lv,2024,U.S. Senate,DEM,43,Slotkin
87940,90,Online Panel/Text-to-Web,Michigan,0,207308,400,lv,2024,U.S. Senate,REP,43,Rogers
87941,90,Online Panel/Text-to-Web,Pennsylvania,0,207309,400,lv,2024,U.S. Senate,DEM,46,Casey
87941,90,Online Panel/Text-to-Web,Pennsylvania,0,207309,400,lv,2024,U.S. Senate,REP,43,McCormick
87942,90,Online Panel/Text-to-Web,Wisconsin,0,207310,400,lv,2024,U.S. Senate,DEM,48,Baldwin
87942,90,Online Panel/Text-to-Web,Wisconsin,0,207310,400,lv,2024,U.S. Senate,REP,43,Hovde
87895,260,Live Phone,Montana,0,206861,500,lv,2024,U.S. Senate,DEM,44,Tester
87895,260,Live Phone,Montana,0,206861,500,lv,2024,U.S. Senate,REP,51,Sheehy
87895,260,Live Phone,Montana,0,206861,500,lv,2024,U.S. Senate,GRE,1,Downey
87895,260,Live Phone,Montana,0,206861,500,lv,2024,U.S. Senate,LIB,2,Daoud
87915,694,Live Phone,Maryland,0,207053,600,lv,2024,U.S. Senate,DEM,46,Alsobrooks
87915,694,Live Phone,Maryland,0,207053,600,lv,2024,U.S. Senate,REP,46,Hogan
87857,357,Probability Panel,Vermont,0,206655,924,lv,2024,U.S. Senate,REP,25,Malloy
87857,357,Probability Panel,Vermont,0,206655,924,lv,2024,U.S. Senate,LIB,1,Hill
87857,357,Probability Panel,Vermont,0,206655,924,lv,2024,U.S. Senate,IND,66,Sanders
87857,357,Probability Panel,Vermont,0,206655,924,lv,2024,U.S. Senate,OTH,2,Schoville
87857,357,Probability Panel,Vermont,0,206655,924,lv,2024,U.S. Senate,IND,0,Berry
87858,357,Probability Panel,Maine,0,206656,951,lv,2024,U.S. Senate,DEM,9,Costello
87858,357,Probability Panel,Maine,0,206656,951,lv,2024,U.S. Senate,REP,33,Kouzounas
87858,357,Probability Panel,Maine,0,206656,951,lv,2024,U.S. Senate,IND,43,King
