State,Year,Special Election?,Republican Total %,Democratic Total %,Independent Total %,Margin,Open Seat?,Incumbent Margin,Uncontested?
Texas,2020,FALSE,53.51,43.87,0,-9.64,FALSE,-27.2,FALSE
Utah,2004,FALSE,68.73,28.4,0,-40.33,FALSE,31.01,FALSE
Utah,2006,FALSE,62.36,31.06,0,-31.3,FALSE,34.07,FALSE
Utah,2010,FALSE,61.56,32.77,0,-28.79,TRUE,,FALSE
Utah,2012,FALSE,65.31,29.98,0,-35.33,FALSE,-31.3,FALSE
Utah,2016,FALSE,68.15,27.06,0,-41.09,FALSE,-28.79,FALSE
Utah,2018,FALSE,62.59,30.61,0,-31.98,TRUE,,FALSE
Utah,2022,FALSE,53.15,,42.74,-10.41,FALSE,-41.09,FALSE
Vermont,2004,FALSE,24.54,70.63,0,46.09,FALSE,49.77,
Vermont,2006,FALSE,32.36,,65.41,33.05,TRUE,,
Vermont,2010,FALSE,30.93,64.36,0,33.43,FALSE,46.09,
Vermont,2012,FALSE,24.9,,71,46.1,FALSE,33.05,
Vermont,2016,FALSE,33.03,61.26,0,28.23,FALSE,33.43,
Vermont,2018,FALSE,27.47,,67.44,39.97,FALSE,46.1,
Vermont,2022,FALSE,28.03,68.47,0,40.44,TRUE,,
Virginia,2002,FALSE,82.58,0,16.86,72.84,FALSE,-72.84,FALSE
Virginia,2006,FALSE,49.2,49.59,0,0.39,FALSE,,FALSE
Virginia,2008,FALSE,33.72,65.03,0,31.31,TRUE,,FALSE
Virginia,2012,FALSE,46.92,52.83,0,5.91,TRUE,,FALSE
Virginia,2014,FALSE,48.34,49.15,0,0.81,FALSE,31.31,FALSE
Virginia,2018,FALSE,41.01,57,0,15.99,FALSE,5.91,FALSE
Virginia,2020,FALSE,43.89,56.01,0,12.12,FALSE,0.81,FALSE
Washington,2004,FALSE,42.74,54.98,0,12.24,FALSE,16.82,FALSE
Washington,2006,FALSE,39.91,56.81,0,16.9,FALSE,0.09,FALSE
Washington,2010,FALSE,47.37,52.08,0,4.71,FALSE,12.24,FALSE
Washington,2012,FALSE,39.49,60.36,0,20.87,FALSE,16.9,FALSE
Washington,2016,FALSE,40.86,58.83,0,17.97,FALSE,4.71,FALSE
Washington,2018,FALSE,41.48,58.31,0,16.83,FALSE,20.87,FALSE
Washington,2022,FALSE,42.6,57.2,0,14.6,FALSE,17.97,FALSE
West Virginia,2002,FALSE,36.89,63.11,0,26.22,FALSE,53.3,FALSE
West Virginia,2006,FALSE,33.71,64.42,0,30.71,FALSE,57.59,FALSE
West Virginia,2008,FALSE,36.26,63.74,0,27.48,FALSE,26.22,FALSE
West Virginia,2010,TRUE,43.4,53.47,0,10.07,TRUE,,FALSE
West Virginia,2012,FALSE,36.47,60.57,0,24.1,FALSE,10.07,FALSE
West Virginia,2014,FALSE,62.12,34.47,0,-27.65,TRUE,,FALSE
West Virginia,2018,FALSE,46.26,49.57,0,3.31,FALSE,24.1,FALSE
West Virginia,2020,FALSE,70.28,27,0,-43.28,FALSE,-27.65,FALSE
Wisconsin,2004,FALSE,44.11,55.35,0,11.24,FALSE,2.15,FALSE
Wisconsin,2006,FALSE,29.48,67.31,0,37.83,FALSE,24.5,FALSE
Wisconsin,2010,FALSE,51.86,47.02,0,-4.84,FALSE,,FALSE
Wisconsin,2012,FALSE,45.86,51.41,0,5.55,TRUE,,FALSE
Wisconsin,2016,FALSE,50.17,46.81,0,-3.36,FALSE,-4.84,FALSE
Wisconsin,2018,FALSE,44.53,55.36,0,10.83,FALSE,10.83,FALSE
Wisconsin,2022,FALSE,50.41,49.41,0,-1,FALSE,-3.36,FALSE
Wyoming,2002,FALSE,72.95,27.05,0,-45.9,FALSE,-11.85,FALSE
Wyoming,2006,FALSE,69.99,29.86,0,-40.13,FALSE,-51.73,FALSE
Wyoming,2008,TRUE,73.35,26.53,0,-46.82,FALSE,,FALSE
Wyoming,2008,FALSE,75.63,24.26,0,-51.37,FALSE,-45.9,FALSE
Wyoming,2012,FALSE,75.66,21.65,0,-54.01,FALSE,-46.82,FALSE
Wyoming,2014,FALSE,72.19,17.45,0,-54.74,FALSE,-51.37,FALSE
Wyoming,2018,FALSE,66.96,30.1,0,-36.86,FALSE,-36.86,FALSE
Wyoming,2020,FALSE,72.85,26.76,0,-46.09,TRUE,,FALSE
