"Candidate identification","Candidate name","Incumbent challenger status","Party affiliation","Total receipts","Total individual contributions","Candidate state","Candidate district","Special election status","Primary election status","Runoff election status","General election status"
"H4IA05102","LATHAM, THOMAS P.","I","REP",1573143.03,697151.16,"IA","04",NA,"W",NA,"W"
"H4IA05169","SCHULTE, E. JOYCE","C","DEM",1433.36,1433.36,"IA","05",NA,NA,NA,NA
"H6IA05115","CHAMBERS, ROBERT L. MR.","C","DEM",5525.25,3775.95,"IA","05",NA,NA,NA,NA
"H8IA05053","HUBLER, ROB LEWIS","C","DEM",298631.01,190642.61,"IA","05",NA,"W",NA,"L"
"H2IA05031","BALLENGER, JEFFREY A","C","REP",0,0,"IA","05",NA,NA,NA,NA
"H2IA05072","KING, STEVE MR.","I","REP",1023907.16,668097.11,"IA","05",NA,"W",NA,"W"
"H6IA05123","NIELSEN, ROY","C","IND",1500,0,"IA","05",NA,NA,NA,NA
"H6ID01185","GRANT, LARRY L","O","DEM",139155.03,70402.97,"ID","01",NA,NA,NA,NA
"H8ID01074","LEWIS, RAND C","C","DEM",49242,2034,"ID","01",NA,NA,NA,NA
"H8ID01090","MINNICK, WALTER CLIFFORD","C","DEM",2656360.15,1222778.81,"ID","01",NA,"W",NA,"W"
"H0ID01139","OTTER, C.L. BUTCH","C","REP",0,0,"ID","01",NA,NA,NA,NA
"H6ID01136","SEMANKO, NORM","O","REP",10915,10915,"ID","01",NA,NA,NA,NA
"H6ID01144","SORENSEN, SHELIA","O","REP",2000,0,"ID","01",NA,NA,NA,NA
"H6ID01177","SALI, WILLIAM T","I","REP",1178123.01,480753.34,"ID","01",NA,"W",NA,"L"
"H8ID01082","SALISBURY, MATTHEW","C","REP",71884.62,69589.39,"ID","01",NA,NA,NA,NA
"H6ID02142","HANSEN, JIM","C","DEM",1167.62,620,"ID","02",NA,NA,NA,NA
"H8ID02106","HOLMES, DEBORAH","C","DEM",16766.48,13166.39,"ID","02",NA,"W",NA,"L"
"H8ID02064","SIMPSON, MICHAEL K","I","REP",707483.67,287183.67,"ID","02",NA,"W",NA,"W"
"H0IL01129","DUBUCLET, ALEX","C","DEM",36623.23,36618.25,"IL","01",NA,NA,NA,NA
"H2IL01042","RUSH, BOBBY LEE","I","DEM",431209.94,164655,"IL","01",NA,"W",NA,"W"
"H6IL01126","JACKSON, PHILLIP","C","DEM",0.02,0.01,"IL","01",NA,NA,NA,NA
"H8IL01098","MEMBERS, ANTOINE","C","REP",469471.68,465471.68,"IL","01",NA,"W",NA,"L"
"H6IL02124","JACKSON, JESSE L JR","I","DEM",1189930.76,705806.94,"IL","02",NA,"W",NA,"W"
"H4IL03077","LIPINSKI, DANIEL WILLIAM","I","DEM",707826.25,311241.6,"IL","03",NA,"W",NA,"W"
"H6IL03114","SULLIVAN, JOHN P","C","DEM",0.82,0,"IL","03",NA,NA,NA,NA
"H8IL03052","PERA, MARK","C","DEM",770706.47,393207.11,"IL","03",NA,"L",NA,NA
"H8IL03060","BENNETT, JERRY","C","DEM",229015.65,174892.15,"IL","03",NA,"L",NA,NA
"H8IL03078","CAPPARELLI, JIM","C","DEM",64117,49145,"IL","03",NA,"L",NA,NA
"H8IL03094","POHLEN, JEROME","C","GRE",7054,5704,"IL","03",NA,"W",NA,"L"
"H2IL08039","GUTIERREZ, LUIS V","I","DEM",323495.11,231310.31,"IL","04",NA,"W",NA,"W"
"H8IL04068","MUNOZ, RICARDO","C","DEM",345156.26,144245,"IL","04",NA,NA,NA,NA
"H8IL04076","MALDONADO, ROBERTO","C","DEM",234427.44,229717.41,"IL","04",NA,NA,NA,NA
"H8IL04084","FLORES, MANUEL","C","DEM",515831.87,501116.03,"IL","04",NA,NA,NA,NA
"H8IL04092","CARDENAS, GEORGE","C","DEM",26750,26750,"IL","04",NA,NA,NA,NA
"H0IL05062","FEIGENHOLTZ, SARA","C","DEM",324032.1,312532.1,"IL","05",NA,NA,NA,NA
"H0IL05088","FORYS, VICTOR ALEXANDER","C","DEM",160130.19,50576.06,"IL","05",NA,NA,NA,NA
"H0IL05096","QUIGLEY, MIKE","C","DEM",138290,138290,"IL","05",NA,NA,NA,NA
"H0IL05138","OBERMAN, JUSTIN PEREIRA","C","DEM",141017,139017,"IL","05",NA,NA,NA,NA
"H0IL05146","CAPPARELLI, CARY","C","DEM",0,0,"IL","05",NA,NA,NA,NA
"H0IL05153","WHEELAN, CHARLES J","C","DEM",108822.44,108822.44,"IL","05",NA,NA,NA,NA
"H2IL05092","EMANUEL, RAHM","I","DEM",2878257.35,1632145.74,"IL","05",NA,"W",NA,"W"
"H4IL05031","BLAGOJEVICH, ROD","C","DEM",34.67,0,"IL","05",NA,NA,NA,NA
"H6IL05135","HAPTONSTALL, JOHN (JOHNNY HAP)","C","DEM",0,0,"IL","05",NA,NA,NA,NA
"H8IL05107","DONATELLI, JAN H","C","DEM",15650.95,10650.95,"IL","05",NA,NA,NA,NA
"H2IL05126","AUGUSTI, MARK A","C","REP",4000,4000,"IL","05",NA,NA,NA,NA
"H6IL06141","DUCKWORTH, L. TAMMY","O","DEM",877.72,0,"IL","06",NA,NA,NA,NA
"H8IL06055","CRAMER, THOMAS ALLEN","C","DEM",0,0,"IL","06",NA,NA,NA,NA
"H8IL06063","JAGLA, STAN","C","DEM",8673,1601,"IL","06",NA,"L",NA,NA
"H8IL06071","MORGENTHALER, JILL","C","DEM",833596.18,657350.92,"IL","06",NA,"W",NA,"L"
"H6IL06117","ROSKAM, PETER","I","REP",2659885.26,1554752.93,"IL","06",NA,"W",NA,"W"
"H6IL06125","PANKAU, CAROLE","O","REP",0,0,"IL","06",NA,NA,NA,NA
"H4IL07037","DAVIS, DANNY K","I","DEM",531846.11,175397.8,"IL","07",NA,"W",NA,"W"
"H6IL07263","ASCOT, JAMES","C","DEM",0,0,"IL","07",NA,NA,NA,NA
"H2IL08088","BEAN, MELISSA LUBURICH","I","DEM",3107770.59,1377349.08,"IL","08",NA,"W",NA,"W"
"H6IL08089","BARTELS, TERESA HALL","C","REP",0,0,"IL","08",NA,NA,NA,NA
"H6IL08097","LINCOLN, AARON B MR.","C","REP",0,0,"IL","08",NA,NA,NA,NA
"H6IL08113","ARNOLD, KENNETH MR.","C","REP",37745.26,7715.69,"IL","08",NA,"L",NA,NA
"H6IL08121","CHURCHILL, ROBERT  W","C","REP",0,0,"IL","08",NA,NA,NA,NA
"H8IL08044","MCSWEENEY, DAVID","C","REP",88805.64,44665,"IL","08",NA,NA,NA,NA
"H8IL08077","GREENBERG, STEVEN MATHEW","C","REP",991548.47,787273.42,"IL","08",NA,"W",NA,"L"
"H8IL08085","MORRIS, KIRK","C","REP",89641.48,15335,"IL","08",NA,"L",NA,NA
"H4IL08092","SCHEURER, BILL","C","IND",0,0,"IL","08",NA,NA,NA,NA
"H8IL09067","SCHAKOWSKY, JANICE D","I","DEM",1408946.59,1015116.51,"IL","09",NA,"W",NA,"W"
"H8IL09141","NOCITA, JOHN","C","DEM",27261.11,10525,"IL","09",NA,"L",NA,NA
"H8IL09158","YOUNAN, MICHAEL BENJAMIN","C","REP",13721,11721,"IL","09",NA,"W",NA,"L"
"H0IL10245","RICHARDSON, ELLIOT","C","DEM",14700,12650,"IL","10",NA,NA,NA,NA
"H6IL10119","SEALS, DANIEL JOSEPH","C","DEM",3532532.47,2899392.36,"IL","10",NA,"W",NA,"L"
"H8IL10099","FOOTLIK, JAY K","C","DEM",668014.25,650690.47,"IL","10",NA,"L",NA,NA
"H0IL10120","KIRK, MARK STEVEN","I","REP",5456608.94,4108213.02,"IL","10",NA,"W",NA,"W"
"H8IL10107","STEVO, ALLAN","C","IND",20000,20000,"IL","10",NA,NA,NA,NA
"H6IL11109","PAVICH, JOHN JUSTIN","C","DEM",30241.9,0,"IL","11",NA,NA,NA,NA
"H8IL11089","WEBER, JERRY","O","DEM",17550,10025,"IL","11",NA,NA,NA,NA
"H8IL11113","HALVORSON, DEBORAH 'DEBBIE'","O","DEM",2317193.26,1251867.78,"IL","11",NA,"W",NA,"W"
"H4IL11096","WELLER, GERALD C JERRY","I","REP",504302.52,140296.19,"IL","11",NA,NA,NA,NA
"H8IL11097","BALDERMANN, TIM","O","REP",222056.72,184985.54,"IL","11",NA,"W",NA,NA
"H8IL11105","LEE, JIMMY D","O","REP",139653.61,129061.37,"IL","11",NA,"L",NA,NA
"H8IL11139","OZINGA, MARTIN III","O","REP",1969364.91,1172590.01,"IL","11",NA,NA,NA,"L"
"H8IL11071","WALLACE, JASON MICHAEL","O","GRE",7131.07,3013,"IL","11",NA,"W",NA,"L"
"H8IL21021","COSTELLO, JERRY F","I","DEM",1475772.41,641976.65,"IL","12",NA,"W",NA,"W"
"H8IL12079","JENNINGS, RODGER W.","C","GRE",11542,5274,"IL","12",NA,"W",NA,"L"
"H6IL13105","SHANNON, JOSEPH","C","DEM",11481,5456,"IL","13",NA,NA,NA,NA
"H8IL13119","HARPER, SCOTT","C","DEM",1086108.45,776286.1,"IL","13",NA,"W",NA,"L"
"H8IL13069","BIGGERT, JUDY","I","REP",1424182.4,703993.35,"IL","13",NA,"W",NA,"W"
"H8IL13127","O'KANE, SEAN THOMAS","C","REP",230525.58,500,"IL","13",NA,"L",NA,NA
"H6IL14111","LAESCH, JOHN","O","DEM",173247.95,156992.21,"IL","14",NA,"L",NA,NA
"H8IL14042","STEIN, JOTHAM SHEPARD","O","DEM",228410.94,144708.85,"IL","14",NA,"L",NA,NA
"H8IL14067","FOSTER, G. WILLIAM (BIL","I","DEM",5061268.72,2022832.49,"IL","14","W","W",NA,"W"
"H6IL14095","HASTERT, J DENNIS","I","REP",562116.6,308598.65,"IL","14",NA,NA,NA,NA
"H8IL14075","LAUZEN, CHRIS","O","REP",1228839.92,517191.63,"IL","14",NA,"L",NA,NA
"H8IL14083","OBERWEIS, JAMES D","O","REP",5091514.58,997962.39,"IL","14",NA,"W",NA,"L"
"H8IL14091","BURNS, KEVIN","O","REP",108277.88,107277.88,"IL","14",NA,NA,NA,NA
"H8IL14109","CLAI, RODOLFO P ''RUDY''","O","REP",3740,3740,"IL","14",NA,NA,NA,NA
"H8IL14133","DRUCK, DAN","C","LIB",9632,6542,"IL","14",NA,NA,NA,NA
"H4IL15055","GILL, DAVID M DR.","C","DEM",867.73,15,"IL","15",NA,NA,NA,NA
"H0IL15053","JOHNSON, TIM","I","REP",321393.02,108624.67,"IL","15",NA,"W",NA,"W"
"H2IL15034","EWING, THOMAS W","C","REP",3348,0,"IL","15",NA,NA,NA,NA
"H6IL16066","AUMAN, RICHARD D","C","DEM",1324.15,0,"IL","16",NA,NA,NA,NA
"H8IL16062","ABBOUD, ROBERT","C","DEM",516013.69,242163.18,"IL","16",NA,"W",NA,"L"
"H0IL16085","MANZULLO, DONALD A.","I","REP",1352580.65,895672.91,"IL","16",NA,"W",NA,"W"
"H8IL16070","SUMMERS, SCOTT","C","GRE",6452,640,"IL","16",NA,NA,NA,"L"
"H6IL16074","BORLING, JOHN LORIN","C","IND",404.55,0,"IL","16",NA,NA,NA,NA
"H6IL17155","HARE, PHILIP G","I","DEM",896351.16,304717.59,"IL","17",NA,"W",NA,"W"
"H4IL17069","ZINGA, ANDREA","O","REP",0,0,"IL","17",NA,NA,NA,NA
"H8IL18068","VERSACE, RICHARD","O","DEM",401538.08,168980,"IL","18",NA,NA,NA,NA
"H8IL18076","CALLAHAN, COLLEEN","O","DEM",624528.03,357973.68,"IL","18",NA,NA,NA,"L"
"H4IL18059","LAHOOD, RAY","I","REP",237487.64,151096,"IL","18",NA,NA,NA,NA
"H8IL18035","MORRIS, JOHN DAVID","O","REP",445957.12,440381.24,"IL","18",NA,"L",NA,NA
"H8IL18043","SCHOCK, AARON JON MR.","O","REP",2608684.56,1827531.61,"IL","18",NA,"W",NA,"W"
"H8IL18050","MCCONOUGHEY, JIM","O","REP",448554.56,163788.74,"IL","18",NA,"L",NA,NA
"H8IL18084","SCHAFER, SHELDON","O","GRE",9184,8122,"IL","18",NA,NA,NA,"L"
"H4IL19073","BAGWELL, TIMOTHY CLARKE","C","DEM",0,0,"IL","19",NA,NA,NA,NA
"H6IL19094","STOVER, DANNY LEROY","C","DEM",24,0,"IL","19",NA,NA,NA,NA
"H8IL19090","DAVIS, DANIEL PAUL","C","DEM",69272.78,55502.57,"IL","19",NA,"W",NA,"L"
"H8IL19108","MCMENAMIN, JOSEPH E","C","DEM",132272.59,127136,"IL","19",NA,"L",NA,NA
"H2IL20042","SHIMKUS, JOHN M","I","REP",1333114.94,396432.24,"IL","19",NA,"W",NA,"W"
"H4IN01012","VISCLOSKY, PETER J","I","DEM",1906524.26,1129642.91,"IN","01",NA,"W",NA,"W"
"H8IN01096","LEYVA, MARK J","C","REP",11732,3183,"IN","01",NA,"W",NA,"L"
"H4IN02101","DONNELLY, JOSEPH S MR.","I","DEM",1846898.45,698325.81,"IN","02",NA,"W",NA,"W"
"H2IN03111","CHOCOLA, J CHRISTOPHER","C","REP",698850.46,0,"IN","02",NA,NA,NA,NA
"H4IN02119","ZIRKLE, ANTHONY FREDRICK","C","REP",0,0,"IN","02",NA,NA,NA,NA
"H8IN02102","PUCKETT, LUKE WAYNE","C","REP",301369.36,131282,"IN","02",NA,"W",NA,"L"
"H8IN02110","MINOR, DAVID CHRISTOPHER","C","REP",19845,150,"IN","02",NA,NA,NA,NA
"H8IN03050","MONTAGANO, MICHAEL ANTHONY","C","DEM",854429.38,486812.32,"IN","03",NA,"W",NA,"L"
"H4IN04099","SOUDER, MARK E","I","REP",1077173.99,555783.85,"IN","03",NA,"W",NA,"W"
"H2IN04101","ABBOTT, WILLIAM ANTHONY","C","DEM",37.09,0,"IN","04",NA,NA,NA,NA
"H4IN04149","SANDERS, DAVID","C","DEM",41.44,0,"IN","04",NA,NA,NA,NA
"H8IN04108","ACKERSON, NELS","C","DEM",871452.18,542969.85,"IN","04",NA,"W",NA,"L"
"H2IN05025","BUYER, STEVE CONGRESSMAN","I","REP",870671.45,291260.84,"IN","04",NA,"W",NA,"W"
"H4IN04123","PAASCH, BRIAN MR.","C","REP",250,250,"IN","04",NA,NA,NA,NA
"H2IN05058","CARR, KATHERINE FOX","C","DEM",35,0,"IN","05",NA,NA,NA,NA
"H6IN03179","CLEMENTS, MICHAEL A","C","DEM",0,0,"IN","05",NA,NA,NA,NA
"H8IN05105","STALL, KENNY EUGENE","C","DEM",14898,4898,"IN","05",NA,NA,NA,NA
"H8IN05121","RULEY, MARY ETTA","C","DEM",16195,8295,"IN","05",NA,"W",NA,"L"
"H2IN06023","BURTON, DANNY L","I","REP",1417759.04,1023746.1,"IN","05",NA,"W",NA,"W"
"H8IN05097","MCGOFF, JOHN P","C","REP",473665.27,360511.67,"IN","05",NA,NA,NA,NA
"H6IN06149","WELSH, BARRY ALAN","C","DEM",23627.41,15767.24,"IN","06",NA,"W",NA,"L"
"H8IN02060","PENCE, MIKE","I","REP",1612803.35,1066180.98,"IN","06",NA,"W",NA,"W"
"H6IN10141","CARSON, JULIA","I","DEM",16451.08,5184.16,"IN","07",NA,NA,NA,NA
"H8IN07176","ORENTLICHER, DAVID","O","DEM",828067.46,450741.12,"IN","07",NA,NA,NA,NA
"H8IN07184","CARSON, ANDRE","I","DEM",1652316.39,586191.21,"IN","07","W","W",NA,"W"
"H8IN07200","MYERS, DR. WOODROW","C","DEM",2323412.09,170842.29,"IN","07",NA,NA,NA,NA
"H8IN07226","MAYS, CAROLENE","C","DEM",141669.02,127582.61,"IN","07",NA,NA,NA,NA
"H6IN07261","REYNOLDS, RICHARD SCOTT","C","REP",0,0,"IN","07",NA,NA,NA,NA
"H6IN07279","WRAY, TYSON","C","REP",0,0,"IN","07",NA,NA,NA,NA
"H8IN07150","HARMON, WAYNE EDWARD","C","REP",0,0,"IN","07",NA,NA,NA,NA
"H8IN07168","ELROD, JONATHAN ROBERT","C","REP",199625.99,157489.22,"IN","07","L","W",NA,NA
"H8IN07275","CAMPO, GABRIELLE","C","REP",38923,32822,"IN","07",NA,NA,NA,"L"
"H8IN07218","SHEPARD, SEAN C","C","IND",3257,2182,"IN","07","L",NA,NA,NA
"H4IN08157","JENNINGS, JON PAUL","C","DEM",0,0,"IN","08",NA,NA,NA,NA
"H6IN08210","ELLSWORTH, BRAD","I","DEM",1571819.66,552680.64,"IN","08",NA,"W",NA,"W"
"H4IN08108","HOSTETTLER, JOHN NATHAN","C","REP",270.53,0,"IN","08",NA,NA,NA,NA
"H8IN08117","GOODE, GREGORY JUSTIN","C","REP",223733.05,187787.49,"IN","08",NA,"W",NA,"L"
"H8IN08125","ABRAMSON, PAUL","C","REP",6561,0,"IN","08",NA,NA,NA,NA
"H6IN09085","CLEARWATER, GRETCHEN","C","DEM",12107.23,12057.23,"IN","09",NA,NA,NA,NA
"H8IN09032","HILL, BARON P","I","DEM",2151730.12,759581.84,"IN","09",NA,"W",NA,"W"
"H2IN09084","SODREL, MICHAEL E.","C","REP",1007293.04,754323.76,"IN","09",NA,"W",NA,"L"
"H6IN09119","SCHANSBERG, D (DAVID) ERIC","C","LIB",31022,27321,"IN","09",NA,NA,NA,"L"
"H6KS01153","DOLL, JOHN G","C","DEM",240.45,0,"KS","01",NA,NA,NA,NA
"H8KS01027","BORDONARO, JAMES","C","DEM",7792.59,3903.49,"KS","01",NA,"W",NA,"L"
"H0KS01099","WASINGER, ROBERT KIRK","C","REP",101359.47,90176,"KS","01",NA,NA,NA,NA
"H0KS01107","BARKER, TIMOTHY CLARK","C","REP",30037.2,30037,"KS","01",NA,NA,NA,NA
"H6KS01096","MORAN, JERRY","I","REP",1586154.31,839318.58,"KS","01",NA,"W",NA,"W"
"H6KS01146","HUELSKAMP, TIMOTHY A","C","REP",75026,73026,"KS","01",NA,NA,NA,NA
"H4KS02107","BOYDA, NANCY E E","I","DEM",1726196.82,1099971.59,"KS","02",NA,"W",NA,"L"
"H6KS02227","RYUN, JAMES R","I","REP",1982819.91,1564723.79,"KS","02",NA,NA,NA,NA
"H8KS02090","JENKINS, LYNN","C","REP",1825368.21,1011905.84,"KS","02",NA,"W",NA,"W"
"H8KS03049","MOORE, DENNIS W","I","DEM",1859757.86,697866.61,"KS","03",NA,"W",NA,"W"
"H0KS03053","COLYER, JEFFREY","C","REP",0,0,"KS","03",NA,NA,NA,NA
"H4KS03105","KOBACH, KRIS","C","REP",0,0,"KS","03",NA,NA,NA,NA
"H6KS03167","AHNER, CHUCK","C","REP",1569.86,1525.36,"KS","03",NA,NA,NA,NA
"H6KS03175","SCHERER, THOMAS EUGENE","C","REP",18403,100,"KS","03",NA,NA,NA,NA
"H6KS03183","SCHWAB, SCOTT JOSEPH","C","REP",19915.61,1000,"KS","03",NA,NA,NA,NA
"H8KS03064","JORDAN, NICHOLAS M","C","REP",1114915.44,581197.67,"KS","03",NA,"W",NA,"L"
"H8KS03056","BALAM, JOEL","C","UNK",909,863,"KS","03",NA,NA,NA,NA
"H8KS04062","BETTS, DONALD JR","C","DEM",215501.22,190707.14,"KS","04",NA,"W",NA,"L"
"H4KS04087","TIAHRT, TODD W.","I","REP",1334561.39,664433.33,"KS","04",NA,"W",NA,"W"
"H6KY01011","BARLOW, THOMAS J III","C","DEM",0,0,"KY","01",NA,NA,NA,NA
"H8KY01041","RYAN, HEATHER","C","DEM",27939,18839,"KY","01",NA,"W",NA,"L"
"H4KY01040","WHITFIELD, ED","I","REP",1020198.72,341585.16,"KY","01",NA,"W",NA,"W"
"H6KY02050","WEAVER, JOHN MICHAEL","C","DEM",40863.45,0,"KY","02",NA,NA,NA,NA
"H8KY02049","BOSWELL, DAVID E","O","DEM",916857.38,530470.85,"KY","02",NA,"W",NA,"L"
"H8KY02056","HAIRE, REID","O","DEM",278166.08,249013.14,"KY","02",NA,NA,NA,NA
"H4KY02030","LEWIS, RON","I","REP",582466.58,101190.57,"KY","02",NA,NA,NA,NA
"H8KY02031","GUTHRIE, STEVEN BRETT","O","REP",1282674.35,762569.68,"KY","02",NA,"W",NA,"W"
"H8KY02064","LONDON, DANIEL ERIC","O","REP",14895,12895,"KY","02",NA,NA,NA,NA
"H6KY03116","HORNE, ANDREW J","C","DEM",0,0,"KY","03",NA,NA,NA,NA
"H6KY03124","YARMUTH, JOHN A MR","I","DEM",2136765.38,1453848.61,"KY","03",NA,"W",NA,"W"
"H6KY03132","MOORE, JAMES WALTER","C","DEM",0,0,"KY","03",NA,NA,NA,NA
"H6KY03090","NORTHUP, ANNE HON.","C","REP",1705225.78,1269434.72,"KY","03",NA,"W",NA,"L"
"H8KY03146","ROBERTS, ERWIN","C","REP",345494.5,339496.92,"KY","03",NA,NA,NA,NA
"H8KY03153","THIENEMAN, CHRIS A","C","REP",138294.5,75990.85,"KY","03",NA,NA,NA,NA
"H0KY04059","THONEY, ROGER NEIL","C","REP",140,0,"KY","04",NA,NA,NA,NA
"H2KY04071","DAVIS, GEOFFREY C","I","REP",2100357.21,1090503.9,"KY","04",NA,"W",NA,"W"
"H4KY04051","MURPHY, KEVIN","C","REP",3800,0,"KY","04",NA,NA,NA,NA
"H8KY04094","KELLEY, MICHAEL J","C","UNK",20492,16492,"KY","04",NA,"W",NA,"L"
"H0KY05015","ROGERS, HAROLD DALLAS","I","REP",611930.57,208275,"KY","05",NA,"W",NA,"W"
"H4KY06072","CHANDLER, A.B. III","I","DEM",1034158.31,457168.56,"KY","06",NA,"W",NA,"W"
"H6LA01175","TALLITSCH, STACEY","C","DEM",300,0,"LA","01",NA,NA,NA,NA
"H6LA01183","GEREIGHTY, DAVID DENNIS","C","DEM",100,100,"LA","01",NA,NA,NA,NA
"H8LA01049","REED, GILDA WERNER PHD","O","DEM",155270.48,87464.08,"LA","01",NA,NA,NA,NA
"H8LA01114","HARLAN, JAMES KENNETH","C","DEM",2158631.27,188624.85,"LA","01",NA,"W",NA,"L"
"H0LA01087","SCALISE, STEVE MR.","C","REP",1825911.23,1467251.85,"LA","01","W","W",NA,"W"
"H4LA00016","JINDAL, BOBBY","C","REP",4369.07,4369.07,"LA","01",NA,NA,NA,NA
"H6LA03023","TREEN, DAVID CONNER","C","REP",13,0,"LA","01",NA,NA,NA,NA
"H8LA01056","BURNS, TIMOTHY G","O","REP",502774.41,360924.41,"LA","01",NA,NA,NA,NA
"H8LA01064","YOUNG, JOHN F","O","REP",143600,142600,"LA","01",NA,NA,NA,NA
"H8LA01072","MORRIS, BENJAMIN OWEN","O","REP",213262.27,143022.27,"LA","01",NA,NA,NA,NA
"H8LA01080","SIMPSON, DAVID GUYTON","O","REP",23244,22344,"LA","01",NA,NA,NA,NA
"H6LA01191","BEARY, PETER JUSTIN","C","LIB",0,0,"LA","01",NA,NA,NA,NA
"H0LA02119","JEFFERSON, WILLIAM J.","I","DEM",350866.19,279235.52,"LA","02",NA,NA,NA,"L"
"H2LA02032","CARTER, TROY ""C""","C","DEM",119980,68530,"LA","02",NA,NA,NA,NA
"H6LA02116","EDWARDS, JOHN BERVICK JR","C","DEM",0,0,"LA","02",NA,NA,NA,NA
"H6LA02124","SHEPHERD, DERRICK","C","DEM",149884.77,0,"LA","02",NA,NA,NA,NA
"H6LA02132","CARTER, KAREN R","C","DEM",48099.95,40703.85,"LA","02",NA,NA,NA,NA
"H6LA02173","MENDOZA, M.V. (VINNY)","C","DEM",0,0,"LA","02",NA,NA,NA,NA
"H8LA02054","RICHMOND, CEDRIC L","C","DEM",471523.78,313218,"LA","02",NA,NA,NA,NA
"H8LA02070","LEE, BYRON LYNN","C","DEM",495350.12,272475,"LA","02",NA,NA,NA,NA
"H8LA02088","CARTER, JAMES J","C","DEM",342543.97,320250,"LA","02",NA,NA,NA,NA
"H8LA02104","SMITH, KENYA J H","C","DEM",101686.73,27265,"LA","02",NA,NA,NA,NA
"H6LA02108","LAVIGNE, JOSEPH FRANCIS","C","REP",0,0,"LA","02",NA,NA,NA,NA
"H8LA02112","CAO, ANH ""JOSEPH""","C","REP",242530.99,149452.3,"LA","02",NA,"W",NA,"W"
"H8LA02120","RAHIM, MALIK","C","GRE",10985.99,7985.99,"LA","02",NA,"W",NA,"L"
"H8LA02062","MORENO, HELENA","C","UNK",349376.47,293028.72,"LA","02",NA,NA,NA,NA
"H4LA03028","MELANCON, CHARLIE JR.","I","DEM",1544918.58,570342.71,"LA","03",NA,"W",NA,"W"
"H4LA03044","CACCIOPPI, CHARMAINE DEGRUISE","C","DEM",0,0,"LA","03",NA,NA,NA,NA
"H0LA03018","TAUZIN, WILBERT J II","C","REP",3389.75,0,"LA","03",NA,NA,NA,NA
"H4LA03051","ROMERO, CRAIG","C","REP",7608.65,6291.89,"LA","03",NA,NA,NA,NA
"H4LA03069","TAUZIN, WILBERT J III","C","REP",1127.97,0,"LA","03",NA,NA,NA,NA
"H2LA04103","MILKOVICH, JOHN CHARLES","O","DEM",156269.07,63614.54,"LA","04",NA,NA,NA,NA
"H6LA04054","CASH, ARTIS","O","DEM",6150,6150,"LA","04",NA,NA,NA,NA
"H8LA04233","BANKS, WILLIE JR","O","DEM",121733.03,34423,"LA","04",NA,NA,NA,NA
"H8LA04241","CARMOUCHE, PAUL J. MR.","O","DEM",1849104.37,956725.49,"LA","04",NA,NA,NA,"L"
"H8LA04134","MCCRERY, JAMES O III","I","REP",937830.12,328618.68,"LA","04",NA,NA,NA,NA
"H8LA04225","FLEMING, JOHN CALVIN JR.","O","REP",1833033.06,516434.22,"LA","04",NA,NA,NA,"W"
"H8LA04258","GORMAN, CHRIS D","O","REP",2208532.01,402996.31,"LA","04",NA,NA,NA,NA
"H8LA04266","THOMPSON, JEFFERSON ROWE","O","REP",606834.65,370771,"LA","04",NA,NA,NA,NA
"H6LA04088","KELLEY, CHESTER T (CATFISH)","O","UNK",31473.8,1041,"LA","04",NA,NA,NA,"L"
"H6LA00037","THOMPSON, FRANCIS C","C","DEM",0,0,"LA","05",NA,NA,NA,NA
"H6LA05127","HEARN, GLORIA WILLIAMS","C","DEM",0,0,"LA","05",NA,NA,NA,NA
"H2LA05084","ALEXANDER, RODNEY MR.","I","REP",911239.33,564870.87,"LA","05",NA,"W",NA,"W"
"H8LA06022","CAZAYOUX, DONALD J","I","DEM",2994463.64,1330196.18,"LA","06","W","W",NA,"L"
"H8LA06063","DECUIR, JASON MAURICE","O","DEM",136050,46050,"LA","06",NA,NA,NA,NA
"H8LA06089","KOPPLIN, ANDREW DAVID","O","DEM",342225.53,322665.18,"LA","06",NA,NA,NA,NA
"H6LA06083","BAKER, RICHARD H","I","REP",488587.15,166000,"LA","06",NA,NA,NA,NA
"H8LA00017","CASSIDY, WILLIAM","C","REP",1295445.83,986606.85,"LA","06",NA,"W",NA,"W"
"H8LA06048","CALONGNE, LAURINDA L","O","REP",779165.58,479116.97,"LA","06",NA,NA,NA,NA
"H8LA06055","JENKINS, LOUIS (WOODY)","O","REP",962491.46,789460.67,"LA","06",NA,NA,NA,NA
"H8LA06105","SAWYER, PAUL B","O","REP",309159.33,219283.5,"LA","06",NA,NA,NA,NA
"H8LA06113","CASEY, ASHLEY HEYER","O","IND",39044.58,11974,"LA","06",NA,NA,NA,NA
"H8LA06030","JACKSON, MICHAEL","O","N/A",217325,162160,"LA","06",NA,NA,NA,"L"
"H4LA07045","MOUNT, WILLIE LANDRY","C","DEM",0,0,"LA","07",NA,NA,NA,NA
"H6LA07172","STAGG, MICHAEL W","C","DEM",2970,0,"LA","07",NA,NA,NA,NA
"H8LA07046","CRAVINS, DONALD R JR","C","DEM",624766.15,357734.53,"LA","07",NA,"W",NA,"L"
"H4LA07029","BOUSTANY, CHARLES DR. JR.","I","REP",1569144.19,868959.34,"LA","07",NA,"W",NA,"W"
"H2MA01020","OLVER, JOHN WALTER","I","DEM",817747.93,386482.94,"MA","01",NA,"W",NA,"W"
