year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party_detailed,writein,mode,candidatevotes,totalvotes,unofficial,version,party_simplified
1984,ALABAMA,AL,1,63,41,US SENATE,statewide,gen,False,ALBERT LEE SMITH,REPUBLICAN,False,total,498508,1371234,False,20210114,REPUBLICAN
1984,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,JOHN E. HAVELOCK,DEMOCRAT,False,total,58804,206438,False,20210114,DEMOCRAT
1984,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,OTHER,,False,total,715,206438,False,20210114,OTHER
1984,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,TED STEVENS,REPUBLICAN,False,total,146919,206438,False,20210114,REPUBLICAN
1984,ARKANSAS,AR,5,71,42,US SENATE,statewide,gen,False,DAVID PRYOR,DEMOCRAT,False,total,502341,875956,False,20210114,DEMOCRAT
1984,ARKANSAS,AR,5,71,42,US SENATE,statewide,gen,False,ED BETHUNE,REPUBLICAN,False,total,373615,875956,False,20210114,REPUBLICAN
1984,COLORADO,CO,8,84,62,US SENATE,statewide,gen,False,"WILLIAM L. ""BILL"" ARMSTRONG",REPUBLICAN,False,total,833821,1297809,False,20210114,REPUBLICAN
1984,COLORADO,CO,8,84,62,US SENATE,statewide,gen,False,DAVID MARTIN,SOCIALIST WORKERS,False,total,2208,1297809,False,20210114,OTHER
1984,COLORADO,CO,8,84,62,US SENATE,statewide,gen,False,NANCY DICK,DEMOCRAT,False,total,449327,1297809,False,20210114,DEMOCRAT
1984,COLORADO,CO,8,84,62,US SENATE,statewide,gen,False,CRAIG GREEN,LIBERTARIAN,False,total,11077,1297809,False,20210114,LIBERTARIAN
1984,COLORADO,CO,8,84,62,US SENATE,statewide,gen,False,EARL HIGGERSON,PROHIBITION,False,total,1376,1297809,False,20210114,OTHER
1984,DELAWARE,DE,10,51,11,US SENATE,statewide,gen,False,JOSEPH R. BIDEN JR.,DEMOCRAT,False,total,147831,245932,False,20210114,DEMOCRAT
1984,DELAWARE,DE,10,51,11,US SENATE,statewide,gen,False,JOHN M. BURRIS,REPUBLICAN,False,total,98101,245932,False,20210114,REPUBLICAN
1984,GEORGIA,GA,13,58,44,US SENATE,statewide,gen,False,MIKE HICKS,REPUBLICAN,False,total,337196,1681344,False,20210114,REPUBLICAN
1984,GEORGIA,GA,13,58,44,US SENATE,statewide,gen,False,OTHER,,False,total,44,1681344,False,20210114,OTHER
1984,GEORGIA,GA,13,58,44,US SENATE,statewide,gen,False,SAM NUNN,DEMOCRAT,False,total,1344104,1681344,False,20210114,DEMOCRAT
1984,IDAHO,ID,16,82,63,US SENATE,statewide,gen,False,PETER M. BUSCH,DEMOCRAT,False,total,105591,406168,False,20210114,DEMOCRAT
1984,IDAHO,ID,16,82,63,US SENATE,statewide,gen,False,DONALD B. BILLINGS,LIBERTARIAN,False,total,7384,406168,False,20210114,LIBERTARIAN
1984,IDAHO,ID,16,82,63,US SENATE,statewide,gen,False,JAMES A. MCCLURE,REPUBLICAN,False,total,293193,406168,False,20210114,REPUBLICAN
1984,ILLINOIS,IL,17,33,21,US SENATE,statewide,gen,False,NELSON GONZALEZ,SOCIALIST WORKERS,False,total,4913,4787335,False,20210114,OTHER
1984,ILLINOIS,IL,17,33,21,US SENATE,statewide,gen,False,OTHER,,False,total,273,4787335,False,20210114,OTHER
1984,ILLINOIS,IL,17,33,21,US SENATE,statewide,gen,False,CHARLES H. PERCY,REPUBLICAN,False,total,2308039,4787335,False,20210114,REPUBLICAN
1984,ILLINOIS,IL,17,33,21,US SENATE,statewide,gen,False,STEVEN I. GIVOT,LIBERTARIAN,False,total,59777,4787335,False,20210114,LIBERTARIAN
1984,ILLINOIS,IL,17,33,21,US SENATE,statewide,gen,False,PAUL SIMON,DEMOCRAT,False,total,2397165,4787335,False,20210114,DEMOCRAT
1984,ILLINOIS,IL,17,33,21,US SENATE,statewide,gen,False,MARJORIE H. PRIES,CITIZENS,False,total,12366,4787335,False,20210114,OTHER
1984,ILLINOIS,IL,17,33,21,US SENATE,statewide,gen,False,ISHMAEL FLORY,COMMUNIST,False,total,4802,4787335,False,20210114,OTHER
1984,IOWA,IA,19,42,31,US SENATE,statewide,gen,False,ROGER W. JEPSEN,REPUBLICAN,False,total,564381,1292700,False,20210114,REPUBLICAN
1984,IOWA,IA,19,42,31,US SENATE,statewide,gen,False,GARRY DE YOUNG,INDEPENDENT,False,total,11014,1292700,False,20210114,OTHER
1984,IOWA,IA,19,42,31,US SENATE,statewide,gen,False,OTHER,,False,total,422,1292700,False,20210114,OTHER
1984,IOWA,IA,19,42,31,US SENATE,statewide,gen,False,TOM HARKIN,DEMOCRAT,False,total,716883,1292700,False,20210114,DEMOCRAT
1984,KANSAS,KS,20,47,32,US SENATE,statewide,gen,False,JAMES R. MAHER,DEMOCRAT,False,total,211664,996729,False,20210114,DEMOCRAT
1984,KANSAS,KS,20,47,32,US SENATE,statewide,gen,False,FREDA H. STEELE,PROHIBITION,False,total,4610,996729,False,20210114,OTHER
1984,KANSAS,KS,20,47,32,US SENATE,statewide,gen,False,MARIAN RUCK JACKSON,AMERICAN,False,total,6918,996729,False,20210114,OTHER
1984,KANSAS,KS,20,47,32,US SENATE,statewide,gen,False,DOUGLAS N. MERRITT,LIBERTARIAN,False,total,6755,996729,False,20210114,LIBERTARIAN
1984,KANSAS,KS,20,47,32,US SENATE,statewide,gen,False,LUCILLE BIEGER,COMMUNIST,False,total,9380,996729,False,20210114,OTHER
1984,KANSAS,KS,20,47,32,US SENATE,statewide,gen,False,NANCY LANDON KASSEBAUM,REPUBLICAN,False,total,757402,996729,False,20210114,REPUBLICAN
1984,KENTUCKY,KY,21,61,51,US SENATE,statewide,gen,False,WALTER (DEE) HUDDLESTON,DEMOCRAT,False,total,639721,1292407,False,20210114,DEMOCRAT
1984,KENTUCKY,KY,21,61,51,US SENATE,statewide,gen,False,DAVE WELTERS,SOCIALIST WORKERS,False,total,7696,1292407,False,20210114,OTHER
1984,KENTUCKY,KY,21,61,51,US SENATE,statewide,gen,False,MITCH MCCONNELL,REPUBLICAN,False,total,644990,1292407,False,20210114,REPUBLICAN
1984,LOUISIANA,LA,22,72,45,US SENATE,statewide,gen,False,J. BENNETT JOHNSTON JR.,DEMOCRAT,False,total,1,1,False,20210114,DEMOCRAT
1984,MAINE,ME,23,11,2,US SENATE,statewide,gen,False,P. ANN STODDARD,CONSTITUTIONALIST,False,total,4338,551406,False,20210114,OTHER
1984,MAINE,ME,23,11,2,US SENATE,statewide,gen,False,WILLIAM S. COHEN,REPUBLICAN,False,total,404414,551406,False,20210114,REPUBLICAN
1984,MAINE,ME,23,11,2,US SENATE,statewide,gen,False,ELIZABETH H. MITCHELL,DEMOCRAT,False,total,142626,551406,False,20210114,DEMOCRAT
1984,MAINE,ME,23,11,2,US SENATE,statewide,gen,False,OTHER,,False,total,28,551406,False,20210114,OTHER
1984,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,OTHER,,False,total,408,2530471,False,20210114,OTHER
1984,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,JOHN F. KERRY,DEMOCRAT,False,total,1393150,2530471,False,20210114,DEMOCRAT
1984,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,RAYMOND SHAMIE,REPUBLICAN,False,total,1136913,2530471,False,20210114,REPUBLICAN
1984,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,LYNN JOHNSTON,LIBERTARIAN,False,total,7786,3700938,False,20210114,LIBERTARIAN
1984,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,MAX DEAN,INDEPENDENT,False,total,2135,3700938,False,20210114,OTHER
1984,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,ARTHUR RICHARD TISCH,TISCH INDEPENDENT CITIZENS,False,total,22882,3700938,False,20210114,OTHER
1984,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,OTHER,,False,total,23,3700938,False,20210114,OTHER
1984,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,CARL LEVIN,DEMOCRAT,False,total,1915831,3700938,False,20210114,DEMOCRAT
1984,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,SAMUEL L. WEBB,COMMUNIST,False,total,1196,3700938,False,20210114,OTHER
1984,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,WILLIAM ROUNDTREE,WORKERS WORLD,False,total,2279,3700938,False,20210114,OTHER
1984,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,HELEN MEYERS,SOCIALIST WORKERS,False,total,2686,3700938,False,20210114,OTHER
1984,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,FRED MAZELIS,WORKERS LEAGUE,False,total,818,3700938,False,20210114,OTHER
1984,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,JACK LOUSMA,REPUBLICAN,False,total,1745302,3700938,False,20210114,REPUBLICAN
1984,MINNESOTA,MN,27,41,33,US SENATE,statewide,gen,False,OTHER,,False,total,240,2066143,False,20210114,OTHER
1984,MINNESOTA,MN,27,41,33,US SENATE,statewide,gen,False,JOAN ANDERSON GROWE,DEMOCRAT,False,total,852844,2066143,False,20210114,DEMOCRAT
1984,MINNESOTA,MN,27,41,33,US SENATE,statewide,gen,False,RICHARD PUTMAN,LIBERTARIAN,False,total,4653,2066143,False,20210114,LIBERTARIAN
1984,MINNESOTA,MN,27,41,33,US SENATE,statewide,gen,False,ELEANOR GARCIA,SOCIALIST WORKERS,False,total,5351,2066143,False,20210114,OTHER
1984,MINNESOTA,MN,27,41,33,US SENATE,statewide,gen,False,JEFFREY M. MILLER,NEW UNION,False,total,3129,2066143,False,20210114,OTHER
1984,MINNESOTA,MN,27,41,33,US SENATE,statewide,gen,False,RUDY BOSCHWITZ,REPUBLICAN,False,total,1199926,2066143,False,20210114,REPUBLICAN
1984,MISSISSIPPI,MS,28,64,46,US SENATE,statewide,gen,False,WILLIAM F. WINTER,DEMOCRAT,False,total,371926,952240,False,20210114,DEMOCRAT
1984,MISSISSIPPI,MS,28,64,46,US SENATE,statewide,gen,False,THAD COCHRAN,REPUBLICAN,False,total,580314,952240,False,20210114,REPUBLICAN
1984,MONTANA,MT,30,81,64,US SENATE,statewide,gen,False,NEIL HALPRIN,LIBERTARIAN,False,total,9143,379155,False,20210114,LIBERTARIAN
1984,MONTANA,MT,30,81,64,US SENATE,statewide,gen,False,MAX BAUCUS,DEMOCRAT,False,total,215704,379155,False,20210114,DEMOCRAT
1984,MONTANA,MT,30,81,64,US SENATE,statewide,gen,False,CHUCK COZZENS,REPUBLICAN,False,total,154308,379155,False,20210114,REPUBLICAN
1984,NEBRASKA,NE,31,46,35,US SENATE,statewide,gen,False,OTHER,,False,total,304,639668,False,20210114,OTHER
1984,NEBRASKA,NE,31,46,35,US SENATE,statewide,gen,False,J. J. EXON,DEMOCRAT,False,total,332217,639668,False,20210114,DEMOCRAT
1984,NEBRASKA,NE,31,46,35,US SENATE,statewide,gen,False,NANCY HOCH,REPUBLICAN,False,total,307147,639668,False,20210114,REPUBLICAN
1984,NEW HAMPSHIRE,NH,33,12,4,US SENATE,statewide,gen,False,NORMAN E. D'AMOURS,DEMOCRAT,False,total,157447,384369,False,20210114,DEMOCRAT
1984,NEW HAMPSHIRE,NH,33,12,4,US SENATE,statewide,gen,False,GORDON J. HUMPHREY,REPUBLICAN,False,total,225828,384369,False,20210114,REPUBLICAN
1984,NEW HAMPSHIRE,NH,33,12,4,US SENATE,statewide,gen,False,SAUNDER H. PRIMACK,LIBERTARIAN,False,total,1094,384369,False,20210114,LIBERTARIAN
1984,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,HAROLD F. LEIENDECKER,LIBERTARIAN,False,total,7135,3096456,False,20210114,LIBERTARIAN
1984,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,BILL BRADLEY,DEMOCRAT,False,total,1986644,3096456,False,20210114,DEMOCRAT
1984,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,JAMES T. HAGEN,PROLIFE FISCAL CONSERVATIVE,False,total,10409,3096456,False,20210114,OTHER
1984,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,MARY V. MOCHARY,REPUBLICAN,False,total,1080100,3096456,False,20210114,REPUBLICAN
1984,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,JASPER C. GOULD,CONTEMPT OF COURT,False,total,2891,3096456,False,20210114,OTHER
1984,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,JULIUS LEVIN,SOCIALIST LABOR,False,total,6053,3096456,False,20210114,OTHER
1984,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,PRISCILLA SCHENK,SOCIALIST WORKERS,False,total,3224,3096456,False,20210114,OTHER
1984,NEW MEXICO,NM,35,85,66,US SENATE,statewide,gen,False,PETE V. DOMENICI,REPUBLICAN,False,total,361371,502634,False,20210114,REPUBLICAN
1984,NEW MEXICO,NM,35,85,66,US SENATE,statewide,gen,False,OTHER,,False,total,10,502634,False,20210114,OTHER
1984,NEW MEXICO,NM,35,85,66,US SENATE,statewide,gen,False,JUDITH A. PRATT,DEMOCRAT,False,total,141253,502634,False,20210114,DEMOCRAT
1984,NORTH CAROLINA,NC,37,56,47,US SENATE,statewide,gen,False,JESSE HELMS,REPUBLICAN,False,total,1156768,2239051,False,20210114,REPUBLICAN
1984,NORTH CAROLINA,NC,37,56,47,US SENATE,statewide,gen,False,KATE DAHER,SOCIALIST WORKERS,False,total,2493,2239051,False,20210114,OTHER
1984,NORTH CAROLINA,NC,37,56,47,US SENATE,statewide,gen,False,BOBBY YATES EMORY,LIBERTARIAN,False,total,9302,2239051,False,20210114,LIBERTARIAN
1984,NORTH CAROLINA,NC,37,56,47,US SENATE,statewide,gen,False,JAMES B. (JIM) HUNT JR.,DEMOCRAT,False,total,1070488,2239051,False,20210114,DEMOCRAT
1984,OKLAHOMA,OK,40,73,53,US SENATE,statewide,gen,False,DAVID BOREN,DEMOCRAT,False,total,906131,1197937,False,20210114,DEMOCRAT
1984,OKLAHOMA,OK,40,73,53,US SENATE,statewide,gen,False,ROBERT T. MURPHY,LIBERTARIAN,False,total,11168,1197937,False,20210114,LIBERTARIAN
1984,OKLAHOMA,OK,40,73,53,US SENATE,statewide,gen,False,WILL E. BILL CROZIER,REPUBLICAN,False,total,280638,1197937,False,20210114,REPUBLICAN
1984,OREGON,OR,41,92,72,US SENATE,statewide,gen,False,MARK O. HATFIELD,REPUBLICAN,False,total,808152,1214735,False,20210114,REPUBLICAN
1984,OREGON,OR,41,92,72,US SENATE,statewide,gen,False,MARGIE HENDRIKSEN,DEMOCRAT,False,total,406122,1214735,False,20210114,DEMOCRAT
1984,OREGON,OR,41,92,72,US SENATE,statewide,gen,False,OTHER,,False,total,461,1214735,False,20210114,OTHER
1984,RHODE ISLAND,RI,44,15,5,US SENATE,statewide,gen,False,BARBARA M. LEONARD,REPUBLICAN,False,total,107545,393356,False,20210114,REPUBLICAN
1984,RHODE ISLAND,RI,44,15,5,US SENATE,statewide,gen,False,CLAIBORNE DEB. PELL,DEMOCRAT,False,total,285811,393356,False,20210114,DEMOCRAT
1984,SOUTH CAROLINA,SC,45,57,48,US SENATE,statewide,gen,False,STROM THURMOND,REPUBLICAN,False,total,644815,965130,False,20210114,REPUBLICAN
1984,SOUTH CAROLINA,SC,45,57,48,US SENATE,statewide,gen,False,MELVIN PURVIS,DEMOCRAT,False,total,306982,965130,False,20210114,DEMOCRAT
1984,SOUTH CAROLINA,SC,45,57,48,US SENATE,statewide,gen,False,STEPHEN DAVIS,LIBERTARIAN,False,total,13333,965130,False,20210114,LIBERTARIAN
1984,SOUTH DAKOTA,SD,46,45,37,US SENATE,statewide,gen,False,GEORGE V. CUNNINGHAM,DEMOCRAT,False,total,80537,315713,False,20210114,DEMOCRAT
1984,SOUTH DAKOTA,SD,46,45,37,US SENATE,statewide,gen,False,LARRY PRESSLER,REPUBLICAN,False,total,235176,315713,False,20210114,REPUBLICAN
1984,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,VICTOR ASHE,REPUBLICAN,False,total,557016,1648036,False,20210114,REPUBLICAN
1984,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,ALBERT GORE JR.,DEMOCRAT,False,total,1000607,1648036,False,20210114,DEMOCRAT
1984,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,KHALIL-ULLAH AL-MUHAYMIN,INDEPENDENT,False,total,3179,1648036,False,20210114,OTHER
1984,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,ED MCATEER,INDEPENDENT,False,total,87234,1648036,False,20210114,OTHER
1984,TEXAS,TX,48,74,49,US SENATE,statewide,gen,False,LLOYD DOGGETT,DEMOCRAT,False,total,2202557,5314178,False,20210114,DEMOCRAT
1984,TEXAS,TX,48,74,49,US SENATE,statewide,gen,False,PHIL GRAMM,REPUBLICAN,False,total,3111348,5314178,False,20210114,REPUBLICAN
1984,TEXAS,TX,48,74,49,US SENATE,statewide,gen,False,OTHER,,False,total,273,5314178,False,20210114,OTHER
1984,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,OTHER,,False,total,151,2007487,False,20210114,OTHER
1984,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,"EDYTHE C. ""EDIE"" HARRISON",DEMOCRAT,False,total,601142,2007487,False,20210114,DEMOCRAT
1984,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,JOHN W. WARNER,REPUBLICAN,False,total,1406194,2007487,False,20210114,REPUBLICAN
1984,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,"MARY E. ""JOAN"" RADIN",SOCIALIST WORKERS,False,total,3299,722212,False,20210114,OTHER
1984,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,JOHN R. RAESE,REPUBLICAN,False,total,344680,722212,False,20210114,REPUBLICAN
1984,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,JAY ROCKEFELLER,DEMOCRAT,False,total,374233,722212,False,20210114,DEMOCRAT
1984,WYOMING,WY,56,83,68,US SENATE,statewide,gen,False,VICTOR A. RYAN,DEMOCRAT,False,total,40525,186898,False,20210114,DEMOCRAT
1984,WYOMING,WY,56,83,68,US SENATE,statewide,gen,False,AL SIMPSON,REPUBLICAN,False,total,146373,186898,False,20210114,REPUBLICAN
1986,ALABAMA,AL,1,63,41,US SENATE,statewide,gen,False,RICHARD SHELBY,DEMOCRAT,False,total,609360,1211897,False,20210114,DEMOCRAT
1986,ALABAMA,AL,1,63,41,US SENATE,statewide,gen,False,JEREMIAH DENTON,REPUBLICAN,False,total,602537,1211897,False,20210114,REPUBLICAN
1986,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,CHUCK HOUSE,LIBERTARIAN,False,total,3161,180801,False,20210114,LIBERTARIAN
1986,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,,,True,total,239,180801,False,20210114,OTHER
1986,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,FRANK H. MURKOWSKI,REPUBLICAN,False,total,97674,180801,False,20210114,REPUBLICAN
1986,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,GLENN OLDS,DEMOCRAT,False,total,79727,180801,False,20210114,DEMOCRAT
1986,ARIZONA,AZ,4,86,61,US SENATE,statewide,gen,False,,,True,total,18,862921,False,20210114,OTHER
1986,ARIZONA,AZ,4,86,61,US SENATE,statewide,gen,False,,,True,total,28,862921,False,20210114,OTHER
1986,ARIZONA,AZ,4,86,61,US SENATE,statewide,gen,False,RICHARD KIMBALL,DEMOCRAT,False,total,340965,862921,False,20210114,DEMOCRAT
1986,ARIZONA,AZ,4,86,61,US SENATE,statewide,gen,False,JOHN MCCAIN,REPUBLICAN,False,total,521850,862921,False,20210114,REPUBLICAN
1986,ARIZONA,AZ,4,86,61,US SENATE,statewide,gen,False,,,True,total,60,862921,False,20210114,OTHER
1986,ARKANSAS,AR,5,71,42,US SENATE,statewide,gen,False,ASA HUTCHINSON,REPUBLICAN,False,total,262313,695487,False,20210114,REPUBLICAN
1986,ARKANSAS,AR,5,71,42,US SENATE,statewide,gen,False,DALE BUMPERS,DEMOCRAT,False,total,433122,695487,False,20210114,DEMOCRAT
1986,ARKANSAS,AR,5,71,42,US SENATE,statewide,gen,False,,,True,total,52,695487,False,20210114,OTHER
1986,CALIFORNIA,CA,6,93,71,US SENATE,statewide,gen,False,"EDWARD B. ""ED"" VALLEN",INDEPENDENT,False,total,109856,7398462,False,20210114,OTHER
1986,CALIFORNIA,CA,6,93,71,US SENATE,statewide,gen,False,ALAN CRANSTON,DEMOCRAT,False,total,3646672,7398462,False,20210114,DEMOCRAT
1986,CALIFORNIA,CA,6,93,71,US SENATE,statewide,gen,False,BRECK MCKINLEY,LIBERTARIAN,False,total,66261,7398462,False,20210114,LIBERTARIAN
1986,CALIFORNIA,CA,6,93,71,US SENATE,statewide,gen,False,PAUL KANGAS,PEACE AND FREEDOM,False,total,33869,7398462,False,20210114,OTHER
1986,CALIFORNIA,CA,6,93,71,US SENATE,statewide,gen,False,ED ZSCHAU,REPUBLICAN,False,total,3541804,7398462,False,20210114,REPUBLICAN
1986,COLORADO,CO,8,84,62,US SENATE,statewide,gen,False,HENRY JOHN OLSHAW,UNAFFILIATED AMERICAN,False,total,1868,1060765,False,20210114,OTHER
1986,COLORADO,CO,8,84,62,US SENATE,statewide,gen,False,KEN KRAMER,REPUBLICAN,False,total,512994,1060765,False,20210114,REPUBLICAN
1986,COLORADO,CO,8,84,62,US SENATE,statewide,gen,False,TIMOTHY E. WIRTH,DEMOCRAT,False,total,529449,1060765,False,20210114,DEMOCRAT
1986,COLORADO,CO,8,84,62,US SENATE,statewide,gen,False,MICHAEL R. CHAMBERLAIN,SOCIALIST WORKERS,False,total,3756,1060765,False,20210114,OTHER
1986,COLORADO,CO,8,84,62,US SENATE,statewide,gen,False,MICHAEL MARTIN BUSH,INDEPENDENT,False,total,11127,1060765,False,20210114,OTHER
1986,COLORADO,CO,8,84,62,US SENATE,statewide,gen,False,CALVIN G. DODGE,PROHIBITION,False,total,1571,1060765,False,20210114,OTHER
1986,CONNECTICUT,CT,9,16,1,US SENATE,statewide,gen,False,"EDWARD J. MCCALLUM, JR.",NONE,False,total,3800,976933,False,20210114,OTHER
1986,CONNECTICUT,CT,9,16,1,US SENATE,statewide,gen,False,ROGER W. EDDY,REPUBLICAN,False,total,340438,976933,False,20210114,REPUBLICAN
1986,CONNECTICUT,CT,9,16,1,US SENATE,statewide,gen,False,CHRISTOPHER J. DODD,DEMOCRAT,False,total,632695,976933,False,20210114,DEMOCRAT
1986,FLORIDA,FL,12,59,43,US SENATE,statewide,gen,False,,,True,total,77,3429996,False,20210114,OTHER
1986,FLORIDA,FL,12,59,43,US SENATE,statewide,gen,False,PAULA HAWKINS,REPUBLICAN,False,total,1552376,3429996,False,20210114,REPUBLICAN
1986,FLORIDA,FL,12,59,43,US SENATE,statewide,gen,False,BOB GRAHAM,DEMOCRAT,False,total,1877543,3429996,False,20210114,DEMOCRAT
1986,GEORGIA,GA,13,58,44,US SENATE,statewide,gen,False,MACK MATTINGLY,REPUBLICAN,False,total,601241,1225008,False,20210114,REPUBLICAN
1986,GEORGIA,GA,13,58,44,US SENATE,statewide,gen,False,,,True,total,60,1225008,False,20210114,OTHER
1986,GEORGIA,GA,13,58,44,US SENATE,statewide,gen,False,WYCHE FOWLER JR.,DEMOCRAT,False,total,623707,1225008,False,20210114,DEMOCRAT
1986,HAWAII,HI,15,95,82,US SENATE,statewide,gen,False,FRANK HUTCHINSON,REPUBLICAN,False,total,86910,328797,False,20210114,REPUBLICAN
1986,HAWAII,HI,15,95,82,US SENATE,statewide,gen,False,DANIEL K. INOUYE,DEMOCRAT,False,total,241887,328797,False,20210114,DEMOCRAT
1986,IDAHO,ID,16,82,63,US SENATE,statewide,gen,False,STEVE SYMMS,REPUBLICAN,False,total,196958,382024,False,20210114,REPUBLICAN
1986,IDAHO,ID,16,82,63,US SENATE,statewide,gen,False,JOHN V. EVANS,DEMOCRAT,False,total,185066,382024,False,20210114,DEMOCRAT
1986,ILLINOIS,IL,17,33,21,US SENATE,statewide,gen,False,ALAN J. DIXON,DEMOCRAT,False,total,2033783,3122883,False,20210114,DEMOCRAT
1986,ILLINOIS,IL,17,33,21,US SENATE,statewide,gen,False,OMARI MUSA,SOCIALIST WORKERS,False,total,5671,3122883,False,20210114,OTHER
1986,ILLINOIS,IL,17,33,21,US SENATE,statewide,gen,False,DONALD M. PARRISH JR.,LIBERTARIAN,False,total,13891,3122883,False,20210114,LIBERTARIAN
1986,ILLINOIS,IL,17,33,21,US SENATE,statewide,gen,False,ELINAR V. DYHRKOPP,ILLINOIS SOLIDARITY,False,total,15804,3122883,False,20210114,OTHER
1986,ILLINOIS,IL,17,33,21,US SENATE,statewide,gen,False,JUDY KOEHLER,REPUBLICAN,False,total,1053734,3122883,False,20210114,REPUBLICAN
1986,INDIANA,IN,18,32,22,US SENATE,statewide,gen,False,JILL LYNETTE LONG,DEMOCRAT,False,total,595192,1545563,False,20210114,DEMOCRAT
1986,INDIANA,IN,18,32,22,US SENATE,statewide,gen,False,DAN QUAYLE,REPUBLICAN,False,total,936143,1545563,False,20210114,REPUBLICAN
1986,INDIANA,IN,18,32,22,US SENATE,statewide,gen,False,BRADFORD L. WARREN,LIBERTARIAN,False,total,8314,1545563,False,20210114,LIBERTARIAN
1986,INDIANA,IN,18,32,22,US SENATE,statewide,gen,False,ROCKLAND R. SNYDER,AMERICAN,False,total,5914,1545563,False,20210114,OTHER
1986,IOWA,IA,19,42,31,US SENATE,statewide,gen,False,JOHN MASTERS,NOMINATED BY PETITION,False,total,3370,891762,False,20210114,OTHER
1986,IOWA,IA,19,42,31,US SENATE,statewide,gen,False,CHARLES E. GRASSLEY,REPUBLICAN,False,total,588880,891762,False,20210114,REPUBLICAN
1986,IOWA,IA,19,42,31,US SENATE,statewide,gen,False,JOHN O. ROEHRICK,DEMOCRAT,False,total,299406,891762,False,20210114,DEMOCRAT
1986,IOWA,IA,19,42,31,US SENATE,statewide,gen,False,SCATTER,,False,total,106,891762,False,20210114,OTHER
1986,KANSAS,KS,20,47,32,US SENATE,statewide,gen,False,BOB DOLE,REPUBLICAN,False,total,576902,823566,False,20210114,REPUBLICAN
1986,KANSAS,KS,20,47,32,US SENATE,statewide,gen,False,GUY MACDONALD,DEMOCRAT,False,total,246664,823566,False,20210114,DEMOCRAT
1986,KENTUCKY,KY,21,61,51,US SENATE,statewide,gen,False,JACKSON M. ANDREWS,REPUBLICAN,False,total,173330,677280,False,20210114,REPUBLICAN
1986,KENTUCKY,KY,21,61,51,US SENATE,statewide,gen,False,WENDELL H. FORD,DEMOCRAT,False,total,503775,677280,False,20210114,DEMOCRAT
1986,KENTUCKY,KY,21,61,51,US SENATE,statewide,gen,False,,,True,total,175,677280,False,20210114,OTHER
1986,LOUISIANA,LA,22,72,45,US SENATE,statewide,gen,False,W. HENSON MOORE,REPUBLICAN,False,total,646311,1369897,False,20210114,REPUBLICAN
1986,LOUISIANA,LA,22,72,45,US SENATE,statewide,gen,False,JOHN B. BREAUX,DEMOCRAT,False,total,723586,1369897,False,20210114,DEMOCRAT
1986,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,1,1112637,False,20210114,OTHER
1986,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,LINDA CHAVEZ,REPUBLICAN,False,total,437411,1112637,False,20210114,REPUBLICAN
