poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,politician_id,politician,yes,no,alternate_answers
87425,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3.0,,7/8/24,7/14/24,,"",,203025,45000,a,,a,TRUE,7/16/24 09:05,"",https://pro.morningconsult.com/trackers/global-leader-approval,https://pro.morningconsult.com/trackers/global-leader-approval,,,"",,,42,Joe Biden,39.0,55.0,7.0
87395,1800,Noble Predictive Insights,2013,Center Square,Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Online Panel/Text-to-Web,6.0,,7/8/24,7/11/24,,"",,203035,2295,lv,,lv,,7/16/24 10:45,"",https://bloximages.newyork1.vip.townnews.com/thecentersquare.com/content/tncms/assets/v3/editorial/1/ba/1ba9b2c0-436b-11ef-908b-4b060b93296f/6696612341005.pdf.pdf,,,https://bloximages.newyork1.vip.townnews.com/thecentersquare.com/content/tncms/assets/v3/editorial/1/ba/1ba9b2c0-436b-11ef-908b-4b060b93296f/6696612341005.pdf.pdf,"",,,42,Joe Biden,43.0,56.0,2.0
87395,1800,Noble Predictive Insights,2013,Center Square,Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Online Panel/Text-to-Web,6.0,,7/8/24,7/11/24,,"",,203036,2535,rv,,rv,,7/16/24 10:45,"",https://bloximages.newyork1.vip.townnews.com/thecentersquare.com/content/tncms/assets/v3/editorial/e/8c/e8c2fa56-436a-11ef-adc9-47df827e87a1/669660f17d667.pdf.pdf,,,https://bloximages.newyork1.vip.townnews.com/thecentersquare.com/content/tncms/assets/v3/editorial/e/8c/e8c2fa56-436a-11ef-adc9-47df827e87a1/669660f17d667.pdf.pdf,"",,,42,Joe Biden,42.0,56.0,3.0
87377,1205,Marist,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,2.9,-0.9,Live Phone/Online Panel,7.0,,7/9/24,7/10/24,,"",,202748,1309,a,,a,,7/12/24 10:03,"",https://maristpoll.marist.edu/polls/contest-for-president-still-up-for-grabs/,https://maristpoll.marist.edu/polls/contest-for-president-still-up-for-grabs/,,https://maristpoll.marist.edu/wp-content/uploads/2024/07/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_202407101544.pdf,"",,,42,Joe Biden,43.0,52.0,5.0
87377,1205,Marist,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,2.9,-0.9,Live Phone/Online Panel,7.0,,7/9/24,7/10/24,,"",,202749,1174,rv,,rv,,7/12/24 10:03,"",https://maristpoll.marist.edu/polls/contest-for-president-still-up-for-grabs/,https://maristpoll.marist.edu/polls/contest-for-president-still-up-for-grabs/,,https://maristpoll.marist.edu/wp-content/uploads/2024/07/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_202407101544.pdf,"",,,42,Joe Biden,45.0,52.0,3.0
87396,1842,Global Strategy Group/North Star Opinion Research,"2054,2055",Financial Times | U. Michigan Ross School of Business,Global Strategy Group/North Star Opinion Research,822,Global Strategy Group/North Star Opinion Research,,,,3.5,,7/8/24,7/10/24,,"",,202925,1005,rv,,rv,,7/15/24 10:02,"",https://www.ft.com/content/7aa63450-5ff2-4ea3-b639-1a21db372527,https://www.ft.com/content/7aa63450-5ff2-4ea3-b639-1a21db372527,https://globalstrategygroup.app.box.com/s/mssns9jqlmwiu0pmamqg4pvebdyybkot,,"",false,,42,Joe Biden,40.0,57.0,2.0
87393,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,9.0,,7/7/24,7/10/24,,"",,202836,1210,rv,,rv,,7/14/24 12:22,"",https://www.foxnews.com/official-polls/fox-news-poll-post-debate-trump-back-top-horserace,https://www.foxnews.com/official-polls/fox-news-poll-post-debate-trump-back-top-horserace,https://static.foxnews.com/foxnews.com/content/uploads/2024/07/Fox_July-7-10-2024_National_Topline_July-14-Release.pdf,https://static.foxnews.com/foxnews.com/content/uploads/2024/07/Fox_July-7-10-2024_National_Cross-Tabs_July-14-Release.pdf,"",false,,42,Joe Biden,42.0,58.0,0
87363,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,7/7/24,7/9/24,,"",,202521,1620,a,,a,,7/10/24 10:16,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_fWHOrrW.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_fWHOrrW.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_RptTnGc.pdf,"",,,42,Joe Biden,37.0,58.0,5.0
87363,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,7/7/24,7/9/24,,"",,202522,1443,rv,,rv,,7/10/24 10:16,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_RptTnGc.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_RptTnGc.pdf,"",,,42,Joe Biden,40.0,58.0,2.0
87394,1292,Hart/POS,132,NBC News,Hart Research Associates/Public Opinion Strategies,221,Hart Research Associates/Public Opinion Strategies,2.6,-0.7,Live Phone,4.0,,7/7/24,7/9/24,,"",,202837,800,rv,,rv,,7/14/24 12:22,"",https://www.nbcnews.com/politics/2024-election/poll-debate-aftermath-damages-biden-democratic-party-matchup-trump-unc-rcna161154,https://www.nbcnews.com/politics/2024-election/poll-debate-aftermath-damages-biden-democratic-party-matchup-trump-unc-rcna161154,https://pos.org/wp-content/uploads/2024/07/240240-NBC-July-2024-Poll_7.14-RELEASE_CORRECTED.pdf,,"",,,42,Joe Biden,40.0,58.0,2.0
87367,241,Ipsos,"378,379",The Washington Post | ABC News,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,,7/5/24,7/9/24,,"",,202632,2431,a,,a,,7/11/24 09:03,"",https://www.washingtonpost.com/politics/2024/07/11/poll-biden-drop-out-election/,https://www.washingtonpost.com/politics/2024/07/11/poll-biden-drop-out-election/,https://www.washingtonpost.com/tablet/2024/07/10/july-5-9-2024-washington-post-abc-news-ipsos-poll/,https://docs.google.com/spreadsheets/d/1oLv3PqktVHZ1bKWZJzGct7ADi9qTqJZWpNALJsD_ZiA/edit?gid=0#gid=0,"",,,42,Joe Biden,36.0,57.0,7.0
87367,241,Ipsos,"378,379",The Washington Post | ABC News,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,,7/5/24,7/9/24,,"",,202633,2041,rv,,rv,,7/11/24 09:03,"",https://www.washingtonpost.com/politics/2024/07/11/poll-biden-drop-out-election/,https://www.washingtonpost.com/politics/2024/07/11/poll-biden-drop-out-election/,https://www.washingtonpost.com/tablet/2024/07/10/july-5-9-2024-washington-post-abc-news-ipsos-poll/,https://docs.google.com/spreadsheets/d/1oLv3PqktVHZ1bKWZJzGct7ADi9qTqJZWpNALJsD_ZiA/edit?gid=0#gid=0,"",,,42,Joe Biden,39.0,59.0,3.0
87364,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,,7/8/24,7/8/24,,"",,202582,1500,rv,,rv,,7/10/24 12:58,"",https://polls.538.io/admin/races/4915,https://polls.538.io/admin/races/4915,,,"",,,42,Joe Biden,38.0,46.0,16.0
87361,1102,Emerson,"","",Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,,7/7/24,7/8/24,,"",,202450,1370,rv,,rv,,7/9/24 11:33,"",https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,,https://docs.google.com/spreadsheets/d/1nyl2m7sNae4qkxEBQ2-GmNpv3-5sPxsH/edit?gid=1151702531#gid=1151702531,"",,,42,Joe Biden,38.6,52.3,9.1
87375,370,Pew,"","",Pew Research Center,253,Pew Research Center,2.5,-0.4,Probability Panel,8.0,,7/1/24,7/7/24,,"",,202716,9424,a,,a,,7/11/24 12:43,"",https://www.pewresearch.org/politics/2024/07/11/amid-doubts-about-bidens-mental-sharpness-trump-leads-presidential-race/,https://www.pewresearch.org/politics/2024/07/11/amid-doubts-about-bidens-mental-sharpness-trump-leads-presidential-race/,https://www.pewresearch.org/wp-content/uploads/sites/20/2024/07/PP_2024.7.11_election-2024_TOPLINE.pdf,,"",,,42,Joe Biden,32.0,66.0,2.0
87392,1560,Lord Ashcroft Polls,"","",Lord Ashcroft Polls,560,Lord Ashcroft Polls,,,Online Panel,6.0,,6/28/24,7/7/24,,"",,202832,5016,a,,a,,7/14/24 12:21,"",https://lordashcroftpolls.com/2024/07/us-voters-are-increasingly-convinced-trump-will-be-re-elected/,https://lordashcroftpolls.com/2024/07/us-voters-are-increasingly-convinced-trump-will-be-re-elected/,https://lordashcroftpolls.com/wp-content/uploads/2024/07/Biden-v-Trump-Race-against-time-.pdf,,"",,,42,Joe Biden,42.0,55.0,3.0
87392,1560,Lord Ashcroft Polls,"","",Lord Ashcroft Polls,560,Lord Ashcroft Polls,,,Online Panel,6.0,,6/28/24,7/7/24,,"",,202835,4347,rv,,rv,,7/14/24 12:22,"",https://lordashcroftpolls.com/2024/07/us-voters-are-increasingly-convinced-trump-will-be-re-elected/,https://lordashcroftpolls.com/2024/07/us-voters-are-increasingly-convinced-trump-will-be-re-elected/,https://lordashcroftpolls.com/wp-content/uploads/2024/07/Biden-v-Trump-Race-against-time-.pdf,,"",,,42,Joe Biden,44.0,54.0,1.0
87366,1880,Split Ticket/Data for Progress,"","",Split Ticket/Data for Progress,853,Split Ticket/Data for Progress,,,Online Panel,10.0,,7/1/24,7/3/24,,"",,202591,2067,lv,,lv,,7/10/24 19:44,"",https://split-ticket.org/2024/07/10/we-polled-the-nation-heres-what-we-found/,https://split-ticket.org/2024/07/10/we-polled-the-nation-heres-what-we-found/,,,"",,,42,Joe Biden,40.0,58.0,1.0
87300,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,6/30/24,7/2/24,,"",,201977,1608,a,,a,,7/3/24 09:40,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_1ZQDEgl.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_1ZQDEgl.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_xTDr4ON.pdf,"",,,42,Joe Biden,37.0,57.0,6.0
87300,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,6/30/24,7/2/24,,"",,201978,1392,rv,,rv,,7/3/24 09:40,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_xTDr4ON.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_xTDr4ON.pdf,"",,,42,Joe Biden,40.0,57.0,3.0
87303,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,,Live Phone/Text-to-Web,6.0,,6/29/24,7/2/24,,"",,202072,1500,rv,,rv,,7/6/24 13:25,"",https://www.wsj.com/politics/elections/trump-expands-lead-over-biden-after-debate-as-voters-age-worries-grow-wsj-poll-finds-c3a793ab,https://www.wsj.com/politics/elections/trump-expands-lead-over-biden-after-debate-as-voters-age-worries-grow-wsj-poll-finds-c3a793ab,https://prod-i.a.dj.com/public/resources/documents/WSJ_June_2023_Partial_Results.pdf,,"",,,42,Joe Biden,39.0,60.0,2.0
87302,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,,6/28/24,7/2/24,,"",,202018,1235,rv,,rv,,7/3/24 15:25,"",https://www.nytimes.com/interactive/2024/07/03/us/elections/times-siena-poll-registered-voter-crosstabs.html,,,https://www.nytimes.com/interactive/2024/07/03/us/elections/times-siena-poll-registered-voter-crosstabs.html,"",,,42,Joe Biden,34.0,62.0,4.0
87302,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,,6/28/24,7/2/24,,"",,202019,1235,lv,,lv,,7/3/24 15:25,"",https://www.nytimes.com/interactive/2024/07/03/us/elections/times-siena-poll-registered-voter-crosstabs.html,,,https://www.nytimes.com/interactive/2024/07/03/us/elections/times-siena-poll-registered-voter-crosstabs.html,"",,,42,Joe Biden,36.0,61.0,3.0
87359,1701,NewsNation/Decision Desk HQ,"","",NewsNation,696,NewsNation,1.6,0.0,Online Panel,3.0,,6/30/24,7/1/24,,"",,202444,1000,rv,,rv,,7/9/24 09:23,"",https://www.newsnationnow.com/polls/voters-on-inflation-presidential-debate-full-poll/,,https://www.newsnationnow.com/polls/voters-on-inflation-presidential-debate-full-poll/,,"",,,42,Joe Biden,43.32,56.68,0
87298,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,6/28/24,7/1/24,,"",,201896,1754,a,,a,,7/2/24 20:15,"",https://www.yahoo.com/news/new-yahoo-newsyougov-poll-60-of-americans-say-biden-is-not-fit-for-another-term-as-president-after-disastrous-debate--yet-2024-contest-with-trump-remains-too-close-to-call-204915250.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-60-of-americans-say-biden-is-not-fit-for-another-term-as-president-after-disastrous-debate--yet-2024-contest-with-trump-remains-too-close-to-call-204915250.html,,https://d3nkl3psvxxpe9.cloudfront.net/documents/20240701_politics.pdf,"",,,42,Joe Biden,38.0,57.0,6.0
87298,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,6/28/24,7/1/24,,"",,201897,1176,rv,,rv,,7/2/24 20:15,"",https://www.yahoo.com/news/new-yahoo-newsyougov-poll-60-of-americans-say-biden-is-not-fit-for-another-term-as-president-after-disastrous-debate--yet-2024-contest-with-trump-remains-too-close-to-call-204915250.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-60-of-americans-say-biden-is-not-fit-for-another-term-as-president-after-disastrous-debate--yet-2024-contest-with-trump-remains-too-close-to-call-204915250.html,,https://d3nkl3psvxxpe9.cloudfront.net/documents/20240701_politics.pdf,"",,,42,Joe Biden,41.0,58.0,1.0
87286,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,7.0,,6/28/24,6/30/24,,"",,201840,2090,rv,,rv,,7/1/24 22:12,"",https://harvardharrispoll.com/wp-content/uploads/2024/07/HHP_June2024_KeyResults.pdf,https://harvardharrispoll.com/wp-content/uploads/2024/07/HHP_June2024_KeyResults.pdf,https://harvardharrispoll.com/wp-content/uploads/2024/07/HHP_June2024_Topline.pdf,https://harvardharrispoll.com/wp-content/uploads/2024/07/HHP_June2024_Crosstabs.pdf,"",,,42,Joe Biden,40.0,57.0,4.0
87291,458,Suffolk,135,USA Today,Suffolk University,323,Suffolk University,2.9,-1.0,Live Phone,8.0,,6/28/24,6/30/24,,"",,202352,1000,rv,,rv,,7/8/24 09:59,"",https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2024/7_8_2024_embargoed_marginals_3.pdf,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2024/7_8_2024_embargoed_marginals_3.pdf,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2024/7_8_2024_embargoed_tables_3.pdf,"",,,42,Joe Biden,41.1,56.5,2.4
87294,1866,CNN/SSRS,"","",CNN/SSRS,844,CNN,2.8,-0.6,Probability Panel,10.0,,6/28/24,6/30/24,,"",,201875,1274,rv,,rv,,7/2/24 12:21,"",https://s3.documentcloud.org/documents/24787646/cnn-poll.pdf,,,https://s3.documentcloud.org/documents/24787646/cnn-poll.pdf,"",,,42,Joe Biden,36.0,64.0,0
87304,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,,6/28/24,6/30/24,,"",,202025,1500,rv,,rv,,7/3/24 20:42,"",https://www.harrisx.com/posts/voters-speak-the-winner-of-the-first-presidential-debate-is-trump,https://www.harrisx.com/posts/voters-speak-the-winner-of-the-first-presidential-debate-is-trump,https://drive.google.com/viewerng/viewer?url=https://uploads-ssl.webflow.com/642d10aa01f0e1eb5ac6cc3c/668471ab99503bfba4fb9dfc_HarrisX%2520Post-Debate%2520Poll%25202.pdf,,"",,,42,Joe Biden,38.0,57.0,4.0
87354,1709,Big Village,"","",Big Village,37,Big Village,1.2,1.7,Online Panel,9.0,,6/28/24,6/30/24,,"",,202402,1007,a,,a,,7/8/24 20:20,"",https://s3.amazonaws.com/cdn.big-village.com/big-village/2024/07/Big-Village-Political-Polling-06.30.24.pdf,,,https://s3.amazonaws.com/cdn.big-village.com/big-village/2024/07/Big-Village-Political-Polling-06.30.24.pdf,"",false,,42,Joe Biden,38.4,53.4,8.2
87354,1709,Big Village,"","",Big Village,37,Big Village,1.2,1.7,Online Panel,9.0,,6/28/24,6/30/24,,"",,202403,820,rv,,rv,,7/8/24 20:20,"",https://s3.amazonaws.com/cdn.big-village.com/big-village/2024/07/Big-Village-Political-Polling-06.30.24.pdf,,,https://s3.amazonaws.com/cdn.big-village.com/big-village/2024/07/Big-Village-Political-Polling-06.30.24.pdf,"",false,,42,Joe Biden,40.9,53.9,5.2
87354,1709,Big Village,"","",Big Village,37,Big Village,1.2,1.7,Online Panel,9.0,,6/28/24,6/30/24,,"",,202404,723,lv,,lv,,7/8/24 20:20,"",https://s3.amazonaws.com/cdn.big-village.com/big-village/2024/07/Big-Village-Political-Polling-06.30.24.pdf,,,https://s3.amazonaws.com/cdn.big-village.com/big-village/2024/07/Big-Village-Political-Polling-06.30.24.pdf,"",false,,42,Joe Biden,42.8,53.5,3.7
87287,1741,ActiVote,"","",ActiVote,721,ActiVote,,,App Panel,5.0,,6/1/24,6/30/24,,"",,201858,2988,rv,,rv,,7/2/24 10:43,"",https://www.activote.net/activote_polling/,,https://www.activote.net/activote_polling/,,"",false,,42,Joe Biden,37.6,55.0,0
87278,1754,Patriot Polling,"","",Patriot Polling,732,Patriot Polling,1.1,0.6,IVR/Text-to-Web,5.0,,6/27/24,6/29/24,,"",,201761,1029,rv,,rv,,6/29/24 18:48,"",https://patriotpolling.com/our-polls/f/biden-approval-rating-drops-below-30%25,https://patriotpolling.com/our-polls/f/biden-approval-rating-drops-below-30%25,,,"",,,42,Joe Biden,29.4,64.8,5.8
87279,1528,AtlasIntel,2150,CNN Brazil,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,,6/26/24,6/28/24,,"",,201762,1634,rv,,rv,,6/30/24 09:52,"",https://atlasintel.org/poll/usa-national-cnn-brazil-2024-06-29,https://atlasintel.org/poll/usa-national-cnn-brazil-2024-06-29,,,"",,,42,Joe Biden,39.7,56.3,3.9
87400,770,TIPP,"","",TIPP Insights,144,TIPP Insights,1.8,-0.4,Online Panel,3.0,,6/26/24,6/28/24,,"",,202940,1389,a,,a,,7/15/24 12:22,"",https://tippinsights.com/the-democrats-friendly-manchurian-candidate-struggles-to-remain-relevant/,https://tippinsights.com/the-democrats-friendly-manchurian-candidate-struggles-to-remain-relevant/,,,"",,,42,Joe Biden,38.0,52.0,11.0
87391,1560,Lord Ashcroft Polls,"","",Lord Ashcroft Polls,560,Lord Ashcroft Polls,,,Online Panel,6.0,,5/31/24,6/27/24,,"",,202831,5169,a,,a,,7/14/24 12:21,"",https://lordashcroftpolls.com/2024/07/us-voters-are-increasingly-convinced-trump-will-be-re-elected/,https://lordashcroftpolls.com/2024/07/us-voters-are-increasingly-convinced-trump-will-be-re-elected/,https://lordashcroftpolls.com/wp-content/uploads/2024/07/Biden-v-Trump-Race-against-time-.pdf,,"",,,42,Joe Biden,40.0,55.0,4.0
87391,1560,Lord Ashcroft Polls,"","",Lord Ashcroft Polls,560,Lord Ashcroft Polls,,,Online Panel,6.0,,5/31/24,6/27/24,,"",,202834,4067,rv,,rv,,7/14/24 12:22,"",https://lordashcroftpolls.com/2024/07/us-voters-are-increasingly-convinced-trump-will-be-re-elected/,https://lordashcroftpolls.com/2024/07/us-voters-are-increasingly-convinced-trump-will-be-re-elected/,https://lordashcroftpolls.com/wp-content/uploads/2024/07/Biden-v-Trump-Race-against-time-.pdf,,"",,,42,Joe Biden,44.0,54.0,2.0
87244,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,6/23/24,6/25/24,,"",,201416,1599,a,,a,,6/26/24 10:44,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_8Xhha4w.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_8Xhha4w.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_DqmBE9q.pdf,"",,,42,Joe Biden,36.0,58.0,6.0
87244,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,6/23/24,6/25/24,,"",,201417,1406,rv,,rv,,6/26/24 10:44,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_DqmBE9q.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_DqmBE9q.pdf,"",,,42,Joe Biden,41.0,57.0,2.0
87249,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,,6/20/24,6/25/24,,"",,201529,1226,rv,,rv,,6/26/24 20:04,"",https://www.nytimes.com/2024/06/26/us/politics/trump-poll-hush-money-conviction.html,https://www.nytimes.com/2024/06/26/us/politics/trump-poll-hush-money-conviction.html,https://www.nytimes.com/interactive/2024/06/26/us/elections/times-siena-poll-toplines.html,https://www.nytimes.com/interactive/2024/06/26/us/elections/times-siena-poll-likely-electorate-crosstabs.html,"",,,42,Joe Biden,35.0,61.0,4.0
87249,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,,6/20/24,6/25/24,,"",,201530,991,lv,,lv,,6/26/24 20:04,"",https://www.nytimes.com/2024/06/26/us/politics/trump-poll-hush-money-conviction.html,https://www.nytimes.com/2024/06/26/us/politics/trump-poll-hush-money-conviction.html,https://www.nytimes.com/interactive/2024/06/26/us/elections/times-siena-poll-toplines.html,https://www.nytimes.com/interactive/2024/06/26/us/elections/times-siena-poll-likely-electorate-crosstabs.html,"",,,42,Joe Biden,38.0,59.0,2.0
87246,1575,Leger,126,New York Post,Leger,572,Leger,2.0,0.0,Online Panel,9.0,,6/22/24,6/24/24,,"",,201465,1003,a,,a,,6/26/24 13:32,"",https://leger360.com/pre-presidential-debate-survey-in-the-united-states/,https://leger360.com/pre-presidential-debate-survey-in-the-united-states/,,https://leger360.com/wp-content/uploads/2024/06/Leger-X-New-York-Post-Pre-Debate.pdf,"",,,42,Joe Biden,34.0,52.0,14.0
87245,1360,AP-NORC,"","",AP-NORC,397,AP-NORC,2.0,0.2,Probability Panel,8.0,,6/20/24,6/24/24,,"",,201447,1088,a,,a,,6/26/24 11:01,"",https://apnorc.org/projects/the-biden-trump-debate-is-seen-as-important-for-their-campaigns/,https://apnorc.org/projects/the-biden-trump-debate-is-seen-as-important-for-their-campaigns/,https://apnorc.org/wp-content/uploads/2024/06/AP-NORC-June-2024-Biden-Topline-2.pdf,,"",,,42,Joe Biden,39.0,61.0,0
87247,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9.0,,6/20/24,6/24/24,,"",,201468,1568,a,,a,,6/26/24 14:13,"",https://poll.qu.edu/images/polling/us/us06262024_trends_ummk42.pdf,,https://poll.qu.edu/images/polling/us/us06262024_trends_ummk42.pdf,https://poll.qu.edu/poll-release?releaseid=3900,"",,,42,Joe Biden,36.0,59.0,5.0
87247,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9.0,,6/20/24,6/24/24,,"",,201469,1405,rv,,rv,,6/26/24 14:13,"",https://poll.qu.edu/poll-release?releaseid=3900,,,https://poll.qu.edu/poll-release?releaseid=3900,"",,,42,Joe Biden,38.0,58.0,4.0
87280,294,McLaughlin,1989,America's New Majority Project,McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.6,Online Panel,4.0,,6/20/24,6/24/24,,"",,201781,2000,rv,,rv,,7/1/24 09:45,"",https://americasnewmajorityproject.com/nearly-8-in-10-agree-all-americans-should-honor-the-founding-fathers/,https://americasnewmajorityproject.com/nearly-8-in-10-agree-all-americans-should-honor-the-founding-fathers/,https://americasnewmajorityproject.com/wp-content/uploads/2024/06/20240623-NationalANMP-Topline.pdf,https://americasnewmajorityproject.com/wp-content/uploads/2024/06/20240623-NationalANMP-Tabs.pdf,"",,REP,42,Joe Biden,42.8,57.2,0
87280,294,McLaughlin,1989,America's New Majority Project,McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.6,Online Panel,4.0,,6/20/24,6/24/24,,"",,201782,1744,lv,,lv,,7/1/24 09:45,"",https://americasnewmajorityproject.com/nearly-8-in-10-agree-all-americans-should-honor-the-founding-fathers/,https://americasnewmajorityproject.com/nearly-8-in-10-agree-all-americans-should-honor-the-founding-fathers/,https://americasnewmajorityproject.com/wp-content/uploads/2024/06/20240623-NationalANMP-Topline.pdf,https://americasnewmajorityproject.com/wp-content/uploads/2024/06/20240623-NationalANMP-Tabs.pdf,"",,REP,42,Joe Biden,44.0,56.0,0
87611,1406,Navigator,"","",Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),1.3,0.3,Online Panel,4.5,,6/20/24,6/24/24,,"",,204646,1000,rv,,rv,,7/30/24 09:13,"",https://navigatorresearch.org/americans-describe-impacts-to-rights-and-freedoms-as-the-most-concerning-outcomes-for-project-2025-implementation/,https://navigatorresearch.org/americans-describe-impacts-to-rights-and-freedoms-as-the-most-concerning-outcomes-for-project-2025-implementation/,,https://navigatorresearch.org/wp-content/uploads/2024/07/Navigator-Toplines-F06.24.2024.pdf,"",,,42,Joe Biden,40.0,58.0,2.0
87250,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.6,,4.0,,6/18/24,6/24/24,,"",,201531,1000,lv,,lv,,6/26/24 20:04,"",https://mclaughlinonline.com/pols/wp-content/uploads/2024/06/National-June-Presentation-RELEASE-6-24-24.pdf,,,https://mclaughlinonline.com/pols/wp-content/uploads/2024/06/National-June-Presentation-RELEASE-6-24-24.pdf,"",,,42,Joe Biden,41.0,57.0,2.0
87365,568,YouGov,508,George Washington University,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,6/11/24,6/24/24,,"",,202583,2750,rv,,rv,,7/10/24 12:58,"",https://smpa.gwu.edu/gw-politics-poll-reveals-challenges-facing-biden-even-first-debate,https://smpa.gwu.edu/gw-politics-poll-reveals-challenges-facing-biden-even-first-debate,https://smpa.gwu.edu/sites/g/files/zaxdzs4161/files/2024-07/gw-politics-poll-july-2024-toplines.pdf,,"",,,42,Joe Biden,42.8,55.9,1.4
