year,state,district,office_type,open_seat,incumbent_differential,margin,special,absenteeexcusereq,pollhours,avgpollhours,minpollhours,regdeadlines,voteridlaws,novoterid,noallmailvote,noearlyvote,nofelonreg,nofelonsregafterincar,nonstrictid,nonstrictphoto,nopollplacereg,nopr,nosamedayreg,nostateholiday,pr16,pr17,pr175,pr60,pr90,strictid,strictphoto,covi_num,final_rating,prev_dem_gen_tp,prev_gen_margin,weighted_genpoll,weighted_genpoll_lower,weighted_genpoll_upper,unweighted_genpoll,mean_specials_differential,pvi,house_chamber_margin,senate_chamber_margin,previous_cci,current_cci,change_cci,previous_gas,current_gas,change_gas,previous_unemployment,current_unemployment,change_unemployment,X,receipts_DEM,receipts_REP,from_committee_transfers_DEM,from_committee_transfers_REP,disbursements_DEM,disbursements_REP,to_committee_transfers_DEM,to_committee_transfers_REP,beginning_cash_DEM,beginning_cash_REP,ending_cash_DEM,ending_cash_REP,candidate_contributions_DEM,candidate_contributions_REP,individual_contributions_DEM,individual_contributions_REP,receipts,from_committee_transfers,disbursements,to_committee_transfers,beginning_cash,ending_cash,candidate_contributions,individual_contributions,unconvinced_pct,phone_unweighted,online_unweighted,num_polls,unweighted_estimate,unweighted_ci_lower,unweighted_ci_upper,weighted_estimate,weighted_ci_lower,weighted_ci_upper,white_pct,black_pct,asian_pct,hispanic_pct,median_income,impoverished_pct,median_age,renting_pct,inflation,isMidterm,genballot_predicted_margin,genballot_predicted_lower,genballot_predicted_upper,specials_predicted_margin,receipts_genballot_interaction,disbursements_genballot_interaction,democrat_in_presidency,gas_democrat_interaction,cci_democrat_interaction,poll_fundamental_agree
2024,FL,13,House,FALSE,-1.51127933175093,NA,FALSE,0,8,12,12,29,2,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0.683532417,Likely R,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-5.58,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5335,298921.161825726,419381.206710044,0,88907.9064210407,88379.9893440108,228475.789915559,0,537.387991023136,-161.45438106463,14478.0147569304,210381.203480956,205383.431551415,13650.8936499992,0,219925.107770799,280614.140174694,-0.33860049019489,-11.3953574062047,-0.949785472292575,-6.28599809450886,-9.58038553485309,0.0240436438700885,9.52156805800298,-0.243693480371247,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.767494267984648,0.0677772350931592,0.0333445507553428,0.109447120767115,36977,0.115181100258874,51.5,0.264530380663434,1.661,FALSE,-16.81220670204808,-17.91890216596651,-15.70449422133703,-5.50461266508426,5.692621430571295,15.96798968278513,TRUE,3.523,79,NA
2024,FL,14,House,FALSE,-7.0496760648364,NA,FALSE,0,8,12,12,29,2,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0.683532417,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,8.13,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5336,240284.369601369,22025.9069699856,0,0,126337.630172595,9231.42870981804,0,0,113331.252724543,0,227277.992153317,12794.4782601676,0,465.311526228264,109783.570402183,8327.58448100489,2.38959798334553,0,2.61639347003805,0,11.638068019477,2.87719762676086,-6.14203740558736,2.57889146765466,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.50319949370649,0.175146869865947,0.039374548522991,0.287056913271666,38461,0.131353759804642,39,0.395920245987049,1.661,FALSE,5.0693965648664525,3.9627011009480215,6.1771090455775015,16.37699060183027,12.113819808183633,13.263536069349907,TRUE,3.523,79,NA
2024,FL,15,House,FALSE,-14.3337580741335,NA,FALSE,0,8,12,12,29,2,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0.683532417,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-3.67,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5337,5898.67445953146,342775.617159372,0,119677.704764519,5348.67365225955,110525.414534123,0,502.659153656134,0,28778.76874889,550.000807271905,261028.971374138,0,1065.59891502656,5898.67445953146,112972.949932996,-4.06229432758314,-11.6925600818387,-3.02833211216319,-6.22059017009974,-10.2674012334861,-6.16246851301704,-6.97166860472579,-2.95236600708806,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.538993997537389,0.133638856927654,0.0463384244422136,0.283431417982444,33997,0.132614195353319,38.9,0.32945315107889,1.661,FALSE,-25.81468544443065,-26.92138090834908,-24.7069729637196,-14.507091407466831,104.86685024925367,78.17544089676103,TRUE,3.523,79,NA
2024,FL,16,House,FALSE,-14.9022456612966,NA,FALSE,0,8,12,12,29,2,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0.683532417,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-6.99,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5338,345.512375478309,538925.721297447,0,20125.2659960928,362.219674830877,302305.426481748,0,0,10381.3552480747,446696.071814909,10364.6479487221,683316.366630609,79.1126467216688,322.90876212926,266.39972875664,133200.238952484,-7.35089477412795,-9.90971810228676,-6.72754750866606,0,-3.76190106155124,-4.18852267140122,-1.40820447075564,-6.21611072830673,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.641561237440315,0.130024328422798,0.032577297593462,0.201591347954631,38086,0.10351640865447,43.4,0.275029971113786,1.661,FALSE,-33.02317303159375,-34.129868495512184,-31.915460550882703,-21.71557899462993,242.74987006306554,222.16496545694676,TRUE,3.523,79,NA
2024,FL,17,House,FALSE,-12.6037416174952,NA,FALSE,0,8,12,12,29,2,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0.683532417,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-10.15,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5339,24633.5857403491,343894.073009671,0,69135.1050260749,5054.03555225471,222710.002098907,0,0,-225.92957359898,312386.127839579,19353.6206144954,433570.198750343,13467.0229426676,0,7937.47517638891,140029.953016775,-2.63620586783448,-11.1438163938227,-3.78569046774676,0,-12.6519948816029,-3.10915414308119,9.50799752745004,-2.87032131525895,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.764867899768868,0.0563267240547811,0.0166269935304407,0.157418797088282,35437,0.0963729743182433,55.1,0.225722481748174,1.661,FALSE,-37.04466898779235,-38.151364451710776,-35.936956507081305,-25.73707495082853,97.65737375760419,140.23965026791953,TRUE,3.523,79,NA
2024,FL,18,House,FALSE,0,NA,FALSE,0,8,12,12,29,2,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0.683532417,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-13.39,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5340,NA,162723.909779292,NA,0,NA,64697.4635516735,NA,0,NA,113914.364596283,NA,211940.810823902,NA,0,NA,89794.9658523984,-6,-6,-6,-6,-6,-6,-6,-6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.56601290882855,0.133627126532189,0.0142714404463034,0.305796018438442,30973,0.16792152506978,40.2,0.261195667949713,1.661,FALSE,-30.92092737029715,-32.02762283421558,-29.8132148895861,-19.61333333333333,185.5255642217829,185.5255642217829,TRUE,3.523,79,NA
2024,FL,19,House,FALSE,-14.7768471601464,NA,FALSE,0,8,12,12,29,2,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0.683532417,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-12.91,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5341,25046.4568836075,1049378.47490192,0,194395.279073898,8186.74782440221,879990.777725754,0,0,0,238303.850686988,16859.7090592053,407691.547863151,0,0,23676.4454203465,729508.565154915,-3.73523875253043,-12.1776474505131,-4.67736414975291,0,-12.3813024485104,-3.1855680347877,0,-3.42790982827553,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.730377540997502,0.0573229590997253,0.0178362194045702,0.189004841419817,38953,0.0980350117919237,54.6,0.261684724348203,1.661,FALSE,-44.737774530443545,-45.84446999436198,-43.6300620497325,-33.430180493479725,167.10626912808158,209.25486272842548,TRUE,3.523,79,NA
2024,FL,21,House,FALSE,-17.8752684730058,NA,FALSE,0,8,12,12,29,2,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0.683532417,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-6.86,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5343,11922.7602240987,696247.900285774,0,129004.184897557,2837.68345254048,629162.255194795,0,0,0,682523.732179473,9085.0767715582,749609.377270452,0,0,11922.7602240987,517326.380031322,-4.06723661088196,-11.767598690615,-5.40128919647117,0,-13.4335529702581,-4.41292703540742,0,-3.77020392889286,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.666097732141995,0.128419950417294,0.0265687059606928,0.184938788998729,38104,0.106710498141577,48,0.204346098672802,1.661,FALSE,-35.73619584330295,-36.84289130722138,-34.6284833625919,-24.42860180633913,145.3475640675295,193.02152853141018,TRUE,3.523,79,NA
2024,FL,22,House,FALSE,-8.88834947992999,NA,FALSE,0,8,12,12,29,2,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0.683532417,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,7.26,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5344,364179.837576893,432948.192518204,0,0,134035.300385876,181938.847538628,0,0,208504.522337214,2720.33840838271,438649.05952823,253729.683387959,0,1294.95132150411,261380.851510406,251068.195101474,-0.172969377508373,0,-0.305570506185804,0,4.33933114145876,0.547428839334194,-7.16626597413364,0.0402552942337548,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.511477178941944,0.183347853872775,0.0269610062925172,0.275345144505942,35929,0.0996330109050739,46.7,0.287970998039408,1.661,FALSE,1.49072314977286,0.3840276858544289,2.598435630483909,12.798317186736677,-0.25784945525353264,-0.4555210274589889,TRUE,3.523,79,NA
2024,FL,23,House,FALSE,-9.45171874618318,NA,FALSE,0,8,12,12,29,2,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0.683532417,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,4.81,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5345,364191.0263655,281448.371732567,9246.29542922647,0,192580.021634887,206166.181765342,0,58.1235771832669,26679.9037731889,-3846.163036634,198290.908503802,78330.8200268014,0,1906.1724009881,242204.462599093,229120.748502511,0.257730749464426,9.13194630454817,-0.0681700177173175,-4.06044301054642,10.1916695000296,0.928792210918304,-7.55276208421415,0.0555300979713511,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.540393153698353,0.154139353485788,0.0356559781555261,0.226064026995982,42083,0.110473821625145,43.1,0.350211458982421,1.661,FALSE,-3.9726461164803313,-5.079341580398761,-2.8649336357692814,7.334947920483488,-1.0238730609574171,0.2708153561450967,TRUE,3.523,79,NA
2024,FL,24,House,FALSE,-10.2969992585672,NA,FALSE,0,8,12,12,29,2,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0.683532417,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,24.64,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5346,85705.0067003568,6094.2829003665,0,0,91289.8719666758,5848.84640844729,0,0,181994.281285823,0,176409.416019504,245.436491919208,0,0,31582.2044981191,6092.34544779373,2.6436064863955,0,2.7477705461161,0,12.1117289984825,6.57930223111677,0,1.64561090301154,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.244075521080042,0.397830922615777,0.0152108256818156,0.39725366407595,30842,0.171081999765055,39.7,0.480583523752863,1.661,FALSE,34.842073371135655,33.73537790721723,35.949785851846705,46.149667408099475,92.10873116340214,95.73802297482264,TRUE,3.523,79,NA
2024,FL,25,House,FALSE,-12.7999162555128,NA,FALSE,0,8,12,12,29,2,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0.683532417,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,9.2,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5347,626798.937630173,64956.4557534269,0,0,408286.507257374,36877.9921533171,0,0,252637.147423995,0,471149.577796793,28078.4636001098,0,4398.71805221435,470909.101183461,41108.6297366679,2.26691579747252,0,2.40435519120185,0,12.4397089548148,2.82019016310301,-8.38913252134872,2.43843779377277,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.428023110124746,0.150839669602319,0.0399816619388853,0.450001432661025,37926,0.113784543410931,41.9,0.332037426315639,1.661,FALSE,1.4591563741900497,0.35246091027161874,2.5668688549010987,12.76675041115387,3.3077846356341474,3.5083302030591152,TRUE,3.523,79,NA
2024,FL,26,House,FALSE,-29.5131531529241,NA,FALSE,0,8,12,12,29,2,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0.683532417,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-8.41,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5348,NA,429744.120638714,NA,8604.82748599383,NA,277027.941295187,NA,0,NA,413164.893359381,NA,565881.072702908,NA,0,NA,242812.929266836,-6,-6,-6,-6,-6,-6,-6,-6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.307692114581516,0.0598350891771153,0.0119145496332874,0.733890818441192,31567,0.136227787310477,42.6,0.417474923839518,1.661,FALSE,-50.47408052322125,-51.58077598713968,-49.3663680425102,-39.16648648625743,302.8444831393275,302.8444831393275,TRUE,3.523,79,NA
2024,FL,27,House,FALSE,-19.4734549331564,NA,FALSE,0,8,12,12,29,2,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0.683532417,Likely R,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,0.15,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5349,179278.486203723,608656.457367971,0,226960.792418102,41784.7651646027,212300.844406413,0,0,0,9648.56547782424,137493.72103912,406130.891066729,0,0,143371.031854949,189205.612154286,-1.22231557399282,-12.3325334755358,-1.62546765556031,0,-9.17460956202038,-1.08309548786578,0,-0.277400692394775,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.31030361016619,0.0528412351133486,0.0195012317474116,0.730884062023352,35935,0.123957917836683,42.2,0.452293143957414,1.661,FALSE,-23.31438230345355,-24.42107776737198,-22.2066698227425,-12.006788266489732,28.49753258753387,37.89677434363142,TRUE,3.523,79,NA
2024,FL,28,House,FALSE,-27.2172719945602,NA,FALSE,0,8,12,12,29,2,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0.683532417,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-2.37,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5350,315647.025203029,233563.818073203,0,92761.638439059,299991.226568933,139067.349080517,0,0,0,232431.693495003,15655.7986340959,326928.162487689,5630.32436185156,0,292873.823401198,83776.492242117,0.301168371081854,-11.4377923521547,0.76879664281863,0,-12.3563529881127,-3.0388857330733,8.63586472113374,1.25159591210875,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.32083851531368,0.0923249976031231,0.0159584739388587,0.730638298446959,32046,0.12446340340316,41.4,0.356439226679738,1.661,FALSE,-36.09819936485735,-37.20489482877578,-34.9904868841463,-24.79060532789353,-10.871635901702106,-27.752174483499935,TRUE,3.523,79,NA
2024,GA,1,House,FALSE,-4.50162682118165,NA,FALSE,0,7.5,12.5,12,29,4,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0.428766876,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-9.19,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5351,5908.26162067908,476688.518978963,0,59307.725592134,4883.31046062935,305780.851510406,0,0,0,586921.626814344,1024.95116004973,757829.2942829,0,0,4293.71781003278,142975.394352326,-4.39055692196599,-10.9904994831379,-4.13710937437267,0,-13.282647210935,-6.60576515393438,0,-3.50545109034479,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.589278370865067,0.279676683423825,0.0202591644533973,0.0746176495522637,33841,0.137371585038257,37.1,0.323815115353615,1.661,FALSE,-27.022554191478797,-28.129249655397228,-25.91484171076775,-15.71496015451498,118.6440623545983,111.79526226506043,TRUE,3.523,79,NA
2024,GA,2,House,FALSE,-0.858535759440987,NA,FALSE,0,7.5,12.5,12,29,4,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0.428766876,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,3.11,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5352,339538.4374445,41037.6350162262,0,0,204780.722346901,36996.1154075916,0,0,17507.0377964706,261.956504189741,152264.75289407,3067.21991701245,0,3468.20801782456,133998.579201447,28969.2687731082,2.11308740331138,0,1.71113131673212,0,4.20201157617184,3.90492253877239,-8.15133333790043,1.5316060445184,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.403132686187015,0.489305397168503,0.0127058424623878,NA,27069,0.21304968033409,37.7,0.403332684332728,1.661,FALSE,1.2205368702618629,0.11384140634343276,2.3282493509729125,12.528130907225684,2.5791010858274386,2.0884988619312823,TRUE,3.523,79,NA
2024,GA,3,House,TRUE,0,NA,FALSE,0,7.5,12.5,12,29,4,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0.428766876,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-17.99,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5353,19946.2679819817,822742.054022636,0,91235.7912071944,9676.65854012949,445378.432923777,0,7717.51941488932,1303.44705103573,135965.293766246,12227.3213103638,513328.914865105,0,548.944895619743,5344.33375849654,435138.460048113,-3.7196140423082,-11.4212048350164,-3.82917142390122,-8.95131054209756,-4.64772820153122,-3.73727034398344,-6.30809844150953,-4.39968878592324,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.660909958184363,0.226283350294798,0.0222464791692406,NA,36297,0.117360176178461,39.1,0.25075243945776,1.661,FALSE,-40.120927370297146,-41.22762283421558,-39.013214889586095,-28.813333333333325,149.23436483698467,153.62990858675815,TRUE,3.523,79,NA
2024,GA,4,House,FALSE,-0.876680622814995,NA,FALSE,0,7.5,12.5,12,29,4,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0.428766876,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,26.63,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5354,118500.550559439,3962.09051132602,0,0,117511.907260604,968.726286387781,0,0,20596.7999741673,6789.49577796794,21585.4432730032,9782.86000290618,0,1130.18066745241,27699.8240147246,2831.90984387361,3.39817245108179,0,4.79803112312048,0,1.10984177880283,0.791352443532149,-7.02997291170639,2.28044923736182,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.274761164327901,0.547922625560696,0.0548263042379334,0.0953410247058146,37441,0.132222499504092,36.6,0.374311327817557,1.661,FALSE,48.242392006887854,47.13569654296942,49.350104487598905,59.549986043851675,163.93596749209465,231.4684983028266,TRUE,3.523,79,NA
2024,GA,5,House,FALSE,-2.93061421089291,NA,FALSE,0,7.5,12.5,12,29,4,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0.428766876,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,31.65,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5355,189156.110241051,NA,13013.2231138092,NA,170394.865750682,NA,0,NA,1313.31191371878,NA,20074.556404088,NA,0,NA,70470.9527423027,NA,6,6,6,6,6,6,6,6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.362872497107681,0.48021311684705,0.048086857750559,0.0773930565920521,45777,0.150601957695148,34.8,0.450714754840603,1.661,FALSE,56.228458418809936,55.12176295489151,57.33617089952099,67.53605245577376,337.3707505128596,337.3707505128596,TRUE,3.523,79,NA
2024,GA,6,House,FALSE,-6.870611262282,NA,FALSE,0,7.5,12.5,12,29,4,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0.428766876,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-11.08,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5356,518451.746129131,4138.64733519544,5060.20310961138,0,321952.768135363,3647.48696255873,0,0,237113.021295833,0,433611.999289601,491.160372636711,0,0,385208.883220046,441.342008815409,4.83039323588287,8.52912176228151,4.48050066033135,0,12.3762920997364,6.78346127620685,0,6.7724964476723,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.663507138980847,0.080653342930404,0.120276678991903,0.096988181182236,54034,0.0452917640183221,40.2,0.166841024693904,1.661,FALSE,-33.17153863257915,-34.27823409649758,-32.0638261518681,-21.86394459561533,-160.23157583463762,-148.62510074747777,TRUE,3.523,79,NA
2024,GA,7,House,FALSE,-2.12565774385832,NA,FALSE,0,7.5,12.5,12,29,4,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0.428766876,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,9.64,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5357,10182.4176179021,460769.959797859,0,124932.973828245,6301.39980948383,344098.144889162,0,22747.9051294057,-3546.60057800668,33841.5099213717,3034.38978316677,150513.324830069,678.108400471447,0,4647.24478098713,260329.702762484,-3.8122775476155,-11.7355328725851,-4.00021814956275,-10.0322325084267,-10.4294579136286,-3.9041675782697,6.5191472879404,-4.02572820688945,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.318975379002587,0.309520926301904,0.133590038235203,0.219961919386588,39321,0.0913522482505591,36.2,0.327392791994311,1.661,FALSE,13.013414885844533,11.906719421926102,14.121127366555584,24.321008922808353,-49.61074938711044,-52.056498414145366,TRUE,3.523,79,NA
2024,GA,8,House,FALSE,-8.97957397501481,NA,FALSE,0,7.5,12.5,12,29,4,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0.428766876,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-16.38,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5358,NA,243065.68932948,NA,0,NA,185164.027963899,NA,0,NA,236034.502801234,NA,293936.164166815,NA,0,NA,124962.34238016,-6,-6,-6,-6,-6,-6,-6,-6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.59196811054733,0.288794761686907,0.0157796643653302,NA,32305,0.165427185576443,37.2,0.315174783729829,1.661,FALSE,-45.880501345311956,-46.98719680923039,-44.772788864600905,-34.572907308348135,275.28300807187173,275.28300807187173,TRUE,3.523,79,NA
2024,GA,9,House,FALSE,-4.77474219833528,NA,FALSE,0,7.5,12.5,12,29,4,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0.428766876,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-22.26,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5359,12670.8590987616,91202.4347320665,0,0,9711.93309330449,91067.7688619081,0,0,0,8009.86486268305,2958.92600545716,8144.53073284144,0,0,12670.8590987616,67065.0047629042,-1.97376090884762,0,-2.23824424589263,0,-8.9884460400624,-1.01255286863594,0,-1.66634638053728,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.653396736906646,0.0969296605592256,0.0688261148188856,0.169790891590717,35556,0.10608389768305,40.4,0.230230763323123,1.661,FALSE,-53.435669568632434,-54.54236503255087,-52.327957087921384,-42.128075531668614,105.46923573266507,119.60207993741147,TRUE,3.523,79,NA
2024,GA,10,House,FALSE,-4.45324184569393,NA,FALSE,0,7.5,12.5,12,29,4,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0.428766876,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-14.6,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5360,2331.72417133539,305567.699436524,0,16373.679706798801,2628.25451668631,215458.065453606,0,0,964.754508613591,63636.1560940956,-240.560569611056,153745.790077014,71.0399276684373,0,2260.68424366695,237864.643105091,-4.87544607127955,-9.70344998993639,-4.40654289433518,0,-4.18880652558614,-11.9430571690702,4.26267987704132,-4.65589609255085,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.622996465572494,0.244052777147589,0.0231070481517709,0.0826902311696587,35491,0.116767517483081,37.7,0.243046128555968,1.661,FALSE,-37.79416921599108,-38.90086467990951,-36.68645673528003,-26.486575179027263,184.26343382137824,166.54162780602692,TRUE,3.523,79,NA
2024,GA,11,House,FALSE,-7.72499431381006,NA,FALSE,0,7.5,12.5,12,29,4,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0.428766876,NA,52.2935779816514,4.58715596330275,-4.14092737029715,-5.24762283421558,-3.0332148895861,-4.59615004262827,7.16666666666667,-11.03,-9,1,61.3,79,17.7,3.376,3.523,0.147,3.7,3.9,0.2,5361,9656.79642217092,152203.803865218,0,0,5611.9508532864,121052.475902934,0,0,0,87690.6081986535,4044.84556888451,118841.936160938,0,0,9472.73842775724,50601.637147424,-2.7575386853064,0,-3.07131304310567,0,-11.3815745505173,-3.38031332929273,0,-1.6755454543106,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.634742946636734,0.168610785537586,0.0363378190443986,0.122391774699166,43057,0.0798529452892407,37.6,0.312632365765541,1.661,FALSE,-33.92592168410721,-35.032617148025636,-32.81820920339616,-22.61832764714339,93.55204147860087,104.19712576777995,TRUE,3.523,79,NA
